"","X1","year","rgn_id","rgn_name","pressure_score"
"53",53,2012,9,"New Hampshire",0.367912246895171
"54",54,2012,10,"New York",0.373675877609317
"55",55,2012,11,"Rhode Island",0.328670885601141
"56",56,2012,8,"Massachusetts-South",0.331179811524841
"57",57,2013,5,"Connecticut",0.317876901040993
"58",58,2013,6,"Maine",0.388485413883384
"59",59,2013,7,"Massachusetts-North",0.260346322323386
"60",60,2013,9,"New Hampshire",0.339749412723375
"61",61,2013,10,"New York",0.352496290869632
"62",62,2013,11,"Rhode Island",0.344444825071469
"63",63,2013,8,"Massachusetts-South",0.280267496288279
"64",64,2014,5,"Connecticut",0.365701666572403
"65",65,2014,6,"Maine",0.476290865988728
"66",66,2014,7,"Massachusetts-North",0.286156683268303
"67",67,2014,9,"New Hampshire",0.410350849766626
"68",68,2014,10,"New York",0.413313681479874
"69",69,2014,11,"Rhode Island",0.377492134405007
"70",70,2014,8,"Massachusetts-South",0.301178759205541
"71",71,2015,5,"Connecticut",0.343722188011193
"72",72,2015,6,"Maine",0.41343613244502
"73",73,2015,7,"Massachusetts-North",0.28274105030485
"74",74,2015,9,"New Hampshire",0.360347322904865
"75",75,2015,10,"New York",0.383687359078005
"76",76,2015,11,"Rhode Island",0.333622828839429
"77",77,2015,8,"Massachusetts-South",0.294753879930421
"78",78,2016,5,"Connecticut",0.358473359776826
"79",79,2016,6,"Maine",0.420803760454773
"80",80,2016,7,"Massachusetts-North",0.295215390421123
"81",81,2016,9,"New Hampshire",0.369380474248274
"82",82,2016,10,"New York",0.386384701835628
"83",83,2016,11,"Rhode Island",0.374025711996012
"84",84,2016,8,"Massachusetts-South",0.306379627910968
"85",85,2017,5,"Connecticut",0.368723359776826
"86",86,2017,6,"Maine",0.479553760454773
"87",87,2017,7,"Massachusetts-North",0.302215390421123
"88",88,2017,9,"New Hampshire",0.307380474248275
"89",89,2017,10,"New York",0.394384701835628
"90",90,2017,11,"Rhode Island",0.377525711996012
"91",91,2017,8,"Massachusetts-South",0.313379627910968
"92",92,2005,12,"Northeast",0.397289710340161
"93",93,2006,12,"Northeast",0.43571842419565
"94",94,2007,12,"Northeast",0.416523450073414
"95",95,2008,12,"Northeast",0.451682059598499
"96",96,2009,12,"Northeast",0.383739760391029
"97",97,2010,12,"Northeast",0.340097786831724
"98",98,2011,12,"Northeast",0.319900395138968
"99",99,2012,12,"Northeast",0.266746783685235
"100",100,2013,12,"Northeast",0.273383473298328
"101",101,2014,12,"Northeast",0.321806199934943
"102",102,2015,12,"Northeast",0.296672032690515
"103",103,2016,12,"Northeast",0.380436078512673
"104",104,2017,12,"Northeast",0.38759320563227
"105",105,2005,3,"Gulf of Maine",NA
"106",106,2006,3,"Gulf of Maine",NA
"107",107,2007,3,"Gulf of Maine",NA
"108",108,2008,3,"Gulf of Maine",NA
"109",109,2009,3,"Gulf of Maine",NA
"110",110,2010,3,"Gulf of Maine",NA
"111",111,2011,3,"Gulf of Maine",NA
"112",112,2012,3,"Gulf of Maine",NA
"113",113,2013,3,"Gulf of Maine",NA
"114",114,2014,3,"Gulf of Maine",NA
"115",115,2015,3,"Gulf of Maine",NA
"116",116,2016,3,"Gulf of Maine",NA
"117",117,2017,3,"Gulf of Maine",NA
"118",118,2005,2,"Georges Bank",NA
"119",119,2006,2,"Georges Bank",NA
"120",120,2007,2,"Georges Bank",NA
"121",121,2008,2,"Georges Bank",NA
"122",122,2009,2,"Georges Bank",NA
"123",123,2010,2,"Georges Bank",NA
"124",124,2011,2,"Georges Bank",NA
"125",125,2012,2,"Georges Bank",NA
"126",126,2013,2,"Georges Bank",NA
"127",127,2014,2,"Georges Bank",NA
"128",128,2015,2,"Georges Bank",NA
"129",129,2016,2,"Georges Bank",NA
"130",130,2017,2,"Georges Bank",NA
"131",131,2005,4,"Mid-Atlantic Bight",NA
"132",132,2006,4,"Mid-Atlantic Bight",NA
"133",133,2007,4,"Mid-Atlantic Bight",NA
"134",134,2008,4,"Mid-Atlantic Bight",NA
"135",135,2009,4,"Mid-Atlantic Bight",NA
"136",136,2010,4,"Mid-Atlantic Bight",NA
"137",137,2011,4,"Mid-Atlantic Bight",NA
"138",138,2012,4,"Mid-Atlantic Bight",NA
"139",139,2013,4,"Mid-Atlantic Bight",NA
"140",140,2014,4,"Mid-Atlantic Bight",NA
"141",141,2015,4,"Mid-Atlantic Bight",NA
"142",142,2016,4,"Mid-Atlantic Bight",NA
"143",143,2017,4,"Mid-Atlantic Bight",NA
"144",144,2005,1,"Offshore",NA
"145",145,2006,1,"Offshore",NA
"146",146,2007,1,"Offshore",NA
"147",147,2008,1,"Offshore",NA
"148",148,2009,1,"Offshore",NA
"149",149,2010,1,"Offshore",NA
"150",150,2011,1,"Offshore",NA
"151",151,2012,1,"Offshore",NA
"152",152,2013,1,"Offshore",NA
"153",153,2014,1,"Offshore",NA
"154",154,2015,1,"Offshore",NA
"155",155,2016,1,"Offshore",NA
"156",156,2017,1,"Offshore",NA
