rgn_id,common,sciname,year
2,flying halfbeak,euleptorhamphus velox,2017
4,flying halfbeak,euleptorhamphus velox,2017
5,flying halfbeak,euleptorhamphus velox,2017
8,flying halfbeak,euleptorhamphus velox,2017
10,flying halfbeak,euleptorhamphus velox,2017
11,flying halfbeak,euleptorhamphus velox,2017
1,balao,hemiramphus balao,2017
4,balao,hemiramphus balao,2017
10,balao,hemiramphus balao,2017
1,ballyhoo,hemiramphus brasiliensis,2017
2,ballyhoo,hemiramphus brasiliensis,2017
3,ballyhoo,hemiramphus brasiliensis,2017
4,ballyhoo,hemiramphus brasiliensis,2017
5,ballyhoo,hemiramphus brasiliensis,2017
7,ballyhoo,hemiramphus brasiliensis,2017
8,ballyhoo,hemiramphus brasiliensis,2017
10,ballyhoo,hemiramphus brasiliensis,2017
11,ballyhoo,hemiramphus brasiliensis,2017
1,false halfbeak,oxyporhamphus similis,2017
4,false halfbeak,oxyporhamphus similis,2017
10,false halfbeak,oxyporhamphus similis,2017
1,fourbeard rockling,enchelyopus cimbrius,2017
2,fourbeard rockling,enchelyopus cimbrius,2017
3,fourbeard rockling,enchelyopus cimbrius,2017
4,fourbeard rockling,enchelyopus cimbrius,2017
5,fourbeard rockling,enchelyopus cimbrius,2017
6,fourbeard rockling,enchelyopus cimbrius,2017
7,fourbeard rockling,enchelyopus cimbrius,2017
8,fourbeard rockling,enchelyopus cimbrius,2017
9,fourbeard rockling,enchelyopus cimbrius,2017
10,fourbeard rockling,enchelyopus cimbrius,2017
11,fourbeard rockling,enchelyopus cimbrius,2017
1,ghostly grenadier,coryphaenoides leptolepis,2017
2,ghostly grenadier,coryphaenoides leptolepis,2017
4,ghostly grenadier,coryphaenoides leptolepis,2017
1,roundnose grenadier,coryphaenoides rupestris,2017
2,roundnose grenadier,coryphaenoides rupestris,2017
3,roundnose grenadier,coryphaenoides rupestris,2017
4,roundnose grenadier,coryphaenoides rupestris,2017
1,arrowtail,melanonus zugmayeri,2017
2,arrowtail,melanonus zugmayeri,2017
3,arrowtail,melanonus zugmayeri,2017
4,arrowtail,melanonus zugmayeri,2017
5,arrowtail,melanonus zugmayeri,2017
7,arrowtail,melanonus zugmayeri,2017
8,arrowtail,melanonus zugmayeri,2017
10,arrowtail,melanonus zugmayeri,2017
11,arrowtail,melanonus zugmayeri,2017
1,atlantic needlefish,strongylura marina,2017
2,atlantic needlefish,strongylura marina,2017
3,atlantic needlefish,strongylura marina,2017
4,atlantic needlefish,strongylura marina,2017
5,atlantic needlefish,strongylura marina,2017
6,atlantic needlefish,strongylura marina,2017
7,atlantic needlefish,strongylura marina,2017
8,atlantic needlefish,strongylura marina,2017
9,atlantic needlefish,strongylura marina,2017
10,atlantic needlefish,strongylura marina,2017
11,atlantic needlefish,strongylura marina,2017
1,american straptail grenadier,malacocephalus occidentalis,2017
2,american straptail grenadier,malacocephalus occidentalis,2017
4,american straptail grenadier,malacocephalus occidentalis,2017
1,blackfin tuna,thunnus atlanticus,2017
2,blackfin tuna,thunnus atlanticus,2017
4,blackfin tuna,thunnus atlanticus,2017
5,blackfin tuna,thunnus atlanticus,2017
7,blackfin tuna,thunnus atlanticus,2017
8,blackfin tuna,thunnus atlanticus,2017
10,blackfin tuna,thunnus atlanticus,2017
11,blackfin tuna,thunnus atlanticus,2017
1,smallfin lanternfish,benthosema suborbitale,2017
2,smallfin lanternfish,benthosema suborbitale,2017
3,smallfin lanternfish,benthosema suborbitale,2017
4,smallfin lanternfish,benthosema suborbitale,2017
5,smallfin lanternfish,benthosema suborbitale,2017
7,smallfin lanternfish,benthosema suborbitale,2017
8,smallfin lanternfish,benthosema suborbitale,2017
10,smallfin lanternfish,benthosema suborbitale,2017
11,smallfin lanternfish,benthosema suborbitale,2017
1,roundnose lanternfish,centrobranchus nigroocellatus,2017
2,roundnose lanternfish,centrobranchus nigroocellatus,2017
3,roundnose lanternfish,centrobranchus nigroocellatus,2017
4,roundnose lanternfish,centrobranchus nigroocellatus,2017
5,roundnose lanternfish,centrobranchus nigroocellatus,2017
6,roundnose lanternfish,centrobranchus nigroocellatus,2017
7,roundnose lanternfish,centrobranchus nigroocellatus,2017
8,roundnose lanternfish,centrobranchus nigroocellatus,2017
9,roundnose lanternfish,centrobranchus nigroocellatus,2017
10,roundnose lanternfish,centrobranchus nigroocellatus,2017
11,roundnose lanternfish,centrobranchus nigroocellatus,2017
1,warming's lantern fish,ceratoscopelus warmingii,2017
2,warming's lantern fish,ceratoscopelus warmingii,2017
3,warming's lantern fish,ceratoscopelus warmingii,2017
4,warming's lantern fish,ceratoscopelus warmingii,2017
5,warming's lantern fish,ceratoscopelus warmingii,2017
6,warming's lantern fish,ceratoscopelus warmingii,2017
7,warming's lantern fish,ceratoscopelus warmingii,2017
8,warming's lantern fish,ceratoscopelus warmingii,2017
9,warming's lantern fish,ceratoscopelus warmingii,2017
10,warming's lantern fish,ceratoscopelus warmingii,2017
11,warming's lantern fish,ceratoscopelus warmingii,2017
1,bertelsen's lanternfish,diaphus bertelseni,2017
2,bertelsen's lanternfish,diaphus bertelseni,2017
3,bertelsen's lanternfish,diaphus bertelseni,2017
4,bertelsen's lanternfish,diaphus bertelseni,2017
5,bertelsen's lanternfish,diaphus bertelseni,2017
6,bertelsen's lanternfish,diaphus bertelseni,2017
7,bertelsen's lanternfish,diaphus bertelseni,2017
8,bertelsen's lanternfish,diaphus bertelseni,2017
9,bertelsen's lanternfish,diaphus bertelseni,2017
10,bertelsen's lanternfish,diaphus bertelseni,2017
11,bertelsen's lanternfish,diaphus bertelseni,2017
1,short-headed lantern fish,diaphus brachycephalus,2017
2,short-headed lantern fish,diaphus brachycephalus,2017
3,short-headed lantern fish,diaphus brachycephalus,2017
4,short-headed lantern fish,diaphus brachycephalus,2017
5,short-headed lantern fish,diaphus brachycephalus,2017
7,short-headed lantern fish,diaphus brachycephalus,2017
8,short-headed lantern fish,diaphus brachycephalus,2017
10,short-headed lantern fish,diaphus brachycephalus,2017
11,short-headed lantern fish,diaphus brachycephalus,2017
1,headlight fish,diaphus effulgens,2017
2,headlight fish,diaphus effulgens,2017
3,headlight fish,diaphus effulgens,2017
4,headlight fish,diaphus effulgens,2017
5,headlight fish,diaphus effulgens,2017
7,headlight fish,diaphus effulgens,2017
8,headlight fish,diaphus effulgens,2017
10,headlight fish,diaphus effulgens,2017
11,headlight fish,diaphus effulgens,2017
1,fragile lantern fish,diaphus fragilis,2017
2,fragile lantern fish,diaphus fragilis,2017
4,fragile lantern fish,diaphus fragilis,2017
10,fragile lantern fish,diaphus fragilis,2017
1,spotlight lanternfish,diaphus lucidus,2017
2,spotlight lanternfish,diaphus lucidus,2017
3,spotlight lanternfish,diaphus lucidus,2017
4,spotlight lanternfish,diaphus lucidus,2017
5,spotlight lanternfish,diaphus lucidus,2017
7,spotlight lanternfish,diaphus lucidus,2017
8,spotlight lanternfish,diaphus lucidus,2017
10,spotlight lanternfish,diaphus lucidus,2017
11,spotlight lanternfish,diaphus lucidus,2017
1,transparent lantern fish,diaphus perspicillatus,2017
2,transparent lantern fish,diaphus perspicillatus,2017
3,transparent lantern fish,diaphus perspicillatus,2017
4,transparent lantern fish,diaphus perspicillatus,2017
5,transparent lantern fish,diaphus perspicillatus,2017
7,transparent lantern fish,diaphus perspicillatus,2017
8,transparent lantern fish,diaphus perspicillatus,2017
10,transparent lantern fish,diaphus perspicillatus,2017
11,transparent lantern fish,diaphus perspicillatus,2017
1,horned lanternfish,diaphus splendidus,2017
2,horned lanternfish,diaphus splendidus,2017
3,horned lanternfish,diaphus splendidus,2017
4,horned lanternfish,diaphus splendidus,2017
5,horned lanternfish,diaphus splendidus,2017
7,horned lanternfish,diaphus splendidus,2017
8,horned lanternfish,diaphus splendidus,2017
10,horned lanternfish,diaphus splendidus,2017
11,horned lanternfish,diaphus splendidus,2017
1,NA,diaphus subtilis,2017
2,NA,diaphus subtilis,2017
3,NA,diaphus subtilis,2017
4,NA,diaphus subtilis,2017
5,NA,diaphus subtilis,2017
7,NA,diaphus subtilis,2017
8,NA,diaphus subtilis,2017
10,NA,diaphus subtilis,2017
11,NA,diaphus subtilis,2017
1,slopewater lanternfish,diaphus taaningi,2017
2,slopewater lanternfish,diaphus taaningi,2017
3,slopewater lanternfish,diaphus taaningi,2017
4,slopewater lanternfish,diaphus taaningi,2017
5,slopewater lanternfish,diaphus taaningi,2017
7,slopewater lanternfish,diaphus taaningi,2017
8,slopewater lanternfish,diaphus taaningi,2017
10,slopewater lanternfish,diaphus taaningi,2017
11,slopewater lanternfish,diaphus taaningi,2017
1,taaning's lantern fish,diaphus termophilus,2017
2,taaning's lantern fish,diaphus termophilus,2017
3,taaning's lantern fish,diaphus termophilus,2017
4,taaning's lantern fish,diaphus termophilus,2017
1,large-finned lanternfish,hygophum macrochir,2017
2,large-finned lanternfish,hygophum macrochir,2017
3,large-finned lanternfish,hygophum macrochir,2017
4,large-finned lanternfish,hygophum macrochir,2017
5,large-finned lanternfish,hygophum macrochir,2017
6,large-finned lanternfish,hygophum macrochir,2017
7,large-finned lanternfish,hygophum macrochir,2017
8,large-finned lanternfish,hygophum macrochir,2017
9,large-finned lanternfish,hygophum macrochir,2017
10,large-finned lanternfish,hygophum macrochir,2017
11,large-finned lanternfish,hygophum macrochir,2017
1,reinhardt's lantern fish,hygophum reinhardtii,2017
2,reinhardt's lantern fish,hygophum reinhardtii,2017
3,reinhardt's lantern fish,hygophum reinhardtii,2017
4,reinhardt's lantern fish,hygophum reinhardtii,2017
7,reinhardt's lantern fish,hygophum reinhardtii,2017
8,reinhardt's lantern fish,hygophum reinhardtii,2017
1,t<e5>ning<92>s lanternfish,hygophum taaningi,2017
2,t<e5>ning<92>s lanternfish,hygophum taaningi,2017
3,t<e5>ning<92>s lanternfish,hygophum taaningi,2017
4,t<e5>ning<92>s lanternfish,hygophum taaningi,2017
5,t<e5>ning<92>s lanternfish,hygophum taaningi,2017
6,t<e5>ning<92>s lanternfish,hygophum taaningi,2017
7,t<e5>ning<92>s lanternfish,hygophum taaningi,2017
8,t<e5>ning<92>s lanternfish,hygophum taaningi,2017
9,t<e5>ning<92>s lanternfish,hygophum taaningi,2017
10,t<e5>ning<92>s lanternfish,hygophum taaningi,2017
11,t<e5>ning<92>s lanternfish,hygophum taaningi,2017
1,anomalous lanternfish,lampadena anomala,2017
2,anomalous lanternfish,lampadena anomala,2017
4,anomalous lanternfish,lampadena anomala,2017
1,chaves' lanternfish,lampadena chavesi,2017
2,chaves' lanternfish,lampadena chavesi,2017
3,chaves' lanternfish,lampadena chavesi,2017
4,chaves' lanternfish,lampadena chavesi,2017
5,chaves' lanternfish,lampadena chavesi,2017
6,chaves' lanternfish,lampadena chavesi,2017
7,chaves' lanternfish,lampadena chavesi,2017
8,chaves' lanternfish,lampadena chavesi,2017
9,chaves' lanternfish,lampadena chavesi,2017
10,chaves' lanternfish,lampadena chavesi,2017
11,chaves' lanternfish,lampadena chavesi,2017
1,luminous lanternfish,lampadena luminosa,2017
2,luminous lanternfish,lampadena luminosa,2017
3,luminous lanternfish,lampadena luminosa,2017
4,luminous lanternfish,lampadena luminosa,2017
5,luminous lanternfish,lampadena luminosa,2017
8,luminous lanternfish,lampadena luminosa,2017
10,luminous lanternfish,lampadena luminosa,2017
11,luminous lanternfish,lampadena luminosa,2017
1,winged lanternfish,lampanyctus alatus,2017
2,winged lanternfish,lampanyctus alatus,2017
3,winged lanternfish,lampanyctus alatus,2017
4,winged lanternfish,lampanyctus alatus,2017
5,winged lanternfish,lampanyctus alatus,2017
6,winged lanternfish,lampanyctus alatus,2017
7,winged lanternfish,lampanyctus alatus,2017
8,winged lanternfish,lampanyctus alatus,2017
9,winged lanternfish,lampanyctus alatus,2017
10,winged lanternfish,lampanyctus alatus,2017
11,winged lanternfish,lampanyctus alatus,2017
1,festive lanternfish,lampanyctus festivus,2017
1,diamondcheek lanternfish,lampanyctus intricarius,2017
2,diamondcheek lanternfish,lampanyctus intricarius,2017
3,diamondcheek lanternfish,lampanyctus intricarius,2017
4,diamondcheek lanternfish,lampanyctus intricarius,2017
5,diamondcheek lanternfish,lampanyctus intricarius,2017
6,diamondcheek lanternfish,lampanyctus intricarius,2017
7,diamondcheek lanternfish,lampanyctus intricarius,2017
8,diamondcheek lanternfish,lampanyctus intricarius,2017
9,diamondcheek lanternfish,lampanyctus intricarius,2017
10,diamondcheek lanternfish,lampanyctus intricarius,2017
11,diamondcheek lanternfish,lampanyctus intricarius,2017
1,NA,lepidophanes gaussi,2017
2,NA,lepidophanes gaussi,2017
3,NA,lepidophanes gaussi,2017
4,NA,lepidophanes gaussi,2017
5,NA,lepidophanes gaussi,2017
7,NA,lepidophanes gaussi,2017
8,NA,lepidophanes gaussi,2017
10,NA,lepidophanes gaussi,2017
11,NA,lepidophanes gaussi,2017
1,g<fc>nther<92>s lanternfish,lepidophanes guentheri,2017
2,g<fc>nther<92>s lanternfish,lepidophanes guentheri,2017
3,g<fc>nther<92>s lanternfish,lepidophanes guentheri,2017
4,g<fc>nther<92>s lanternfish,lepidophanes guentheri,2017
5,g<fc>nther<92>s lanternfish,lepidophanes guentheri,2017
6,g<fc>nther<92>s lanternfish,lepidophanes guentheri,2017
7,g<fc>nther<92>s lanternfish,lepidophanes guentheri,2017
8,g<fc>nther<92>s lanternfish,lepidophanes guentheri,2017
9,g<fc>nther<92>s lanternfish,lepidophanes guentheri,2017
10,g<fc>nther<92>s lanternfish,lepidophanes guentheri,2017
11,g<fc>nther<92>s lanternfish,lepidophanes guentheri,2017
1,metallic lantern fish,myctophum affine,2017
2,metallic lantern fish,myctophum affine,2017
3,metallic lantern fish,myctophum affine,2017
4,metallic lantern fish,myctophum affine,2017
5,metallic lantern fish,myctophum affine,2017
6,metallic lantern fish,myctophum affine,2017
7,metallic lantern fish,myctophum affine,2017
8,metallic lantern fish,myctophum affine,2017
9,metallic lantern fish,myctophum affine,2017
10,metallic lantern fish,myctophum affine,2017
11,metallic lantern fish,myctophum affine,2017
1,prickly lanternfish,myctophum asperum,2017
2,prickly lanternfish,myctophum asperum,2017
3,prickly lanternfish,myctophum asperum,2017
4,prickly lanternfish,myctophum asperum,2017
5,prickly lanternfish,myctophum asperum,2017
6,prickly lanternfish,myctophum asperum,2017
7,prickly lanternfish,myctophum asperum,2017
8,prickly lanternfish,myctophum asperum,2017
9,prickly lanternfish,myctophum asperum,2017
10,prickly lanternfish,myctophum asperum,2017
11,prickly lanternfish,myctophum asperum,2017
1,spotted lanternfish,myctophum nitidulum,2017
2,spotted lanternfish,myctophum nitidulum,2017
3,spotted lanternfish,myctophum nitidulum,2017
4,spotted lanternfish,myctophum nitidulum,2017
5,spotted lanternfish,myctophum nitidulum,2017
6,spotted lanternfish,myctophum nitidulum,2017
7,spotted lanternfish,myctophum nitidulum,2017
8,spotted lanternfish,myctophum nitidulum,2017
9,spotted lanternfish,myctophum nitidulum,2017
10,spotted lanternfish,myctophum nitidulum,2017
11,spotted lanternfish,myctophum nitidulum,2017
1,bluntsnout lanternfish,myctophum obtusirostre,2017
2,bluntsnout lanternfish,myctophum obtusirostre,2017
3,bluntsnout lanternfish,myctophum obtusirostre,2017
4,bluntsnout lanternfish,myctophum obtusirostre,2017
5,bluntsnout lanternfish,myctophum obtusirostre,2017
6,bluntsnout lanternfish,myctophum obtusirostre,2017
7,bluntsnout lanternfish,myctophum obtusirostre,2017
8,bluntsnout lanternfish,myctophum obtusirostre,2017
9,bluntsnout lanternfish,myctophum obtusirostre,2017
10,bluntsnout lanternfish,myctophum obtusirostre,2017
11,bluntsnout lanternfish,myctophum obtusirostre,2017
1,wisner's lantern fish,myctophum selenops,2017
2,wisner's lantern fish,myctophum selenops,2017
3,wisner's lantern fish,myctophum selenops,2017
4,wisner's lantern fish,myctophum selenops,2017
7,wisner's lantern fish,myctophum selenops,2017
8,wisner's lantern fish,myctophum selenops,2017
1,dusky lanternfish,nannobrachium atrum,2017
2,dusky lanternfish,nannobrachium atrum,2017
3,dusky lanternfish,nannobrachium atrum,2017
4,dusky lanternfish,nannobrachium atrum,2017
5,dusky lanternfish,nannobrachium atrum,2017
6,dusky lanternfish,nannobrachium atrum,2017
7,dusky lanternfish,nannobrachium atrum,2017
8,dusky lanternfish,nannobrachium atrum,2017
9,dusky lanternfish,nannobrachium atrum,2017
10,dusky lanternfish,nannobrachium atrum,2017
11,dusky lanternfish,nannobrachium atrum,2017
1,NA,nannobrachium cuprarium,2017
2,NA,nannobrachium cuprarium,2017
3,NA,nannobrachium cuprarium,2017
4,NA,nannobrachium cuprarium,2017
7,NA,nannobrachium cuprarium,2017
8,NA,nannobrachium cuprarium,2017
11,NA,nannobrachium cuprarium,2017
1,lobisomem,notoscopelus caudispinosus,2017
2,lobisomem,notoscopelus caudispinosus,2017
3,lobisomem,notoscopelus caudispinosus,2017
4,lobisomem,notoscopelus caudispinosus,2017
5,lobisomem,notoscopelus caudispinosus,2017
6,lobisomem,notoscopelus caudispinosus,2017
7,lobisomem,notoscopelus caudispinosus,2017
8,lobisomem,notoscopelus caudispinosus,2017
9,lobisomem,notoscopelus caudispinosus,2017
10,lobisomem,notoscopelus caudispinosus,2017
11,lobisomem,notoscopelus caudispinosus,2017
1,patchwork lampfish,notoscopelus resplendens,2017
2,patchwork lampfish,notoscopelus resplendens,2017
3,patchwork lampfish,notoscopelus resplendens,2017
4,patchwork lampfish,notoscopelus resplendens,2017
5,patchwork lampfish,notoscopelus resplendens,2017
6,patchwork lampfish,notoscopelus resplendens,2017
7,patchwork lampfish,notoscopelus resplendens,2017
8,patchwork lampfish,notoscopelus resplendens,2017
9,patchwork lampfish,notoscopelus resplendens,2017
10,patchwork lampfish,notoscopelus resplendens,2017
11,patchwork lampfish,notoscopelus resplendens,2017
1,waistcoat lanternfish,taaningichthys minimus,2017
2,waistcoat lanternfish,taaningichthys minimus,2017
3,waistcoat lanternfish,taaningichthys minimus,2017
4,waistcoat lanternfish,taaningichthys minimus,2017
5,waistcoat lanternfish,taaningichthys minimus,2017
6,waistcoat lanternfish,taaningichthys minimus,2017
7,waistcoat lanternfish,taaningichthys minimus,2017
8,waistcoat lanternfish,taaningichthys minimus,2017
9,waistcoat lanternfish,taaningichthys minimus,2017
10,waistcoat lanternfish,taaningichthys minimus,2017
11,waistcoat lanternfish,taaningichthys minimus,2017
1,bigeye,epigonus pandionis,2017
2,bigeye,epigonus pandionis,2017
3,bigeye,epigonus pandionis,2017
4,bigeye,epigonus pandionis,2017
1,red porgy,pagrus pagrus,2017
4,red porgy,pagrus pagrus,2017
5,red porgy,pagrus pagrus,2017
10,red porgy,pagrus pagrus,2017
11,red porgy,pagrus pagrus,2017
1,spinytail skate,bathyraja spinicauda,2017
2,spinytail skate,bathyraja spinicauda,2017
4,spinytail skate,bathyraja spinicauda,2017
1,bigelow's skate,rajella bigelowi,2017
2,bigelow's skate,rajella bigelowi,2017
4,bigelow's skate,rajella bigelowi,2017
1,jensen's skate,amblyraja jenseni,2017
2,jensen's skate,amblyraja jenseni,2017
4,jensen's skate,amblyraja jenseni,2017
1,black dogfish,centroscyllium fabricii,2017
2,black dogfish,centroscyllium fabricii,2017
3,black dogfish,centroscyllium fabricii,2017
4,black dogfish,centroscyllium fabricii,2017
5,black dogfish,centroscyllium fabricii,2017
7,black dogfish,centroscyllium fabricii,2017
8,black dogfish,centroscyllium fabricii,2017
10,black dogfish,centroscyllium fabricii,2017
11,black dogfish,centroscyllium fabricii,2017
1,finetooth shark,carcharhinus isodon,2017
4,finetooth shark,carcharhinus isodon,2017
5,finetooth shark,carcharhinus isodon,2017
10,finetooth shark,carcharhinus isodon,2017
1,great torpedo ray,tetronarce nobiliana,2017
2,great torpedo ray,tetronarce nobiliana,2017
3,great torpedo ray,tetronarce nobiliana,2017
4,great torpedo ray,tetronarce nobiliana,2017
5,great torpedo ray,tetronarce nobiliana,2017
6,great torpedo ray,tetronarce nobiliana,2017
7,great torpedo ray,tetronarce nobiliana,2017
8,great torpedo ray,tetronarce nobiliana,2017
9,great torpedo ray,tetronarce nobiliana,2017
10,great torpedo ray,tetronarce nobiliana,2017
11,great torpedo ray,tetronarce nobiliana,2017
1,round skate,rajella fyllae,2017
2,round skate,rajella fyllae,2017
1,bigeye thresher,alopias superciliosus,2017
2,bigeye thresher,alopias superciliosus,2017
3,bigeye thresher,alopias superciliosus,2017
4,bigeye thresher,alopias superciliosus,2017
5,bigeye thresher,alopias superciliosus,2017
6,bigeye thresher,alopias superciliosus,2017
7,bigeye thresher,alopias superciliosus,2017
8,bigeye thresher,alopias superciliosus,2017
9,bigeye thresher,alopias superciliosus,2017
10,bigeye thresher,alopias superciliosus,2017
11,bigeye thresher,alopias superciliosus,2017
1,pelagic stingray,pteroplatytrygon violacea,2017
2,pelagic stingray,pteroplatytrygon violacea,2017
3,pelagic stingray,pteroplatytrygon violacea,2017
4,pelagic stingray,pteroplatytrygon violacea,2017
1,yellowfin bass,anthias nicholsi,2017
2,yellowfin bass,anthias nicholsi,2017
3,yellowfin bass,anthias nicholsi,2017
4,yellowfin bass,anthias nicholsi,2017
5,yellowfin bass,anthias nicholsi,2017
6,yellowfin bass,anthias nicholsi,2017
7,yellowfin bass,anthias nicholsi,2017
8,yellowfin bass,anthias nicholsi,2017
9,yellowfin bass,anthias nicholsi,2017
10,yellowfin bass,anthias nicholsi,2017
11,yellowfin bass,anthias nicholsi,2017
1,deepbody boarfish,antigonia capros,2017
2,deepbody boarfish,antigonia capros,2017
3,deepbody boarfish,antigonia capros,2017
4,deepbody boarfish,antigonia capros,2017
5,deepbody boarfish,antigonia capros,2017
7,deepbody boarfish,antigonia capros,2017
8,deepbody boarfish,antigonia capros,2017
10,deepbody boarfish,antigonia capros,2017
11,deepbody boarfish,antigonia capros,2017
1,striated argentine,argentina striata,2017
2,striated argentine,argentina striata,2017
3,striated argentine,argentina striata,2017
4,striated argentine,argentina striata,2017
5,striated argentine,argentina striata,2017
6,striated argentine,argentina striata,2017
7,striated argentine,argentina striata,2017
8,striated argentine,argentina striata,2017
9,striated argentine,argentina striata,2017
10,striated argentine,argentina striata,2017
11,striated argentine,argentina striata,2017
1,silver-rag driftfish,ariomma bondi,2017
2,silver-rag driftfish,ariomma bondi,2017
3,silver-rag driftfish,ariomma bondi,2017
4,silver-rag driftfish,ariomma bondi,2017
5,silver-rag driftfish,ariomma bondi,2017
6,silver-rag driftfish,ariomma bondi,2017
7,silver-rag driftfish,ariomma bondi,2017
8,silver-rag driftfish,ariomma bondi,2017
9,silver-rag driftfish,ariomma bondi,2017
10,silver-rag driftfish,ariomma bondi,2017
11,silver-rag driftfish,ariomma bondi,2017
1,goby flathead,bembrops gobioides,2017
4,goby flathead,bembrops gobioides,2017
5,goby flathead,bembrops gobioides,2017
10,goby flathead,bembrops gobioides,2017
11,goby flathead,bembrops gobioides,2017
1,splendid alfonsino,beryx splendens,2017
2,splendid alfonsino,beryx splendens,2017
3,splendid alfonsino,beryx splendens,2017
4,splendid alfonsino,beryx splendens,2017
5,splendid alfonsino,beryx splendens,2017
6,splendid alfonsino,beryx splendens,2017
7,splendid alfonsino,beryx splendens,2017
8,splendid alfonsino,beryx splendens,2017
9,splendid alfonsino,beryx splendens,2017
10,splendid alfonsino,beryx splendens,2017
11,splendid alfonsino,beryx splendens,2017
1,yellow jack,caranx bartholomaei,2017
2,yellow jack,caranx bartholomaei,2017
3,yellow jack,caranx bartholomaei,2017
4,yellow jack,caranx bartholomaei,2017
5,yellow jack,caranx bartholomaei,2017
6,yellow jack,caranx bartholomaei,2017
7,yellow jack,caranx bartholomaei,2017
8,yellow jack,caranx bartholomaei,2017
9,yellow jack,caranx bartholomaei,2017
10,yellow jack,caranx bartholomaei,2017
11,yellow jack,caranx bartholomaei,2017
4,bar jack,caranx ruber,2017
1,atlantic spadefish,chaetodipterus faber,2017
2,atlantic spadefish,chaetodipterus faber,2017
3,atlantic spadefish,chaetodipterus faber,2017
4,atlantic spadefish,chaetodipterus faber,2017
5,atlantic spadefish,chaetodipterus faber,2017
7,atlantic spadefish,chaetodipterus faber,2017
8,atlantic spadefish,chaetodipterus faber,2017
10,atlantic spadefish,chaetodipterus faber,2017
11,atlantic spadefish,chaetodipterus faber,2017
1,atlantic bumper,chloroscombrus chrysurus,2017
2,atlantic bumper,chloroscombrus chrysurus,2017
3,atlantic bumper,chloroscombrus chrysurus,2017
4,atlantic bumper,chloroscombrus chrysurus,2017
5,atlantic bumper,chloroscombrus chrysurus,2017
7,atlantic bumper,chloroscombrus chrysurus,2017
8,atlantic bumper,chloroscombrus chrysurus,2017
10,atlantic bumper,chloroscombrus chrysurus,2017
11,atlantic bumper,chloroscombrus chrysurus,2017
1,bigeye cigarfish,cubiceps pauciradiatus,2017
2,bigeye cigarfish,cubiceps pauciradiatus,2017
3,bigeye cigarfish,cubiceps pauciradiatus,2017
4,bigeye cigarfish,cubiceps pauciradiatus,2017
5,bigeye cigarfish,cubiceps pauciradiatus,2017
6,bigeye cigarfish,cubiceps pauciradiatus,2017
7,bigeye cigarfish,cubiceps pauciradiatus,2017
8,bigeye cigarfish,cubiceps pauciradiatus,2017
9,bigeye cigarfish,cubiceps pauciradiatus,2017
10,bigeye cigarfish,cubiceps pauciradiatus,2017
11,bigeye cigarfish,cubiceps pauciradiatus,2017
1,round scad,decapterus punctatus,2017
2,round scad,decapterus punctatus,2017
3,round scad,decapterus punctatus,2017
4,round scad,decapterus punctatus,2017
5,round scad,decapterus punctatus,2017
7,round scad,decapterus punctatus,2017
8,round scad,decapterus punctatus,2017
10,round scad,decapterus punctatus,2017
11,round scad,decapterus punctatus,2017
1,silver anchovy,engraulis eurystole,2017
2,silver anchovy,engraulis eurystole,2017
3,silver anchovy,engraulis eurystole,2017
4,silver anchovy,engraulis eurystole,2017
5,silver anchovy,engraulis eurystole,2017
6,silver anchovy,engraulis eurystole,2017
7,silver anchovy,engraulis eurystole,2017
8,silver anchovy,engraulis eurystole,2017
9,silver anchovy,engraulis eurystole,2017
10,silver anchovy,engraulis eurystole,2017
11,silver anchovy,engraulis eurystole,2017
1,rainbow runner,elagatis bipinnulata,2017
2,rainbow runner,elagatis bipinnulata,2017
3,rainbow runner,elagatis bipinnulata,2017
4,rainbow runner,elagatis bipinnulata,2017
5,rainbow runner,elagatis bipinnulata,2017
7,rainbow runner,elagatis bipinnulata,2017
8,rainbow runner,elagatis bipinnulata,2017
10,rainbow runner,elagatis bipinnulata,2017
11,rainbow runner,elagatis bipinnulata,2017
1,whitefin sharksucker,echeneis neucratoides,2017
2,whitefin sharksucker,echeneis neucratoides,2017
3,whitefin sharksucker,echeneis neucratoides,2017
4,whitefin sharksucker,echeneis neucratoides,2017
5,whitefin sharksucker,echeneis neucratoides,2017
7,whitefin sharksucker,echeneis neucratoides,2017
8,whitefin sharksucker,echeneis neucratoides,2017
10,whitefin sharksucker,echeneis neucratoides,2017
11,whitefin sharksucker,echeneis neucratoides,2017
1,atlantic silverside,menidia menidia,2017
2,atlantic silverside,menidia menidia,2017
3,atlantic silverside,menidia menidia,2017
4,atlantic silverside,menidia menidia,2017
5,atlantic silverside,menidia menidia,2017
6,atlantic silverside,menidia menidia,2017
7,atlantic silverside,menidia menidia,2017
8,atlantic silverside,menidia menidia,2017
9,atlantic silverside,menidia menidia,2017
10,atlantic silverside,menidia menidia,2017
11,atlantic silverside,menidia menidia,2017
1,inshore lizardfish,synodus foetens,2017
4,inshore lizardfish,synodus foetens,2017
1,oyster toadfish,opsanus tau,2017
2,oyster toadfish,opsanus tau,2017
3,oyster toadfish,opsanus tau,2017
4,oyster toadfish,opsanus tau,2017
5,oyster toadfish,opsanus tau,2017
6,oyster toadfish,opsanus tau,2017
7,oyster toadfish,opsanus tau,2017
8,oyster toadfish,opsanus tau,2017
