rgn_id,common,sciname,year
1,dana viperfish,chauliodus danae,2017
2,dana viperfish,chauliodus danae,2017
3,dana viperfish,chauliodus danae,2017
4,dana viperfish,chauliodus danae,2017
5,dana viperfish,chauliodus danae,2017
7,dana viperfish,chauliodus danae,2017
8,dana viperfish,chauliodus danae,2017
10,dana viperfish,chauliodus danae,2017
11,dana viperfish,chauliodus danae,2017
1,atlantic saury,scomberesox saurus,2017
2,atlantic saury,scomberesox saurus,2017
3,atlantic saury,scomberesox saurus,2017
4,atlantic saury,scomberesox saurus,2017
5,atlantic saury,scomberesox saurus,2017
6,atlantic saury,scomberesox saurus,2017
7,atlantic saury,scomberesox saurus,2017
8,atlantic saury,scomberesox saurus,2017
9,atlantic saury,scomberesox saurus,2017
10,atlantic saury,scomberesox saurus,2017
11,atlantic saury,scomberesox saurus,2017
1,striped cusk-eel,ophidion marginatum,2017
4,striped cusk-eel,ophidion marginatum,2017
10,striped cusk-eel,ophidion marginatum,2017
1,dog snapper,lutjanus jocu,2017
2,dog snapper,lutjanus jocu,2017
3,dog snapper,lutjanus jocu,2017
4,dog snapper,lutjanus jocu,2017
5,dog snapper,lutjanus jocu,2017
7,dog snapper,lutjanus jocu,2017
8,dog snapper,lutjanus jocu,2017
10,dog snapper,lutjanus jocu,2017
11,dog snapper,lutjanus jocu,2017
1,NA,astronesthes leucopogon,2017
2,NA,astronesthes leucopogon,2017
4,NA,astronesthes leucopogon,2017
10,NA,astronesthes leucopogon,2017
1,deepwater lanternfish,taaningichthys bathyphilus,2017
2,deepwater lanternfish,taaningichthys bathyphilus,2017
4,deepwater lanternfish,taaningichthys bathyphilus,2017
1,abyssal spiderfish,bathypterois longipes,2017
2,abyssal spiderfish,bathypterois longipes,2017
4,abyssal spiderfish,bathypterois longipes,2017
1,brown driftfish,ariomma melanum,2017
4,brown driftfish,ariomma melanum,2017
1,longfinned bullseye,cookeolus japonicus,2017
2,longfinned bullseye,cookeolus japonicus,2017
3,longfinned bullseye,cookeolus japonicus,2017
4,longfinned bullseye,cookeolus japonicus,2017
5,longfinned bullseye,cookeolus japonicus,2017
6,longfinned bullseye,cookeolus japonicus,2017
7,longfinned bullseye,cookeolus japonicus,2017
8,longfinned bullseye,cookeolus japonicus,2017
9,longfinned bullseye,cookeolus japonicus,2017
10,longfinned bullseye,cookeolus japonicus,2017
11,longfinned bullseye,cookeolus japonicus,2017
1,pink flabby whalefish,cetostoma regani,2017
2,pink flabby whalefish,cetostoma regani,2017
3,pink flabby whalefish,cetostoma regani,2017
4,pink flabby whalefish,cetostoma regani,2017
5,pink flabby whalefish,cetostoma regani,2017
6,pink flabby whalefish,cetostoma regani,2017
7,pink flabby whalefish,cetostoma regani,2017
8,pink flabby whalefish,cetostoma regani,2017
9,pink flabby whalefish,cetostoma regani,2017
10,pink flabby whalefish,cetostoma regani,2017
11,pink flabby whalefish,cetostoma regani,2017
1,topside lampfish,notolychnus valdiviae,2017
2,topside lampfish,notolychnus valdiviae,2017
3,topside lampfish,notolychnus valdiviae,2017
4,topside lampfish,notolychnus valdiviae,2017
5,topside lampfish,notolychnus valdiviae,2017
6,topside lampfish,notolychnus valdiviae,2017
7,topside lampfish,notolychnus valdiviae,2017
8,topside lampfish,notolychnus valdiviae,2017
9,topside lampfish,notolychnus valdiviae,2017
10,topside lampfish,notolychnus valdiviae,2017
11,topside lampfish,notolychnus valdiviae,2017
1,madeiran smooth-head,rouleina maderensis,2017
2,madeiran smooth-head,rouleina maderensis,2017
4,madeiran smooth-head,rouleina maderensis,2017
1,smallscale smooth-head,bathytroctes microlepis,2017
2,smallscale smooth-head,bathytroctes microlepis,2017
4,smallscale smooth-head,bathytroctes microlepis,2017
1,atlantic flyingfish,cheilopogon melanurus,2017
2,atlantic flyingfish,cheilopogon melanurus,2017
3,atlantic flyingfish,cheilopogon melanurus,2017
4,atlantic flyingfish,cheilopogon melanurus,2017
5,atlantic flyingfish,cheilopogon melanurus,2017
6,atlantic flyingfish,cheilopogon melanurus,2017
7,atlantic flyingfish,cheilopogon melanurus,2017
8,atlantic flyingfish,cheilopogon melanurus,2017
9,atlantic flyingfish,cheilopogon melanurus,2017
10,atlantic flyingfish,cheilopogon melanurus,2017
11,atlantic flyingfish,cheilopogon melanurus,2017
1,NA,dolopichthys longicornis,2017
2,NA,dolopichthys longicornis,2017
4,NA,dolopichthys longicornis,2017
1,koefoed's smooth-head,bathytroctes macrolepis,2017
2,koefoed's smooth-head,bathytroctes macrolepis,2017
4,koefoed's smooth-head,bathytroctes macrolepis,2017
1,escolar,lepidocybium flavobrunneum,2017
2,escolar,lepidocybium flavobrunneum,2017
3,escolar,lepidocybium flavobrunneum,2017
4,escolar,lepidocybium flavobrunneum,2017
1,mirrorwing flyingfish,hirundichthys speculiger,2017
2,mirrorwing flyingfish,hirundichthys speculiger,2017
4,mirrorwing flyingfish,hirundichthys speculiger,2017
1,bigeye squaretail,tetragonurus atlanticus,2017
2,bigeye squaretail,tetragonurus atlanticus,2017
3,bigeye squaretail,tetragonurus atlanticus,2017
4,bigeye squaretail,tetragonurus atlanticus,2017
1,starry smooth-head,photostylus pycnopterus,2017
2,starry smooth-head,photostylus pycnopterus,2017
4,starry smooth-head,photostylus pycnopterus,2017
1,pale bristlemouth,cyclothone alba,2017
2,pale bristlemouth,cyclothone alba,2017
3,pale bristlemouth,cyclothone alba,2017
4,pale bristlemouth,cyclothone alba,2017
5,pale bristlemouth,cyclothone alba,2017
6,pale bristlemouth,cyclothone alba,2017
7,pale bristlemouth,cyclothone alba,2017
8,pale bristlemouth,cyclothone alba,2017
9,pale bristlemouth,cyclothone alba,2017
10,pale bristlemouth,cyclothone alba,2017
11,pale bristlemouth,cyclothone alba,2017
1,black swallower,chiasmodon niger,2017
2,black swallower,chiasmodon niger,2017
4,black swallower,chiasmodon niger,2017
1,lanternfish,nannobrachium lineatum,2017
2,lanternfish,nannobrachium lineatum,2017
3,lanternfish,nannobrachium lineatum,2017
4,lanternfish,nannobrachium lineatum,2017
5,lanternfish,nannobrachium lineatum,2017
7,lanternfish,nannobrachium lineatum,2017
8,lanternfish,nannobrachium lineatum,2017
10,lanternfish,nannobrachium lineatum,2017
11,lanternfish,nannobrachium lineatum,2017
1,lantern fish,diaphus dumerilii,2017
2,lantern fish,diaphus dumerilii,2017
3,lantern fish,diaphus dumerilii,2017
4,lantern fish,diaphus dumerilii,2017
5,lantern fish,diaphus dumerilii,2017
7,lantern fish,diaphus dumerilii,2017
8,lantern fish,diaphus dumerilii,2017
10,lantern fish,diaphus dumerilii,2017
11,lantern fish,diaphus dumerilii,2017
1,blackbelly pearleye,scopelarchus analis,2017
2,blackbelly pearleye,scopelarchus analis,2017
3,blackbelly pearleye,scopelarchus analis,2017
4,blackbelly pearleye,scopelarchus analis,2017
5,blackbelly pearleye,scopelarchus analis,2017
6,blackbelly pearleye,scopelarchus analis,2017
7,blackbelly pearleye,scopelarchus analis,2017
8,blackbelly pearleye,scopelarchus analis,2017
9,blackbelly pearleye,scopelarchus analis,2017
10,blackbelly pearleye,scopelarchus analis,2017
11,blackbelly pearleye,scopelarchus analis,2017
1,spurcheek lanternfish,bolinichthys photothorax,2017
2,spurcheek lanternfish,bolinichthys photothorax,2017
3,spurcheek lanternfish,bolinichthys photothorax,2017
4,spurcheek lanternfish,bolinichthys photothorax,2017
1,garman's lanternfish,diaphus garmani,2017
4,garman's lanternfish,diaphus garmani,2017
1,sloane's viperfish,chauliodus sloani,2017
2,sloane's viperfish,chauliodus sloani,2017
4,sloane's viperfish,chauliodus sloani,2017
1,atlantic fanfish,pterycombus brama,2017
2,atlantic fanfish,pterycombus brama,2017
3,atlantic fanfish,pterycombus brama,2017
4,atlantic fanfish,pterycombus brama,2017
5,atlantic fanfish,pterycombus brama,2017
6,atlantic fanfish,pterycombus brama,2017
7,atlantic fanfish,pterycombus brama,2017
8,atlantic fanfish,pterycombus brama,2017
9,atlantic fanfish,pterycombus brama,2017
10,atlantic fanfish,pterycombus brama,2017
11,atlantic fanfish,pterycombus brama,2017
1,myers whalefish,gyrinomimus myersi,2017
4,myers whalefish,gyrinomimus myersi,2017
1,scalloped ribbonfish,zu cristatus,2017
2,scalloped ribbonfish,zu cristatus,2017
3,scalloped ribbonfish,zu cristatus,2017
4,scalloped ribbonfish,zu cristatus,2017
5,scalloped ribbonfish,zu cristatus,2017
6,scalloped ribbonfish,zu cristatus,2017
7,scalloped ribbonfish,zu cristatus,2017
8,scalloped ribbonfish,zu cristatus,2017
9,scalloped ribbonfish,zu cristatus,2017
10,scalloped ribbonfish,zu cristatus,2017
11,scalloped ribbonfish,zu cristatus,2017
1,NA,cetomimus gillii,2017
2,NA,cetomimus gillii,2017
4,NA,cetomimus gillii,2017
5,NA,cetomimus gillii,2017
10,NA,cetomimus gillii,2017
1,loosejaw,aristostomias tittmanni,2017
2,loosejaw,aristostomias tittmanni,2017
3,loosejaw,aristostomias tittmanni,2017
4,loosejaw,aristostomias tittmanni,2017
5,loosejaw,aristostomias tittmanni,2017
6,loosejaw,aristostomias tittmanni,2017
7,loosejaw,aristostomias tittmanni,2017
8,loosejaw,aristostomias tittmanni,2017
9,loosejaw,aristostomias tittmanni,2017
10,loosejaw,aristostomias tittmanni,2017
11,loosejaw,aristostomias tittmanni,2017
1,allied halosaur,aldrovandia affinis,2017
2,allied halosaur,aldrovandia affinis,2017
4,allied halosaur,aldrovandia affinis,2017
1,snaggletooth,astronesthes niger,2017
2,snaggletooth,astronesthes niger,2017
3,snaggletooth,astronesthes niger,2017
4,snaggletooth,astronesthes niger,2017
5,snaggletooth,astronesthes niger,2017
6,snaggletooth,astronesthes niger,2017
7,snaggletooth,astronesthes niger,2017
8,snaggletooth,astronesthes niger,2017
9,snaggletooth,astronesthes niger,2017
10,snaggletooth,astronesthes niger,2017
11,snaggletooth,astronesthes niger,2017
1,guachanche barracuda,sphyraena guachancho,2017
2,guachanche barracuda,sphyraena guachancho,2017
3,guachanche barracuda,sphyraena guachancho,2017
4,guachanche barracuda,sphyraena guachancho,2017
5,guachanche barracuda,sphyraena guachancho,2017
7,guachanche barracuda,sphyraena guachancho,2017
8,guachanche barracuda,sphyraena guachancho,2017
10,guachanche barracuda,sphyraena guachancho,2017
11,guachanche barracuda,sphyraena guachancho,2017
1,noble lanternfish,lampanyctus nobilis,2017
2,noble lanternfish,lampanyctus nobilis,2017
3,noble lanternfish,lampanyctus nobilis,2017
4,noble lanternfish,lampanyctus nobilis,2017
5,noble lanternfish,lampanyctus nobilis,2017
6,noble lanternfish,lampanyctus nobilis,2017
7,noble lanternfish,lampanyctus nobilis,2017
8,noble lanternfish,lampanyctus nobilis,2017
9,noble lanternfish,lampanyctus nobilis,2017
10,noble lanternfish,lampanyctus nobilis,2017
11,noble lanternfish,lampanyctus nobilis,2017
1,oarfish,regalecus glesne,2017
2,oarfish,regalecus glesne,2017
3,oarfish,regalecus glesne,2017
4,oarfish,regalecus glesne,2017
5,oarfish,regalecus glesne,2017
6,oarfish,regalecus glesne,2017
7,oarfish,regalecus glesne,2017
8,oarfish,regalecus glesne,2017
9,oarfish,regalecus glesne,2017
10,oarfish,regalecus glesne,2017
11,oarfish,regalecus glesne,2017
1,smooth puffer,lagocephalus laevigatus,2017
2,smooth puffer,lagocephalus laevigatus,2017
4,smooth puffer,lagocephalus laevigatus,2017
5,smooth puffer,lagocephalus laevigatus,2017
8,smooth puffer,lagocephalus laevigatus,2017
10,smooth puffer,lagocephalus laevigatus,2017
11,smooth puffer,lagocephalus laevigatus,2017
1,flat-nose codling,antimora rostrata,2017
2,flat-nose codling,antimora rostrata,2017
4,flat-nose codling,antimora rostrata,2017
1,bigeye scad,selar crumenophthalmus,2017
2,bigeye scad,selar crumenophthalmus,2017
3,bigeye scad,selar crumenophthalmus,2017
4,bigeye scad,selar crumenophthalmus,2017
5,bigeye scad,selar crumenophthalmus,2017
6,bigeye scad,selar crumenophthalmus,2017
7,bigeye scad,selar crumenophthalmus,2017
8,bigeye scad,selar crumenophthalmus,2017
9,bigeye scad,selar crumenophthalmus,2017
10,bigeye scad,selar crumenophthalmus,2017
11,bigeye scad,selar crumenophthalmus,2017
1,blackfin waryfish,scopelosaurus lepidus,2017
2,blackfin waryfish,scopelosaurus lepidus,2017
3,blackfin waryfish,scopelosaurus lepidus,2017
4,blackfin waryfish,scopelosaurus lepidus,2017
5,blackfin waryfish,scopelosaurus lepidus,2017
6,blackfin waryfish,scopelosaurus lepidus,2017
7,blackfin waryfish,scopelosaurus lepidus,2017
8,blackfin waryfish,scopelosaurus lepidus,2017
9,blackfin waryfish,scopelosaurus lepidus,2017
10,blackfin waryfish,scopelosaurus lepidus,2017
11,blackfin waryfish,scopelosaurus lepidus,2017
1,lanternfish,bolinichthys indicus,2017
2,lanternfish,bolinichthys indicus,2017
3,lanternfish,bolinichthys indicus,2017
4,lanternfish,bolinichthys indicus,2017
5,lanternfish,bolinichthys indicus,2017
6,lanternfish,bolinichthys indicus,2017
7,lanternfish,bolinichthys indicus,2017
8,lanternfish,bolinichthys indicus,2017
9,lanternfish,bolinichthys indicus,2017
10,lanternfish,bolinichthys indicus,2017
11,lanternfish,bolinichthys indicus,2017
1,spotfin flyingfish,cheilopogon furcatus,2017
2,spotfin flyingfish,cheilopogon furcatus,2017
3,spotfin flyingfish,cheilopogon furcatus,2017
4,spotfin flyingfish,cheilopogon furcatus,2017
1,live sharksucker,echeneis naucrates,2017
2,live sharksucker,echeneis naucrates,2017
3,live sharksucker,echeneis naucrates,2017
4,live sharksucker,echeneis naucrates,2017
5,live sharksucker,echeneis naucrates,2017
6,live sharksucker,echeneis naucrates,2017
7,live sharksucker,echeneis naucrates,2017
8,live sharksucker,echeneis naucrates,2017
9,live sharksucker,echeneis naucrates,2017
10,live sharksucker,echeneis naucrates,2017
11,live sharksucker,echeneis naucrates,2017
1,big-scale pomfret,taractichthys longipinnis,2017
2,big-scale pomfret,taractichthys longipinnis,2017
3,big-scale pomfret,taractichthys longipinnis,2017
4,big-scale pomfret,taractichthys longipinnis,2017
5,big-scale pomfret,taractichthys longipinnis,2017
6,big-scale pomfret,taractichthys longipinnis,2017
7,big-scale pomfret,taractichthys longipinnis,2017
8,big-scale pomfret,taractichthys longipinnis,2017
9,big-scale pomfret,taractichthys longipinnis,2017
10,big-scale pomfret,taractichthys longipinnis,2017
11,big-scale pomfret,taractichthys longipinnis,2017
1,great barracuda,sphyraena barracuda,2017
2,great barracuda,sphyraena barracuda,2017
3,great barracuda,sphyraena barracuda,2017
4,great barracuda,sphyraena barracuda,2017
5,great barracuda,sphyraena barracuda,2017
8,great barracuda,sphyraena barracuda,2017
10,great barracuda,sphyraena barracuda,2017
11,great barracuda,sphyraena barracuda,2017
1,prickly dreamer,spiniphryne gladisfenae,2017
2,prickly dreamer,spiniphryne gladisfenae,2017
4,prickly dreamer,spiniphryne gladisfenae,2017
1,longnose tapirfish,polyacanthonotus challengeri,2017
2,longnose tapirfish,polyacanthonotus challengeri,2017
4,longnose tapirfish,polyacanthonotus challengeri,2017
1,permit,trachinotus falcatus,2017
2,permit,trachinotus falcatus,2017
3,permit,trachinotus falcatus,2017
4,permit,trachinotus falcatus,2017
5,permit,trachinotus falcatus,2017
7,permit,trachinotus falcatus,2017
8,permit,trachinotus falcatus,2017
9,permit,trachinotus falcatus,2017
10,permit,trachinotus falcatus,2017
11,permit,trachinotus falcatus,2017
1,doublekeeled whalefish,ditropichthys storeri,2017
2,doublekeeled whalefish,ditropichthys storeri,2017
4,doublekeeled whalefish,ditropichthys storeri,2017
1,cocco's lantern fish,lobianchia gemellarii,2017
2,cocco's lantern fish,lobianchia gemellarii,2017
3,cocco's lantern fish,lobianchia gemellarii,2017
4,cocco's lantern fish,lobianchia gemellarii,2017
5,cocco's lantern fish,lobianchia gemellarii,2017
6,cocco's lantern fish,lobianchia gemellarii,2017
7,cocco's lantern fish,lobianchia gemellarii,2017
8,cocco's lantern fish,lobianchia gemellarii,2017
9,cocco's lantern fish,lobianchia gemellarii,2017
10,cocco's lantern fish,lobianchia gemellarii,2017
11,cocco's lantern fish,lobianchia gemellarii,2017
1,oilfish,ruvettus pretiosus,2017
2,oilfish,ruvettus pretiosus,2017
3,oilfish,ruvettus pretiosus,2017
4,oilfish,ruvettus pretiosus,2017
5,oilfish,ruvettus pretiosus,2017
6,oilfish,ruvettus pretiosus,2017
7,oilfish,ruvettus pretiosus,2017
8,oilfish,ruvettus pretiosus,2017
9,oilfish,ruvettus pretiosus,2017
10,oilfish,ruvettus pretiosus,2017
11,oilfish,ruvettus pretiosus,2017
1,NA,pseudoscopelus scriptus,2017
2,NA,pseudoscopelus scriptus,2017
4,NA,pseudoscopelus scriptus,2017
1,fanfin angler,caulophryne jordani,2017
2,fanfin angler,caulophryne jordani,2017
4,fanfin angler,caulophryne jordani,2017
1,pilotfish,naucrates ductor,2017
2,pilotfish,naucrates ductor,2017
3,pilotfish,naucrates ductor,2017
4,pilotfish,naucrates ductor,2017
5,pilotfish,naucrates ductor,2017
6,pilotfish,naucrates ductor,2017
7,pilotfish,naucrates ductor,2017
8,pilotfish,naucrates ductor,2017
9,pilotfish,naucrates ductor,2017
10,pilotfish,naucrates ductor,2017
11,pilotfish,naucrates ductor,2017
1,spotted lanternfish,myctophum punctatum,2017
2,spotted lanternfish,myctophum punctatum,2017
3,spotted lanternfish,myctophum punctatum,2017
4,spotted lanternfish,myctophum punctatum,2017
5,spotted lanternfish,myctophum punctatum,2017
6,spotted lanternfish,myctophum punctatum,2017
7,spotted lanternfish,myctophum punctatum,2017
8,spotted lanternfish,myctophum punctatum,2017
9,spotted lanternfish,myctophum punctatum,2017
10,spotted lanternfish,myctophum punctatum,2017
11,spotted lanternfish,myctophum punctatum,2017
1,crevalle jack,caranx hippos,2017
2,crevalle jack,caranx hippos,2017
3,crevalle jack,caranx hippos,2017
4,crevalle jack,caranx hippos,2017
5,crevalle jack,caranx hippos,2017
6,crevalle jack,caranx hippos,2017
7,crevalle jack,caranx hippos,2017
8,crevalle jack,caranx hippos,2017
9,crevalle jack,caranx hippos,2017
10,crevalle jack,caranx hippos,2017
11,crevalle jack,caranx hippos,2017
1,slender suckerfish,phtheirichthys lineatus,2017
2,slender suckerfish,phtheirichthys lineatus,2017
4,slender suckerfish,phtheirichthys lineatus,2017
5,slender suckerfish,phtheirichthys lineatus,2017
8,slender suckerfish,phtheirichthys lineatus,2017
10,slender suckerfish,phtheirichthys lineatus,2017
11,slender suckerfish,phtheirichthys lineatus,2017
1,oceanic puffer,lagocephalus lagocephalus,2017
2,oceanic puffer,lagocephalus lagocephalus,2017
3,oceanic puffer,lagocephalus lagocephalus,2017
4,oceanic puffer,lagocephalus lagocephalus,2017
5,oceanic puffer,lagocephalus lagocephalus,2017
6,oceanic puffer,lagocephalus lagocephalus,2017
7,oceanic puffer,lagocephalus lagocephalus,2017
8,oceanic puffer,lagocephalus lagocephalus,2017
9,oceanic puffer,lagocephalus lagocephalus,2017
10,oceanic puffer,lagocephalus lagocephalus,2017
11,oceanic puffer,lagocephalus lagocephalus,2017
1,NA,eustomias polyaster,2017
2,NA,eustomias polyaster,2017
3,NA,eustomias polyaster,2017
4,NA,eustomias polyaster,2017
7,NA,eustomias polyaster,2017
8,NA,eustomias polyaster,2017
10,NA,eustomias polyaster,2017
11,NA,eustomias polyaster,2017
1,large-scale lantern fish,symbolophorus veranyi,2017
2,large-scale lantern fish,symbolophorus veranyi,2017
3,large-scale lantern fish,symbolophorus veranyi,2017
4,large-scale lantern fish,symbolophorus veranyi,2017
5,large-scale lantern fish,symbolophorus veranyi,2017
6,large-scale lantern fish,symbolophorus veranyi,2017
7,large-scale lantern fish,symbolophorus veranyi,2017
8,large-scale lantern fish,symbolophorus veranyi,2017
9,large-scale lantern fish,symbolophorus veranyi,2017
10,large-scale lantern fish,symbolophorus veranyi,2017
11,large-scale lantern fish,symbolophorus veranyi,2017
1,rufous lanternfish,symbolophorus rufinus,2017
2,rufous lanternfish,symbolophorus rufinus,2017
4,rufous lanternfish,symbolophorus rufinus,2017
4,scaled sardine,harengula jaguana,2017
10,scaled sardine,harengula jaguana,2017
1,bigscale deepsea smelt,melanolagus bericoides,2017
2,bigscale deepsea smelt,melanolagus bericoides,2017
3,bigscale deepsea smelt,melanolagus bericoides,2017
4,bigscale deepsea smelt,melanolagus bericoides,2017
5,bigscale deepsea smelt,melanolagus bericoides,2017
6,bigscale deepsea smelt,melanolagus bericoides,2017
7,bigscale deepsea smelt,melanolagus bericoides,2017
8,bigscale deepsea smelt,melanolagus bericoides,2017
9,bigscale deepsea smelt,melanolagus bericoides,2017
10,bigscale deepsea smelt,melanolagus bericoides,2017
11,bigscale deepsea smelt,melanolagus bericoides,2017
1,NA,aldrovandia gracilis,2017
4,NA,aldrovandia gracilis,2017
1,stubby lanternfish,bolinichthys supralateralis,2017
2,stubby lanternfish,bolinichthys supralateralis,2017
4,stubby lanternfish,bolinichthys supralateralis,2017
1,NA,polyacanthonotus merretti,2017
4,NA,polyacanthonotus merretti,2017
4,redfin parrotfish,sparisoma rubripinne,2017
10,redfin parrotfish,sparisoma rubripinne,2017
2,meek's halfbeak,hyporhamphus meeki,2017
3,meek's halfbeak,hyporhamphus meeki,2017
4,meek's halfbeak,hyporhamphus meeki,2017
5,meek's halfbeak,hyporhamphus meeki,2017
6,meek's halfbeak,hyporhamphus meeki,2017
7,meek's halfbeak,hyporhamphus meeki,2017
8,meek's halfbeak,hyporhamphus meeki,2017
9,meek's halfbeak,hyporhamphus meeki,2017
10,meek's halfbeak,hyporhamphus meeki,2017
11,meek's halfbeak,hyporhamphus meeki,2017
1,shortfinger anchovy,anchoa lyolepis,2017
4,shortfinger anchovy,anchoa lyolepis,2017
5,shortfinger anchovy,anchoa lyolepis,2017
10,shortfinger anchovy,anchoa lyolepis,2017
11,shortfinger anchovy,anchoa lyolepis,2017
1,rainwater killifish,lucania parva,2017
2,rainwater killifish,lucania parva,2017
3,rainwater killifish,lucania parva,2017
4,rainwater killifish,lucania parva,2017
5,rainwater killifish,lucania parva,2017
7,rainwater killifish,lucania parva,2017
8,rainwater killifish,lucania parva,2017
10,rainwater killifish,lucania parva,2017
11,rainwater killifish,lucania parva,2017
1,horse-eye jack,caranx latus,2017
4,horse-eye jack,caranx latus,2017
1,grey snapper,lutjanus griseus,2017
2,grey snapper,lutjanus griseus,2017
3,grey snapper,lutjanus griseus,2017
4,grey snapper,lutjanus griseus,2017
5,grey snapper,lutjanus griseus,2017
7,grey snapper,lutjanus griseus,2017
8,grey snapper,lutjanus griseus,2017
10,grey snapper,lutjanus griseus,2017
11,grey snapper,lutjanus griseus,2017
1,silver croaker,bairdiella chrysoura,2017
2,silver croaker,bairdiella chrysoura,2017
3,silver croaker,bairdiella chrysoura,2017
4,silver croaker,bairdiella chrysoura,2017
5,silver croaker,bairdiella chrysoura,2017
7,silver croaker,bairdiella chrysoura,2017
8,silver croaker,bairdiella chrysoura,2017
10,silver croaker,bairdiella chrysoura,2017
11,silver croaker,bairdiella chrysoura,2017
1,speckled seatrout,cynoscion nebulosus,2017
4,speckled seatrout,cynoscion nebulosus,2017
10,speckled seatrout,cynoscion nebulosus,2017
1,black drum,pogonias cromis,2017
2,black drum,pogonias cromis,2017
3,black drum,pogonias cromis,2017
4,black drum,pogonias cromis,2017
5,black drum,pogonias cromis,2017
6,black drum,pogonias cromis,2017
7,black drum,pogonias cromis,2017
8,black drum,pogonias cromis,2017
9,black drum,pogonias cromis,2017
10,black drum,pogonias cromis,2017
11,black drum,pogonias cromis,2017
1,bandtail puffer,sphoeroides spengleri,2017
2,bandtail puffer,sphoeroides spengleri,2017
3,bandtail puffer,sphoeroides spengleri,2017
4,bandtail puffer,sphoeroides spengleri,2017
5,bandtail puffer,sphoeroides spengleri,2017
6,bandtail puffer,sphoeroides spengleri,2017
7,bandtail puffer,sphoeroides spengleri,2017
8,bandtail puffer,sphoeroides spengleri,2017
9,bandtail puffer,sphoeroides spengleri,2017
10,bandtail puffer,sphoeroides spengleri,2017
11,bandtail puffer,sphoeroides spengleri,2017
1,checkered puffer,sphoeroides testudineus,2017
2,checkered puffer,sphoeroides testudineus,2017
4,checkered puffer,sphoeroides testudineus,2017
5,checkered puffer,sphoeroides testudineus,2017
8,checkered puffer,sphoeroides testudineus,2017
10,checkered puffer,sphoeroides testudineus,2017
11,checkered puffer,sphoeroides testudineus,2017
1,yellowtail snapper,ocyurus chrysurus,2017
2,yellowtail snapper,ocyurus chrysurus,2017
3,yellowtail snapper,ocyurus chrysurus,2017
4,yellowtail snapper,ocyurus chrysurus,2017
5,yellowtail snapper,ocyurus chrysurus,2017
7,yellowtail snapper,ocyurus chrysurus,2017
8,yellowtail snapper,ocyurus chrysurus,2017
10,yellowtail snapper,ocyurus chrysurus,2017
11,yellowtail snapper,ocyurus chrysurus,2017
1,whale shark,rhincodon typus,2017
2,whale shark,rhincodon typus,2017
3,whale shark,rhincodon typus,2017
4,whale shark,rhincodon typus,2017
5,whale shark,rhincodon typus,2017
6,whale shark,rhincodon typus,2017
7,whale shark,rhincodon typus,2017
8,whale shark,rhincodon typus,2017
9,whale shark,rhincodon typus,2017
10,whale shark,rhincodon typus,2017
11,whale shark,rhincodon typus,2017
1,tripod spiderfish,bathypterois grallator,2017
2,tripod spiderfish,bathypterois grallator,2017
4,tripod spiderfish,bathypterois grallator,2017
1,agassiz's thread-sail fish,chlorophthalmus agassizi,2017
2,agassiz's thread-sail fish,chlorophthalmus agassizi,2017
3,agassiz's thread-sail fish,chlorophthalmus agassizi,2017
4,agassiz's thread-sail fish,chlorophthalmus agassizi,2017
5,agassiz's thread-sail fish,chlorophthalmus agassizi,2017
7,agassiz's thread-sail fish,chlorophthalmus agassizi,2017
8,agassiz's thread-sail fish,chlorophthalmus agassizi,2017
10,agassiz's thread-sail fish,chlorophthalmus agassizi,2017
11,agassiz's thread-sail fish,chlorophthalmus agassizi,2017
1,balbo sabretooth,evermannella balbo,2017
2,balbo sabretooth,evermannella balbo,2017
3,balbo sabretooth,evermannella balbo,2017
4,balbo sabretooth,evermannella balbo,2017
5,balbo sabretooth,evermannella balbo,2017
6,balbo sabretooth,evermannella balbo,2017
7,balbo sabretooth,evermannella balbo,2017
8,balbo sabretooth,evermannella balbo,2017
9,balbo sabretooth,evermannella balbo,2017
10,balbo sabretooth,evermannella balbo,2017
11,balbo sabretooth,evermannella balbo,2017
1,spotted barracudina,arctozenus risso,2017
2,spotted barracudina,arctozenus risso,2017
3,spotted barracudina,arctozenus risso,2017
4,spotted barracudina,arctozenus risso,2017
5,spotted barracudina,arctozenus risso,2017
6,spotted barracudina,arctozenus risso,2017
7,spotted barracudina,arctozenus risso,2017
8,spotted barracudina,arctozenus risso,2017
9,spotted barracudina,arctozenus risso,2017
10,spotted barracudina,arctozenus risso,2017
11,spotted barracudina,arctozenus risso,2017
1,highfin lizardfish,bathysaurus mollis,2017
2,highfin lizardfish,bathysaurus mollis,2017
4,highfin lizardfish,bathysaurus mollis,2017
1,opah,lampris guttatus,2017
2,opah,lampris guttatus,2017
3,opah,lampris guttatus,2017
4,opah,lampris guttatus,2017
5,opah,lampris guttatus,2017
6,opah,lampris guttatus,2017
7,opah,lampris guttatus,2017
8,opah,lampris guttatus,2017
9,opah,lampris guttatus,2017
10,opah,lampris guttatus,2017
11,opah,lampris guttatus,2017
1,southern kingfish,menticirrhus americanus,2017
2,southern kingfish,menticirrhus americanus,2017
3,southern kingfish,menticirrhus americanus,2017
4,southern kingfish,menticirrhus americanus,2017
5,southern kingfish,menticirrhus americanus,2017
7,southern kingfish,menticirrhus americanus,2017
8,southern kingfish,menticirrhus americanus,2017
10,southern kingfish,menticirrhus americanus,2017
11,southern kingfish,menticirrhus americanus,2017
