rgn_id,year,resilience_score
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
9,2017,0.8157497303128372
11,2017,0.815686274509804
4,2017,0.9058956916099774
2,2017,0.8976043805612594
3,2017,0.8803603603603604
6,2017,0.7582822085889571
7,2017,0.7366583541147133
9,2017,0.8157497303128372
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
4,2017,0.9058956916099774
10,2017,0.8270022883295195
1,2017,0.9063274624918461
4,2017,0.9058956916099774
1,2017,0.9063274624918461
2,2017,0.8976043805612594
4,2017,0.9058956916099774
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
4,2017,0.9058956916099774
7,2017,0.7366583541147133
8,2017,0.7632520325203253
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
7,2017,0.7366583541147133
8,2017,0.7632520325203253
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
7,2017,0.7366583541147133
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
10,2017,0.8270022883295195
11,2017,0.815686274509804
4,2017,0.9058956916099774
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
4,2017,0.9058956916099774
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
1,2017,0.9063274624918461
2,2017,0.8976043805612594
4,2017,0.9058956916099774
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
9,2017,0.8157497303128372
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
5,2017,0.8539865513928914
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
3,2017,0.8803603603603604
4,2017,0.9058956916099774
7,2017,0.7366583541147133
10,2017,0.8270022883295195
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
5,2017,0.8539865513928914
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
5,2017,0.8539865513928914
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
7,2017,0.7366583541147133
8,2017,0.7632520325203253
10,2017,0.8270022883295195
4,2017,0.9058956916099774
8,2017,0.7632520325203253
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
10,2017,0.8270022883295195
11,2017,0.815686274509804
2,2017,0.8976043805612594
4,2017,0.9058956916099774
8,2017,0.7632520325203253
10,2017,0.8270022883295195
11,2017,0.815686274509804
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
1,2017,0.9063274624918461
2,2017,0.8976043805612594
3,2017,0.8803603603603604
4,2017,0.9058956916099774
6,2017,0.7582822085889571
7,2017,0.7366583541147133
8,2017,0.7632520325203253
9,2017,0.8157497303128372
