"","common","sciname","source","iucn_sid","rgn_id","status","status_scale","rgn_name","score","year"
"2637","g<fc>nther's grenadier","Coryphaenoides guentheri","IUCN",198594,8,NA,NA,"Massachusetts-Virginian",0,2017
"2638","g<fc>nther's grenadier","Coryphaenoides guentheri","IUCN",198594,9,NA,NA,"New Hampshire",0,2017
"2639","g<fc>nther's grenadier","Coryphaenoides guentheri","IUCN",198594,10,NA,NA,"New York",0,2017
"2640","g<fc>nther's grenadier","Coryphaenoides guentheri","IUCN",198594,11,NA,NA,"Rhode Island",0,2017
"2641","g<fc>nther's grenadier","Coryphaenoides guentheri","IUCN",198594,12,NA,NA,NA,0,2017
"2642","g<fc>nther's grenadier","Coryphaenoides guentheri","IUCN",198594,13,"LC","IUCN",NA,0,2017
"2643","g<fc>nther<92>s lanternfish","Lepidophanes guentheri","IUCN",15599136,1,NA,NA,"Offshore",0,2017
"2644","g<fc>nther<92>s lanternfish","Lepidophanes guentheri","IUCN",15599136,2,NA,NA,"Georges Bank",0,2017
"2645","g<fc>nther<92>s lanternfish","Lepidophanes guentheri","IUCN",15599136,3,NA,NA,"Gulf of Maine",0,2017
"2646","g<fc>nther<92>s lanternfish","Lepidophanes guentheri","IUCN",15599136,4,NA,NA,"Mid-Atlantic Bight",0,2017
"2647","g<fc>nther<92>s lanternfish","Lepidophanes guentheri","IUCN",15599136,5,NA,NA,"Connecticut",0,2017
"2648","g<fc>nther<92>s lanternfish","Lepidophanes guentheri","IUCN",15599136,6,NA,NA,"Maine",0,2017
"2649","g<fc>nther<92>s lanternfish","Lepidophanes guentheri","IUCN",15599136,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"2650","g<fc>nther<92>s lanternfish","Lepidophanes guentheri","IUCN",15599136,8,NA,NA,"Massachusetts-Virginian",0,2017
"2651","g<fc>nther<92>s lanternfish","Lepidophanes guentheri","IUCN",15599136,9,NA,NA,"New Hampshire",0,2017
"2652","g<fc>nther<92>s lanternfish","Lepidophanes guentheri","IUCN",15599136,10,NA,NA,"New York",0,2017
"2653","g<fc>nther<92>s lanternfish","Lepidophanes guentheri","IUCN",15599136,11,NA,NA,"Rhode Island",0,2017
"2654","g<fc>nther<92>s lanternfish","Lepidophanes guentheri","IUCN",15599136,12,NA,NA,NA,0,2017
"2655","g<fc>nther<92>s lanternfish","Lepidophanes guentheri","IUCN",15599136,13,"LC","IUCN",NA,0,2017
"2656","garman's lanternfish","Diaphus garmani","IUCN",190321,1,NA,NA,"Offshore",0,2017
"2657","garman's lanternfish","Diaphus garmani","IUCN",190321,2,NA,NA,"Georges Bank",0,2017
"2658","garman's lanternfish","Diaphus garmani","IUCN",190321,3,NA,NA,"Gulf of Maine",0,2017
"2659","garman's lanternfish","Diaphus garmani","IUCN",190321,4,NA,NA,"Mid-Atlantic Bight",0,2017
"2660","garman's lanternfish","Diaphus garmani","IUCN",190321,5,NA,NA,"Connecticut",0,2017
"2661","garman's lanternfish","Diaphus garmani","IUCN",190321,6,NA,NA,"Maine",0,2017
"2662","garman's lanternfish","Diaphus garmani","IUCN",190321,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"2663","garman's lanternfish","Diaphus garmani","IUCN",190321,8,NA,NA,"Massachusetts-Virginian",0,2017
"2664","garman's lanternfish","Diaphus garmani","IUCN",190321,9,NA,NA,"New Hampshire",0,2017
"2665","garman's lanternfish","Diaphus garmani","IUCN",190321,10,NA,NA,"New York",0,2017
"2666","garman's lanternfish","Diaphus garmani","IUCN",190321,11,NA,NA,"Rhode Island",0,2017
"2667","garman's lanternfish","Diaphus garmani","IUCN",190321,12,NA,NA,NA,0,2017
"2668","garman's lanternfish","Diaphus garmani","IUCN",190321,13,"LC","IUCN",NA,0,2017
"2669","garrick","Cyclothone braueri","IUCN",198757,1,NA,NA,"Offshore",0,2017
"2670","garrick","Cyclothone braueri","IUCN",198757,2,NA,NA,"Georges Bank",0,2017
"2671","garrick","Cyclothone braueri","IUCN",198757,3,NA,NA,"Gulf of Maine",0,2017
"2672","garrick","Cyclothone braueri","IUCN",198757,4,NA,NA,"Mid-Atlantic Bight",0,2017
"2673","garrick","Cyclothone braueri","IUCN",198757,5,NA,NA,"Connecticut",0,2017
"2674","garrick","Cyclothone braueri","IUCN",198757,6,NA,NA,"Maine",0,2017
"2675","garrick","Cyclothone braueri","IUCN",198757,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"2676","garrick","Cyclothone braueri","IUCN",198757,8,NA,NA,"Massachusetts-Virginian",0,2017
"2677","garrick","Cyclothone braueri","IUCN",198757,9,NA,NA,"New Hampshire",0,2017
"2678","garrick","Cyclothone braueri","IUCN",198757,10,NA,NA,"New York",0,2017
"2679","garrick","Cyclothone braueri","IUCN",198757,11,NA,NA,"Rhode Island",0,2017
"2680","garrick","Cyclothone braueri","IUCN",198757,12,NA,NA,NA,0,2017
"2681","garrick","Cyclothone braueri","IUCN",198757,13,"LC","IUCN",NA,0,2017
"2682","gervais beaked whale","Mesoplodon europaeus","dataportal",NA,1,NA,NA,"Offshore",0.6,2017
"2683","gervais beaked whale","Mesoplodon europaeus","dataportal",NA,2,NA,NA,"Georges Bank",0.6,2017
"2684","gervais beaked whale","Mesoplodon europaeus","dataportal",NA,3,NA,NA,"Gulf of Maine",0.6,2017
"2685","gervais beaked whale","Mesoplodon europaeus","dataportal",NA,4,NA,NA,"Mid-Atlantic Bight",0.6,2017
"2686","gervais beaked whale","Mesoplodon europaeus","dataportal",NA,5,NA,NA,"Connecticut",0.6,2017
"2687","gervais beaked whale","Mesoplodon europaeus","dataportal",NA,6,NA,NA,"Maine",0.6,2017
"2688","gervais beaked whale","Mesoplodon europaeus","dataportal",NA,7,NA,NA,"Massachusetts-Gulf of Maine",0.6,2017
"2689","gervais beaked whale","Mesoplodon europaeus","dataportal",NA,8,NA,NA,"Massachusetts-Virginian",0.6,2017
"2690","gervais beaked whale","Mesoplodon europaeus","dataportal",NA,9,NA,NA,"New Hampshire",0.6,2017
"2691","gervais beaked whale","Mesoplodon europaeus","dataportal",NA,10,"N1N3","NY","New York",0.6,2017
"2692","gervais beaked whale","Mesoplodon europaeus","dataportal",NA,11,NA,NA,"Rhode Island",0.6,2017
"2693","gervais beaked whale","Mesoplodon europaeus","dataportal",NA,12,"N1N3","USA",NA,0.6,2017
"2694","gervais beaked whale","Mesoplodon europaeus","dataportal",NA,13,"DD - Data deficient","IUCN",NA,0.6,2017
"2695","ghost catshark","Apristurus manis","IUCN",44599,1,NA,NA,"Offshore",0,2017
"2696","ghost catshark","Apristurus manis","IUCN",44599,2,NA,NA,"Georges Bank",0,2017
"2697","ghost catshark","Apristurus manis","IUCN",44599,3,NA,NA,"Gulf of Maine",0,2017
"2698","ghost catshark","Apristurus manis","IUCN",44599,4,NA,NA,"Mid-Atlantic Bight",0,2017
"2699","ghost catshark","Apristurus manis","IUCN",44599,5,NA,NA,"Connecticut",0,2017
"2700","ghost catshark","Apristurus manis","IUCN",44599,6,NA,NA,"Maine",0,2017
"2701","ghost catshark","Apristurus manis","IUCN",44599,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"2702","ghost catshark","Apristurus manis","IUCN",44599,8,NA,NA,"Massachusetts-Virginian",0,2017
"2703","ghost catshark","Apristurus manis","IUCN",44599,9,NA,NA,"New Hampshire",0,2017
"2704","ghost catshark","Apristurus manis","IUCN",44599,10,NA,NA,"New York",0,2017
"2705","ghost catshark","Apristurus manis","IUCN",44599,11,NA,NA,"Rhode Island",0,2017
"2706","ghost catshark","Apristurus manis","IUCN",44599,12,NA,NA,NA,0,2017
"2707","ghost catshark","Apristurus manis","IUCN",44599,13,"LC","IUCN",NA,0,2017
"2708","ghostly grenadier","Coryphaenoides leptolepis","IUCN",15522140,1,NA,NA,"Offshore",0,2017
"2709","ghostly grenadier","Coryphaenoides leptolepis","IUCN",15522140,2,NA,NA,"Georges Bank",0,2017
"2710","ghostly grenadier","Coryphaenoides leptolepis","IUCN",15522140,3,NA,NA,"Gulf of Maine",0,2017
"2711","ghostly grenadier","Coryphaenoides leptolepis","IUCN",15522140,4,NA,NA,"Mid-Atlantic Bight",0,2017
"2712","ghostly grenadier","Coryphaenoides leptolepis","IUCN",15522140,5,NA,NA,"Connecticut",0,2017
"2713","ghostly grenadier","Coryphaenoides leptolepis","IUCN",15522140,6,NA,NA,"Maine",0,2017
"2714","ghostly grenadier","Coryphaenoides leptolepis","IUCN",15522140,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"2715","ghostly grenadier","Coryphaenoides leptolepis","IUCN",15522140,8,NA,NA,"Massachusetts-Virginian",0,2017
"2716","ghostly grenadier","Coryphaenoides leptolepis","IUCN",15522140,9,NA,NA,"New Hampshire",0,2017
"2717","ghostly grenadier","Coryphaenoides leptolepis","IUCN",15522140,10,NA,NA,"New York",0,2017
"2718","ghostly grenadier","Coryphaenoides leptolepis","IUCN",15522140,11,NA,NA,"Rhode Island",0,2017
"2719","ghostly grenadier","Coryphaenoides leptolepis","IUCN",15522140,12,NA,NA,NA,0,2017
"2720","ghostly grenadier","Coryphaenoides leptolepis","IUCN",15522140,13,"LC","IUCN",NA,0,2017
"2721","gilbert's halosaurid fish","Aldrovandia affinis","IUCN",190356,1,NA,NA,"Offshore",0,2017
"2722","gilbert's halosaurid fish","Aldrovandia affinis","IUCN",190356,2,NA,NA,"Georges Bank",0,2017
"2723","gilbert's halosaurid fish","Aldrovandia affinis","IUCN",190356,3,NA,NA,"Gulf of Maine",0,2017
"2724","gilbert's halosaurid fish","Aldrovandia affinis","IUCN",190356,4,NA,NA,"Mid-Atlantic Bight",0,2017
"2725","gilbert's halosaurid fish","Aldrovandia affinis","IUCN",190356,5,NA,NA,"Connecticut",0,2017
"2726","gilbert's halosaurid fish","Aldrovandia affinis","IUCN",190356,6,NA,NA,"Maine",0,2017
"2727","gilbert's halosaurid fish","Aldrovandia affinis","IUCN",190356,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"2728","gilbert's halosaurid fish","Aldrovandia affinis","IUCN",190356,8,NA,NA,"Massachusetts-Virginian",0,2017
"2729","gilbert's halosaurid fish","Aldrovandia affinis","IUCN",190356,9,NA,NA,"New Hampshire",0,2017
"2730","gilbert's halosaurid fish","Aldrovandia affinis","IUCN",190356,10,NA,NA,"New York",0,2017
"2731","gilbert's halosaurid fish","Aldrovandia affinis","IUCN",190356,11,NA,NA,"Rhode Island",0,2017
"2732","gilbert's halosaurid fish","Aldrovandia affinis","IUCN",190356,12,NA,NA,NA,0,2017
"2733","gilbert's halosaurid fish","Aldrovandia affinis","IUCN",190356,13,"LC","IUCN",NA,0,2017
"2734","glacier lantern fish","Benthosema glaciale","IUCN",198611,1,NA,NA,"Offshore",0,2017
"2735","glacier lantern fish","Benthosema glaciale","IUCN",198611,2,NA,NA,"Georges Bank",0,2017
"2736","glacier lantern fish","Benthosema glaciale","IUCN",198611,3,NA,NA,"Gulf of Maine",0,2017
"2737","glacier lantern fish","Benthosema glaciale","IUCN",198611,4,NA,NA,"Mid-Atlantic Bight",0,2017
"2738","glacier lantern fish","Benthosema glaciale","IUCN",198611,5,NA,NA,"Connecticut",0,2017
"2739","glacier lantern fish","Benthosema glaciale","IUCN",198611,6,NA,NA,"Maine",0,2017
"2740","glacier lantern fish","Benthosema glaciale","IUCN",198611,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"2741","glacier lantern fish","Benthosema glaciale","IUCN",198611,8,NA,NA,"Massachusetts-Virginian",0,2017
"2742","glacier lantern fish","Benthosema glaciale","IUCN",198611,9,NA,NA,"New Hampshire",0,2017
"2743","glacier lantern fish","Benthosema glaciale","IUCN",198611,10,NA,NA,"New York",0,2017
"2744","glacier lantern fish","Benthosema glaciale","IUCN",198611,11,NA,NA,"Rhode Island",0,2017
"2745","glacier lantern fish","Benthosema glaciale","IUCN",198611,12,NA,NA,NA,0,2017
"2746","glacier lantern fish","Benthosema glaciale","IUCN",198611,13,"LC","IUCN",NA,0,2017
"2747","glasshead barreleye","Rhynchohyalus natalensis","IUCN",60483211,1,NA,NA,"Offshore",0,2017
"2748","glasshead barreleye","Rhynchohyalus natalensis","IUCN",60483211,2,NA,NA,"Georges Bank",0,2017
"2749","glasshead barreleye","Rhynchohyalus natalensis","IUCN",60483211,3,NA,NA,"Gulf of Maine",0,2017
"2750","glasshead barreleye","Rhynchohyalus natalensis","IUCN",60483211,4,NA,NA,"Mid-Atlantic Bight",0,2017
"2751","glasshead barreleye","Rhynchohyalus natalensis","IUCN",60483211,5,NA,NA,"Connecticut",0,2017
"2752","glasshead barreleye","Rhynchohyalus natalensis","IUCN",60483211,6,NA,NA,"Maine",0,2017
"2753","glasshead barreleye","Rhynchohyalus natalensis","IUCN",60483211,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"2754","glasshead barreleye","Rhynchohyalus natalensis","IUCN",60483211,8,NA,NA,"Massachusetts-Virginian",0,2017
"2755","glasshead barreleye","Rhynchohyalus natalensis","IUCN",60483211,9,NA,NA,"New Hampshire",0,2017
"2756","glasshead barreleye","Rhynchohyalus natalensis","IUCN",60483211,10,NA,NA,"New York",0,2017
"2757","glasshead barreleye","Rhynchohyalus natalensis","IUCN",60483211,11,NA,NA,"Rhode Island",0,2017
"2758","glasshead barreleye","Rhynchohyalus natalensis","IUCN",60483211,12,NA,NA,NA,0,2017
"2759","glasshead barreleye","Rhynchohyalus natalensis","IUCN",60483211,13,"LC","IUCN",NA,0,2017
"2760","glasshead grenadier","Hymenocephalus italicus","IUCN",198596,1,NA,NA,"Offshore",0,2017
"2761","glasshead grenadier","Hymenocephalus italicus","IUCN",198596,2,NA,NA,"Georges Bank",0,2017
"2762","glasshead grenadier","Hymenocephalus italicus","IUCN",198596,3,NA,NA,"Gulf of Maine",0,2017
"2763","glasshead grenadier","Hymenocephalus italicus","IUCN",198596,4,NA,NA,"Mid-Atlantic Bight",0,2017
"2764","glasshead grenadier","Hymenocephalus italicus","IUCN",198596,5,NA,NA,"Connecticut",0,2017
"2765","glasshead grenadier","Hymenocephalus italicus","IUCN",198596,6,NA,NA,"Maine",0,2017
"2766","glasshead grenadier","Hymenocephalus italicus","IUCN",198596,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"2767","glasshead grenadier","Hymenocephalus italicus","IUCN",198596,8,NA,NA,"Massachusetts-Virginian",0,2017
"2768","glasshead grenadier","Hymenocephalus italicus","IUCN",198596,9,NA,NA,"New Hampshire",0,2017
"2769","glasshead grenadier","Hymenocephalus italicus","IUCN",198596,10,NA,NA,"New York",0,2017
"2770","glasshead grenadier","Hymenocephalus italicus","IUCN",198596,11,NA,NA,"Rhode Island",0,2017
"2771","glasshead grenadier","Hymenocephalus italicus","IUCN",198596,12,NA,NA,NA,0,2017
"2772","glasshead grenadier","Hymenocephalus italicus","IUCN",198596,13,"LC","IUCN",NA,0,2017
"2773","goby flathead","Bembrops gobioides","IUCN",16425314,1,NA,NA,"Offshore",0,2017
"2774","goby flathead","Bembrops gobioides","IUCN",16425314,2,NA,NA,"Georges Bank",0,2017
"2775","goby flathead","Bembrops gobioides","IUCN",16425314,3,NA,NA,"Gulf of Maine",0,2017
"2776","goby flathead","Bembrops gobioides","IUCN",16425314,4,NA,NA,"Mid-Atlantic Bight",0,2017
"2777","goby flathead","Bembrops gobioides","IUCN",16425314,5,NA,NA,"Connecticut",0,2017
"2778","goby flathead","Bembrops gobioides","IUCN",16425314,6,NA,NA,"Maine",0,2017
"2779","goby flathead","Bembrops gobioides","IUCN",16425314,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"2780","goby flathead","Bembrops gobioides","IUCN",16425314,8,NA,NA,"Massachusetts-Virginian",0,2017
"2781","goby flathead","Bembrops gobioides","IUCN",16425314,9,NA,NA,"New Hampshire",0,2017
"2782","goby flathead","Bembrops gobioides","IUCN",16425314,10,NA,NA,"New York",0,2017
"2783","goby flathead","Bembrops gobioides","IUCN",16425314,11,NA,NA,"Rhode Island",0,2017
"2784","goby flathead","Bembrops gobioides","IUCN",16425314,12,NA,NA,NA,0,2017
"2785","goby flathead","Bembrops gobioides","IUCN",16425314,13,"LC","IUCN",NA,0,2017
"2786","goosefish","Lophius americanus","dataportal",NA,1,NA,NA,"Offshore",0,2017
"2787","goosefish","Lophius americanus","dataportal",NA,2,NA,NA,"Georges Bank",0,2017
"2788","goosefish","Lophius americanus","dataportal",NA,3,NA,NA,"Gulf of Maine",0,2017
"2789","goosefish","Lophius americanus","dataportal",NA,4,NA,NA,"Mid-Atlantic Bight",0,2017
"2790","goosefish","Lophius americanus","dataportal",NA,5,NA,NA,"Connecticut",0,2017
"2791","goosefish","Lophius americanus","dataportal",NA,6,NA,NA,"Maine",0,2017
"2792","goosefish","Lophius americanus","dataportal",NA,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"2793","goosefish","Lophius americanus","dataportal",NA,8,NA,NA,"Massachusetts-Virginian",0,2017
"2794","goosefish","Lophius americanus","dataportal",NA,9,NA,NA,"New Hampshire",0,2017
"2795","goosefish","Lophius americanus","dataportal",NA,10,"N5","NY","New York",0,2017
"2796","goosefish","Lophius americanus","dataportal",NA,11,"N5","RI","Rhode Island",0,2017
"2797","goosefish","Lophius americanus","dataportal",NA,12,"N5","USA",NA,0,2017
"2798","goosefish","Lophius americanus","dataportal",NA,13,NA,"IUCN",NA,0,2017
"2799","great barracuda","Sphyraena barracuda","IUCN",190399,1,NA,NA,"Offshore",0,2017
"2800","great barracuda","Sphyraena barracuda","IUCN",190399,2,NA,NA,"Georges Bank",0,2017
"2801","great barracuda","Sphyraena barracuda","IUCN",190399,3,NA,NA,"Gulf of Maine",0,2017
"2802","great barracuda","Sphyraena barracuda","IUCN",190399,4,NA,NA,"Mid-Atlantic Bight",0,2017
"2803","great barracuda","Sphyraena barracuda","IUCN",190399,5,NA,NA,"Connecticut",0,2017
"2804","great barracuda","Sphyraena barracuda","IUCN",190399,6,NA,NA,"Maine",0,2017
"2805","great barracuda","Sphyraena barracuda","IUCN",190399,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"2806","great barracuda","Sphyraena barracuda","IUCN",190399,8,NA,NA,"Massachusetts-Virginian",0,2017
"2807","great barracuda","Sphyraena barracuda","IUCN",190399,9,NA,NA,"New Hampshire",0,2017
"2808","great barracuda","Sphyraena barracuda","IUCN",190399,10,NA,NA,"New York",0,2017
"2809","great barracuda","Sphyraena barracuda","IUCN",190399,11,NA,NA,"Rhode Island",0,2017
"2810","great barracuda","Sphyraena barracuda","IUCN",190399,12,NA,NA,NA,0,2017
"2811","great barracuda","Sphyraena barracuda","IUCN",190399,13,"LC","IUCN",NA,0,2017
"2812","great black backed gull","Larus marinus","dataportal",NA,1,NA,NA,"Offshore",0,2017
"2813","great black backed gull","Larus marinus","dataportal",NA,2,NA,NA,"Georges Bank",0,2017
"2814","great black backed gull","Larus marinus","dataportal",NA,3,NA,NA,"Gulf of Maine",0,2017
"2815","great black backed gull","Larus marinus","dataportal",NA,4,NA,NA,"Mid-Atlantic Bight",0,2017
"2816","great black backed gull","Larus marinus","dataportal",NA,5,"S5","CT","Connecticut",0,2017
"2817","great black backed gull","Larus marinus","dataportal",NA,6,"S5B,S5N","ME","Maine",0,2017
"2818","great black backed gull","Larus marinus","dataportal",NA,7,"S3S4B,S5N","MA","Massachusetts-Gulf of Maine",0.3,2017
"2819","great black backed gull","Larus marinus","dataportal",NA,8,"S3S4B,S5N","MA","Massachusetts-Virginian",0.3,2017
"2820","great black backed gull","Larus marinus","dataportal",NA,9,"S5","NH","New Hampshire",0,2017
"2821","great black backed gull","Larus marinus","dataportal",NA,10,"S4","NY","New York",0.2,2017
"2822","great black backed gull","Larus marinus","dataportal",NA,11,"S2B","RI","Rhode Island",0.6,2017
"2823","great black backed gull","Larus marinus","dataportal",NA,12,"N5B,N5N","USA",NA,0,2017
"2824","great black backed gull","Larus marinus","dataportal",NA,13,"LC - Least concern","IUCN",NA,0,2017
"2825","great hammerhead","Sphyrna mokarran","IUCN",39386,1,NA,NA,"Offshore",0.6,2017
"2826","great hammerhead","Sphyrna mokarran","IUCN",39386,2,NA,NA,"Georges Bank",0.6,2017
"2827","great hammerhead","Sphyrna mokarran","IUCN",39386,3,NA,NA,"Gulf of Maine",0.6,2017
"2828","great hammerhead","Sphyrna mokarran","IUCN",39386,4,NA,NA,"Mid-Atlantic Bight",0.6,2017
"2829","great hammerhead","Sphyrna mokarran","IUCN",39386,5,NA,NA,"Connecticut",0.6,2017
"2830","great hammerhead","Sphyrna mokarran","IUCN",39386,6,NA,NA,"Maine",0.6,2017
"2831","great hammerhead","Sphyrna mokarran","IUCN",39386,7,NA,NA,"Massachusetts-Gulf of Maine",0.6,2017
"2832","great hammerhead","Sphyrna mokarran","IUCN",39386,8,NA,NA,"Massachusetts-Virginian",0.6,2017
"2833","great hammerhead","Sphyrna mokarran","IUCN",39386,9,NA,NA,"New Hampshire",0.6,2017
"2834","great hammerhead","Sphyrna mokarran","IUCN",39386,10,NA,NA,"New York",0.6,2017
"2835","great hammerhead","Sphyrna mokarran","IUCN",39386,11,NA,NA,"Rhode Island",0.6,2017
"2836","great hammerhead","Sphyrna mokarran","IUCN",39386,12,"NNR","USA",NA,0.6,2017
"2837","great hammerhead","Sphyrna mokarran","IUCN",39386,13,"EN - Endangered","IUCN",NA,0.6,2017
"2838","great lanternshark","Etmopterus princeps","IUCN",60242,1,NA,NA,"Offshore",NA,2017
"2839","great lanternshark","Etmopterus princeps","IUCN",60242,2,NA,NA,"Georges Bank",NA,2017
"2840","great lanternshark","Etmopterus princeps","IUCN",60242,3,NA,NA,"Gulf of Maine",NA,2017
"2841","great lanternshark","Etmopterus princeps","IUCN",60242,4,NA,NA,"Mid-Atlantic Bight",NA,2017
"2842","great lanternshark","Etmopterus princeps","IUCN",60242,5,NA,NA,"Connecticut",NA,2017
"2843","great lanternshark","Etmopterus princeps","IUCN",60242,6,NA,NA,"Maine",NA,2017
"2844","great lanternshark","Etmopterus princeps","IUCN",60242,7,NA,NA,"Massachusetts-Gulf of Maine",NA,2017
"2845","great lanternshark","Etmopterus princeps","IUCN",60242,8,NA,NA,"Massachusetts-Virginian",NA,2017
"2846","great lanternshark","Etmopterus princeps","IUCN",60242,9,NA,NA,"New Hampshire",NA,2017
"2847","great lanternshark","Etmopterus princeps","IUCN",60242,10,NA,NA,"New York",NA,2017
"2848","great lanternshark","Etmopterus princeps","IUCN",60242,11,NA,NA,"Rhode Island",NA,2017
"2849","great lanternshark","Etmopterus princeps","IUCN",60242,12,NA,NA,NA,NA,2017
"2850","great lanternshark","Etmopterus princeps","IUCN",60242,13,"DD","IUCN",NA,NA,2017
"2851","great pompano","Trachinotus goodei","IUCN",154970,1,NA,NA,"Offshore",0,2017
"2852","great pompano","Trachinotus goodei","IUCN",154970,2,NA,NA,"Georges Bank",0,2017
"2853","great pompano","Trachinotus goodei","IUCN",154970,3,NA,NA,"Gulf of Maine",0,2017
"2854","great pompano","Trachinotus goodei","IUCN",154970,4,NA,NA,"Mid-Atlantic Bight",0,2017
"2855","great pompano","Trachinotus goodei","IUCN",154970,5,NA,NA,"Connecticut",0,2017
"2856","great pompano","Trachinotus goodei","IUCN",154970,6,NA,NA,"Maine",0,2017
"2857","great pompano","Trachinotus goodei","IUCN",154970,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"2858","great pompano","Trachinotus goodei","IUCN",154970,8,NA,NA,"Massachusetts-Virginian",0,2017
"2859","great pompano","Trachinotus goodei","IUCN",154970,9,NA,NA,"New Hampshire",0,2017
"2860","great pompano","Trachinotus goodei","IUCN",154970,10,NA,NA,"New York",0,2017
"2861","great pompano","Trachinotus goodei","IUCN",154970,11,NA,NA,"Rhode Island",0,2017
"2862","great pompano","Trachinotus goodei","IUCN",154970,12,NA,NA,NA,0,2017
"2863","great pompano","Trachinotus goodei","IUCN",154970,13,"LC","IUCN",NA,0,2017
"2864","great shearwater","Ardenna gravis","dataportal",NA,1,NA,NA,"Offshore",0,2017
"2865","great shearwater","Ardenna gravis","dataportal",NA,2,NA,NA,"Georges Bank",0,2017
"2866","great shearwater","Ardenna gravis","dataportal",NA,3,NA,NA,"Gulf of Maine",0,2017
"2867","great shearwater","Ardenna gravis","dataportal",NA,4,NA,NA,"Mid-Atlantic Bight",0,2017
"2868","great shearwater","Ardenna gravis","dataportal",NA,5,NA,NA,"Connecticut",0,2017
"2869","great shearwater","Ardenna gravis","dataportal",NA,6,"S5N","ME","Maine",0,2017
"2870","great shearwater","Ardenna gravis","dataportal",NA,7,"S5N","MA","Massachusetts-Gulf of Maine",0,2017
"2871","great shearwater","Ardenna gravis","dataportal",NA,8,"S5N","MA","Massachusetts-Virginian",0,2017
"2872","great shearwater","Ardenna gravis","dataportal",NA,9,"N5N","NH","New Hampshire",0,2017
"2873","great shearwater","Ardenna gravis","dataportal",NA,10,"N5N","NY","New York",0,2017
"2874","great shearwater","Ardenna gravis","dataportal",NA,11,"N5N","RI","Rhode Island",0,2017
"2875","great shearwater","Ardenna gravis","dataportal",NA,12,"N5N","USA",NA,0,2017
"2876","great shearwater","Ardenna gravis","dataportal",NA,13,"LC - Least concern","IUCN",NA,0,2017
"2877","great skua","Stercorarius skua","dataportal",NA,1,NA,NA,"Offshore",0,2017
"2878","great skua","Stercorarius skua","dataportal",NA,2,NA,NA,"Georges Bank",0,2017
"2879","great skua","Stercorarius skua","dataportal",NA,3,NA,NA,"Gulf of Maine",0,2017
"2880","great skua","Stercorarius skua","dataportal",NA,4,NA,NA,"Mid-Atlantic Bight",0,2017
"2881","great skua","Stercorarius skua","dataportal",NA,5,NA,NA,"Connecticut",0,2017
"2882","great skua","Stercorarius skua","dataportal",NA,6,"NNA","ME","Maine",0,2017
"2883","great skua","Stercorarius skua","dataportal",NA,7,"S1N","MA","Massachusetts-Gulf of Maine",0.8,2017
"2884","great skua","Stercorarius skua","dataportal",NA,8,"S1N","MA","Massachusetts-Virginian",0.8,2017
"2885","great skua","Stercorarius skua","dataportal",NA,9,NA,NA,"New Hampshire",0,2017
"2886","great skua","Stercorarius skua","dataportal",NA,10,"NNA","NY","New York",0,2017
"2887","great skua","Stercorarius skua","dataportal",NA,11,"NNA","RI","Rhode Island",0,2017
"2888","great skua","Stercorarius skua","dataportal",NA,12,"NNA","USA",NA,0,2017
"2889","great skua","Stercorarius skua","dataportal",NA,13,"LC - Least concern","IUCN",NA,0,2017
"2890","great white shark","Carcharodon carcharias","IUCN",3855,1,NA,NA,"Offshore",0.4,2017
"2891","great white shark","Carcharodon carcharias","IUCN",3855,2,NA,NA,"Georges Bank",0.4,2017
"2892","great white shark","Carcharodon carcharias","IUCN",3855,3,NA,NA,"Gulf of Maine",0.4,2017
"2893","great white shark","Carcharodon carcharias","IUCN",3855,4,NA,NA,"Mid-Atlantic Bight",0.4,2017
"2894","great white shark","Carcharodon carcharias","IUCN",3855,5,NA,NA,"Connecticut",0.4,2017
"2895","great white shark","Carcharodon carcharias","IUCN",3855,6,NA,NA,"Maine",0.4,2017
"2896","great white shark","Carcharodon carcharias","IUCN",3855,7,NA,NA,"Massachusetts-Gulf of Maine",0.4,2017
"2897","great white shark","Carcharodon carcharias","IUCN",3855,8,NA,NA,"Massachusetts-Virginian",0.4,2017
"2898","great white shark","Carcharodon carcharias","IUCN",3855,9,NA,NA,"New Hampshire",0.4,2017
"2899","great white shark","Carcharodon carcharias","IUCN",3855,10,NA,NA,"New York",0.4,2017
"2900","great white shark","Carcharodon carcharias","IUCN",3855,11,NA,NA,"Rhode Island",0.4,2017
"2901","great white shark","Carcharodon carcharias","IUCN",3855,12,"NNR","USA",NA,0.4,2017
