"","common","sciname","source","iucn_sid","rgn_id","status","status_scale","rgn_name","score","year"
"4928","red throated loon","Gavia stellata","dataportal",NA,10,"N5B,N5N","NY","New York",0,2017
"4929","red throated loon","Gavia stellata","dataportal",NA,11,"N5B,N5N","RI","Rhode Island",0,2017
"4930","red throated loon","Gavia stellata","dataportal",NA,12,"N5B,N5N","USA",NA,0,2017
"4931","red throated loon","Gavia stellata","dataportal",NA,13,"LC - Least concern","IUCN",NA,0,2017
"4932","redfin parrotfish","Sparisoma rubripinne","IUCN",190721,1,NA,NA,"Offshore",0,2017
"4933","redfin parrotfish","Sparisoma rubripinne","IUCN",190721,2,NA,NA,"Georges Bank",0,2017
"4934","redfin parrotfish","Sparisoma rubripinne","IUCN",190721,3,NA,NA,"Gulf of Maine",0,2017
"4935","redfin parrotfish","Sparisoma rubripinne","IUCN",190721,4,NA,NA,"Mid-Atlantic Bight",0,2017
"4936","redfin parrotfish","Sparisoma rubripinne","IUCN",190721,5,NA,NA,"Connecticut",0,2017
"4937","redfin parrotfish","Sparisoma rubripinne","IUCN",190721,6,NA,NA,"Maine",0,2017
"4938","redfin parrotfish","Sparisoma rubripinne","IUCN",190721,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"4939","redfin parrotfish","Sparisoma rubripinne","IUCN",190721,8,NA,NA,"Massachusetts-Virginian",0,2017
"4940","redfin parrotfish","Sparisoma rubripinne","IUCN",190721,9,NA,NA,"New Hampshire",0,2017
"4941","redfin parrotfish","Sparisoma rubripinne","IUCN",190721,10,NA,NA,"New York",0,2017
"4942","redfin parrotfish","Sparisoma rubripinne","IUCN",190721,11,NA,NA,"Rhode Island",0,2017
"4943","redfin parrotfish","Sparisoma rubripinne","IUCN",190721,12,NA,NA,NA,0,2017
"4944","redfin parrotfish","Sparisoma rubripinne","IUCN",190721,13,"LC","IUCN",NA,0,2017
"4945","redmouth whalefish","Rondeletia loricata","IUCN",60483273,1,NA,NA,"Offshore",0,2017
"4946","redmouth whalefish","Rondeletia loricata","IUCN",60483273,2,NA,NA,"Georges Bank",0,2017
"4947","redmouth whalefish","Rondeletia loricata","IUCN",60483273,3,NA,NA,"Gulf of Maine",0,2017
"4948","redmouth whalefish","Rondeletia loricata","IUCN",60483273,4,NA,NA,"Mid-Atlantic Bight",0,2017
"4949","redmouth whalefish","Rondeletia loricata","IUCN",60483273,5,NA,NA,"Connecticut",0,2017
"4950","redmouth whalefish","Rondeletia loricata","IUCN",60483273,6,NA,NA,"Maine",0,2017
"4951","redmouth whalefish","Rondeletia loricata","IUCN",60483273,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"4952","redmouth whalefish","Rondeletia loricata","IUCN",60483273,8,NA,NA,"Massachusetts-Virginian",0,2017
"4953","redmouth whalefish","Rondeletia loricata","IUCN",60483273,9,NA,NA,"New Hampshire",0,2017
"4954","redmouth whalefish","Rondeletia loricata","IUCN",60483273,10,NA,NA,"New York",0,2017
"4955","redmouth whalefish","Rondeletia loricata","IUCN",60483273,11,NA,NA,"Rhode Island",0,2017
"4956","redmouth whalefish","Rondeletia loricata","IUCN",60483273,12,NA,NA,NA,0,2017
"4957","redmouth whalefish","Rondeletia loricata","IUCN",60483273,13,"LC","IUCN",NA,0,2017
"4958","reinhardt's lantern fish","Hygophum reinhardtii","IUCN",15598887,1,NA,NA,"Offshore",0,2017
"4959","reinhardt's lantern fish","Hygophum reinhardtii","IUCN",15598887,2,NA,NA,"Georges Bank",0,2017
"4960","reinhardt's lantern fish","Hygophum reinhardtii","IUCN",15598887,3,NA,NA,"Gulf of Maine",0,2017
"4961","reinhardt's lantern fish","Hygophum reinhardtii","IUCN",15598887,4,NA,NA,"Mid-Atlantic Bight",0,2017
"4962","reinhardt's lantern fish","Hygophum reinhardtii","IUCN",15598887,5,NA,NA,"Connecticut",0,2017
"4963","reinhardt's lantern fish","Hygophum reinhardtii","IUCN",15598887,6,NA,NA,"Maine",0,2017
"4964","reinhardt's lantern fish","Hygophum reinhardtii","IUCN",15598887,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"4965","reinhardt's lantern fish","Hygophum reinhardtii","IUCN",15598887,8,NA,NA,"Massachusetts-Virginian",0,2017
"4966","reinhardt's lantern fish","Hygophum reinhardtii","IUCN",15598887,9,NA,NA,"New Hampshire",0,2017
"4967","reinhardt's lantern fish","Hygophum reinhardtii","IUCN",15598887,10,NA,NA,"New York",0,2017
"4968","reinhardt's lantern fish","Hygophum reinhardtii","IUCN",15598887,11,NA,NA,"Rhode Island",0,2017
"4969","reinhardt's lantern fish","Hygophum reinhardtii","IUCN",15598887,12,NA,NA,NA,0,2017
"4970","reinhardt's lantern fish","Hygophum reinhardtii","IUCN",15598887,13,"LC","IUCN",NA,0,2017
"4971","richardson's ray","Bathyraja richardsoni","IUCN",63127,1,NA,NA,"Offshore",0,2017
"4972","richardson's ray","Bathyraja richardsoni","IUCN",63127,2,NA,NA,"Georges Bank",0,2017
"4973","richardson's ray","Bathyraja richardsoni","IUCN",63127,3,NA,NA,"Gulf of Maine",0,2017
"4974","richardson's ray","Bathyraja richardsoni","IUCN",63127,4,NA,NA,"Mid-Atlantic Bight",0,2017
"4975","richardson's ray","Bathyraja richardsoni","IUCN",63127,5,NA,NA,"Connecticut",0,2017
"4976","richardson's ray","Bathyraja richardsoni","IUCN",63127,6,NA,NA,"Maine",0,2017
"4977","richardson's ray","Bathyraja richardsoni","IUCN",63127,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"4978","richardson's ray","Bathyraja richardsoni","IUCN",63127,8,NA,NA,"Massachusetts-Virginian",0,2017
"4979","richardson's ray","Bathyraja richardsoni","IUCN",63127,9,NA,NA,"New Hampshire",0,2017
"4980","richardson's ray","Bathyraja richardsoni","IUCN",63127,10,NA,NA,"New York",0,2017
"4981","richardson's ray","Bathyraja richardsoni","IUCN",63127,11,NA,NA,"Rhode Island",0,2017
"4982","richardson's ray","Bathyraja richardsoni","IUCN",63127,12,NA,NA,NA,0,2017
"4983","richardson's ray","Bathyraja richardsoni","IUCN",63127,13,"LC","IUCN",NA,0,2017
"4984","richardson's snaggletooth","Astronesthes richardsoni","IUCN",154815,1,NA,NA,"Offshore",0,2017
"4985","richardson's snaggletooth","Astronesthes richardsoni","IUCN",154815,2,NA,NA,"Georges Bank",0,2017
"4986","richardson's snaggletooth","Astronesthes richardsoni","IUCN",154815,3,NA,NA,"Gulf of Maine",0,2017
"4987","richardson's snaggletooth","Astronesthes richardsoni","IUCN",154815,4,NA,NA,"Mid-Atlantic Bight",0,2017
"4988","richardson's snaggletooth","Astronesthes richardsoni","IUCN",154815,5,NA,NA,"Connecticut",0,2017
"4989","richardson's snaggletooth","Astronesthes richardsoni","IUCN",154815,6,NA,NA,"Maine",0,2017
"4990","richardson's snaggletooth","Astronesthes richardsoni","IUCN",154815,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"4991","richardson's snaggletooth","Astronesthes richardsoni","IUCN",154815,8,NA,NA,"Massachusetts-Virginian",0,2017
"4992","richardson's snaggletooth","Astronesthes richardsoni","IUCN",154815,9,NA,NA,"New Hampshire",0,2017
"4993","richardson's snaggletooth","Astronesthes richardsoni","IUCN",154815,10,NA,NA,"New York",0,2017
"4994","richardson's snaggletooth","Astronesthes richardsoni","IUCN",154815,11,NA,NA,"Rhode Island",0,2017
"4995","richardson's snaggletooth","Astronesthes richardsoni","IUCN",154815,12,NA,NA,NA,0,2017
"4996","richardson's snaggletooth","Astronesthes richardsoni","IUCN",154815,13,"LC","IUCN",NA,0,2017
"4997","ring billed gull","Larus delawarensis","dataportal",NA,1,NA,NA,"Offshore",0,2017
"4998","ring billed gull","Larus delawarensis","dataportal",NA,2,NA,NA,"Georges Bank",0,2017
"4999","ring billed gull","Larus delawarensis","dataportal",NA,3,NA,NA,"Gulf of Maine",0,2017
"5000","ring billed gull","Larus delawarensis","dataportal",NA,4,NA,NA,"Mid-Atlantic Bight",0,2017
"5001","ring billed gull","Larus delawarensis","dataportal",NA,5,"N5B,N5N","CT","Connecticut",0,2017
"5002","ring billed gull","Larus delawarensis","dataportal",NA,6,"S2B,S5N","ME","Maine",0.6,2017
"5003","ring billed gull","Larus delawarensis","dataportal",NA,7,"S1B,S5N","MA","Massachusetts-Gulf of Maine",0.8,2017
"5004","ring billed gull","Larus delawarensis","dataportal",NA,8,"S1B,S5N","MA","Massachusetts-Virginian",0.8,2017
"5005","ring billed gull","Larus delawarensis","dataportal",NA,9,"N5B,N5N","NH","New Hampshire",0,2017
"5006","ring billed gull","Larus delawarensis","dataportal",NA,10,"S4","NY","New York",0.2,2017
"5007","ring billed gull","Larus delawarensis","dataportal",NA,11,"N5B,N5N","RI","Rhode Island",0,2017
"5008","ring billed gull","Larus delawarensis","dataportal",NA,12,"N5B,N5N","USA",NA,0,2017
"5009","ring billed gull","Larus delawarensis","dataportal",NA,13,"LC - Least concern","IUCN",NA,0,2017
"5010","rissos dolphin","Grampus griseus","dataportal",NA,1,NA,NA,"Offshore",0,2017
"5011","rissos dolphin","Grampus griseus","dataportal",NA,2,NA,NA,"Georges Bank",0,2017
"5012","rissos dolphin","Grampus griseus","dataportal",NA,3,NA,NA,"Gulf of Maine",0,2017
"5013","rissos dolphin","Grampus griseus","dataportal",NA,4,NA,NA,"Mid-Atlantic Bight",0,2017
"5014","rissos dolphin","Grampus griseus","dataportal",NA,5,NA,NA,"Connecticut",0,2017
"5015","rissos dolphin","Grampus griseus","dataportal",NA,6,NA,NA,"Maine",0,2017
"5016","rissos dolphin","Grampus griseus","dataportal",NA,7,"S3","MA","Massachusetts-Gulf of Maine",0.4,2017
"5017","rissos dolphin","Grampus griseus","dataportal",NA,8,"S3","MA","Massachusetts-Virginian",0.4,2017
"5018","rissos dolphin","Grampus griseus","dataportal",NA,9,NA,NA,"New Hampshire",0,2017
"5019","rissos dolphin","Grampus griseus","dataportal",NA,10,"NU","NY","New York",0,2017
"5020","rissos dolphin","Grampus griseus","dataportal",NA,11,NA,NA,"Rhode Island",0,2017
"5021","rissos dolphin","Grampus griseus","dataportal",NA,12,"NU","USA",NA,0,2017
"5022","rissos dolphin","Grampus griseus","dataportal",NA,13,"LC - Least concern","IUCN",NA,0,2017
"5023","roseate tern","Sterna dougallii","dataportal",NA,1,NA,NA,"Offshore",0.4,2017
"5024","roseate tern","Sterna dougallii","dataportal",NA,2,NA,NA,"Georges Bank",0.4,2017
"5025","roseate tern","Sterna dougallii","dataportal",NA,3,NA,NA,"Gulf of Maine",0.4,2017
"5026","roseate tern","Sterna dougallii","dataportal",NA,4,NA,NA,"Mid-Atlantic Bight",0.4,2017
"5027","roseate tern","Sterna dougallii","dataportal",NA,5,"S1B","CT","Connecticut",0.8,2017
"5028","roseate tern","Sterna dougallii","dataportal",NA,6,"S2B","ME","Maine",0.6,2017
"5029","roseate tern","Sterna dougallii","dataportal",NA,7,"S2B,S3N","MA","Massachusetts-Gulf of Maine",0.6,2017
"5030","roseate tern","Sterna dougallii","dataportal",NA,8,"S2B,S3N","MA","Massachusetts-Virginian",0.6,2017
"5031","roseate tern","Sterna dougallii","dataportal",NA,9,"SHB","NH","New Hampshire",1,2017
"5032","roseate tern","Sterna dougallii","dataportal",NA,10,"S1B","NY","New York",0.8,2017
"5033","roseate tern","Sterna dougallii","dataportal",NA,11,"SHB,S1N","RI","Rhode Island",1,2017
"5034","roseate tern","Sterna dougallii","dataportal",NA,12,"N2N,N3B","USA",NA,0.4,2017
"5035","roseate tern","Sterna dougallii","dataportal",NA,13,"LC - Least concern","IUCN",NA,0,2017
"5036","rosette skate","Leucoraja garmani","dataportal",NA,1,NA,NA,"Offshore",NA,2017
"5037","rosette skate","Leucoraja garmani","dataportal",NA,2,NA,NA,"Georges Bank",NA,2017
"5038","rosette skate","Leucoraja garmani","dataportal",NA,3,NA,NA,"Gulf of Maine",NA,2017
"5039","rosette skate","Leucoraja garmani","dataportal",NA,4,NA,NA,"Mid-Atlantic Bight",NA,2017
"5040","rosette skate","Leucoraja garmani","dataportal",NA,5,NA,NA,"Connecticut",NA,2017
"5041","rosette skate","Leucoraja garmani","dataportal",NA,6,NA,NA,"Maine",NA,2017
"5042","rosette skate","Leucoraja garmani","dataportal",NA,7,NA,NA,"Massachusetts-Gulf of Maine",NA,2017
"5043","rosette skate","Leucoraja garmani","dataportal",NA,8,NA,NA,"Massachusetts-Virginian",NA,2017
"5044","rosette skate","Leucoraja garmani","dataportal",NA,9,NA,NA,"New Hampshire",NA,2017
"5045","rosette skate","Leucoraja garmani","dataportal",NA,10,NA,NA,"New York",NA,2017
"5046","rosette skate","Leucoraja garmani","dataportal",NA,11,NA,NA,"Rhode Island",NA,2017
"5047","rosette skate","Leucoraja garmani","dataportal",NA,12,NA,NA,NA,NA,2017
"5048","rosette skate","Leucoraja garmani","dataportal",NA,13,NA,NA,NA,NA,2017
"5049","roudi escolar","Promethichthys prometheus","IUCN",16509297,1,NA,NA,"Offshore",0,2017
"5050","roudi escolar","Promethichthys prometheus","IUCN",16509297,2,NA,NA,"Georges Bank",0,2017
"5051","roudi escolar","Promethichthys prometheus","IUCN",16509297,3,NA,NA,"Gulf of Maine",0,2017
"5052","roudi escolar","Promethichthys prometheus","IUCN",16509297,4,NA,NA,"Mid-Atlantic Bight",0,2017
"5053","roudi escolar","Promethichthys prometheus","IUCN",16509297,5,NA,NA,"Connecticut",0,2017
"5054","roudi escolar","Promethichthys prometheus","IUCN",16509297,6,NA,NA,"Maine",0,2017
"5055","roudi escolar","Promethichthys prometheus","IUCN",16509297,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"5056","roudi escolar","Promethichthys prometheus","IUCN",16509297,8,NA,NA,"Massachusetts-Virginian",0,2017
"5057","roudi escolar","Promethichthys prometheus","IUCN",16509297,9,NA,NA,"New Hampshire",0,2017
"5058","roudi escolar","Promethichthys prometheus","IUCN",16509297,10,NA,NA,"New York",0,2017
"5059","roudi escolar","Promethichthys prometheus","IUCN",16509297,11,NA,NA,"Rhode Island",0,2017
"5060","roudi escolar","Promethichthys prometheus","IUCN",16509297,12,NA,NA,NA,0,2017
"5061","roudi escolar","Promethichthys prometheus","IUCN",16509297,13,"LC","IUCN",NA,0,2017
"5062","rough scad","Trachurus lathami","IUCN",195098,1,NA,NA,"Offshore",0,2017
"5063","rough scad","Trachurus lathami","IUCN",195098,2,NA,NA,"Georges Bank",0,2017
"5064","rough scad","Trachurus lathami","IUCN",195098,3,NA,NA,"Gulf of Maine",0,2017
"5065","rough scad","Trachurus lathami","IUCN",195098,4,NA,NA,"Mid-Atlantic Bight",0,2017
"5066","rough scad","Trachurus lathami","IUCN",195098,5,NA,NA,"Connecticut",0,2017
"5067","rough scad","Trachurus lathami","IUCN",195098,6,NA,NA,"Maine",0,2017
"5068","rough scad","Trachurus lathami","IUCN",195098,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"5069","rough scad","Trachurus lathami","IUCN",195098,8,NA,NA,"Massachusetts-Virginian",0,2017
"5070","rough scad","Trachurus lathami","IUCN",195098,9,NA,NA,"New Hampshire",0,2017
"5071","rough scad","Trachurus lathami","IUCN",195098,10,NA,NA,"New York",0,2017
"5072","rough scad","Trachurus lathami","IUCN",195098,11,NA,NA,"Rhode Island",0,2017
"5073","rough scad","Trachurus lathami","IUCN",195098,12,NA,NA,NA,0,2017
"5074","rough scad","Trachurus lathami","IUCN",195098,13,"LC","IUCN",NA,0,2017
"5075","rough silverside","Membras martinica","IUCN",154767,1,NA,NA,"Offshore",0,2017
"5076","rough silverside","Membras martinica","IUCN",154767,2,NA,NA,"Georges Bank",0,2017
"5077","rough silverside","Membras martinica","IUCN",154767,3,NA,NA,"Gulf of Maine",0,2017
"5078","rough silverside","Membras martinica","IUCN",154767,4,NA,NA,"Mid-Atlantic Bight",0,2017
"5079","rough silverside","Membras martinica","IUCN",154767,5,NA,NA,"Connecticut",0,2017
"5080","rough silverside","Membras martinica","IUCN",154767,6,NA,NA,"Maine",0,2017
"5081","rough silverside","Membras martinica","IUCN",154767,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"5082","rough silverside","Membras martinica","IUCN",154767,8,NA,NA,"Massachusetts-Virginian",0,2017
"5083","rough silverside","Membras martinica","IUCN",154767,9,NA,NA,"New Hampshire",0,2017
"5084","rough silverside","Membras martinica","IUCN",154767,10,"NNR","NY","New York",0,2017
"5085","rough silverside","Membras martinica","IUCN",154767,11,NA,NA,"Rhode Island",0,2017
"5086","rough silverside","Membras martinica","IUCN",154767,12,"NNR","USA",NA,0,2017
"5087","rough silverside","Membras martinica","IUCN",154767,13,"LC - Least concern","IUCN",NA,0,2017
"5088","roughtail stingray","Dasyatis centroura","dataportal",NA,1,NA,NA,"Offshore",0,2017
"5089","roughtail stingray","Dasyatis centroura","dataportal",NA,2,NA,NA,"Georges Bank",0,2017
"5090","roughtail stingray","Dasyatis centroura","dataportal",NA,3,NA,NA,"Gulf of Maine",0,2017
"5091","roughtail stingray","Dasyatis centroura","dataportal",NA,4,NA,NA,"Mid-Atlantic Bight",0,2017
"5092","roughtail stingray","Dasyatis centroura","dataportal",NA,5,"NNR","CT","Connecticut",0,2017
"5093","roughtail stingray","Dasyatis centroura","dataportal",NA,6,NA,NA,"Maine",0,2017
"5094","roughtail stingray","Dasyatis centroura","dataportal",NA,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"5095","roughtail stingray","Dasyatis centroura","dataportal",NA,8,NA,NA,"Massachusetts-Virginian",0,2017
"5096","roughtail stingray","Dasyatis centroura","dataportal",NA,9,NA,NA,"New Hampshire",0,2017
"5097","roughtail stingray","Dasyatis centroura","dataportal",NA,10,NA,NA,"New York",0,2017
"5098","roughtail stingray","Dasyatis centroura","dataportal",NA,11,NA,NA,"Rhode Island",0,2017
"5099","roughtail stingray","Dasyatis centroura","dataportal",NA,12,"NNR","USA",NA,0,2017
"5100","roughtail stingray","Dasyatis centroura","dataportal",NA,13,"LC - Least concern","IUCN",NA,0,2017
"5101","roughtip grenadier","Nezumia sclerorhynchus","IUCN",198598,1,NA,NA,"Offshore",0,2017
"5102","roughtip grenadier","Nezumia sclerorhynchus","IUCN",198598,2,NA,NA,"Georges Bank",0,2017
"5103","roughtip grenadier","Nezumia sclerorhynchus","IUCN",198598,3,NA,NA,"Gulf of Maine",0,2017
"5104","roughtip grenadier","Nezumia sclerorhynchus","IUCN",198598,4,NA,NA,"Mid-Atlantic Bight",0,2017
"5105","roughtip grenadier","Nezumia sclerorhynchus","IUCN",198598,5,NA,NA,"Connecticut",0,2017
"5106","roughtip grenadier","Nezumia sclerorhynchus","IUCN",198598,6,NA,NA,"Maine",0,2017
"5107","roughtip grenadier","Nezumia sclerorhynchus","IUCN",198598,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"5108","roughtip grenadier","Nezumia sclerorhynchus","IUCN",198598,8,NA,NA,"Massachusetts-Virginian",0,2017
"5109","roughtip grenadier","Nezumia sclerorhynchus","IUCN",198598,9,NA,NA,"New Hampshire",0,2017
"5110","roughtip grenadier","Nezumia sclerorhynchus","IUCN",198598,10,NA,NA,"New York",0,2017
"5111","roughtip grenadier","Nezumia sclerorhynchus","IUCN",198598,11,NA,NA,"Rhode Island",0,2017
"5112","roughtip grenadier","Nezumia sclerorhynchus","IUCN",198598,12,NA,NA,NA,0,2017
"5113","roughtip grenadier","Nezumia sclerorhynchus","IUCN",198598,13,"LC","IUCN",NA,0,2017
"5114","round herring","Etrumeus sadina","dataportal",NA,1,NA,NA,"Offshore",NA,2017
"5115","round herring","Etrumeus sadina","dataportal",NA,2,NA,NA,"Georges Bank",NA,2017
"5116","round herring","Etrumeus sadina","dataportal",NA,3,NA,NA,"Gulf of Maine",NA,2017
"5117","round herring","Etrumeus sadina","dataportal",NA,4,NA,NA,"Mid-Atlantic Bight",NA,2017
"5118","round herring","Etrumeus sadina","dataportal",NA,5,NA,NA,"Connecticut",NA,2017
"5119","round herring","Etrumeus sadina","dataportal",NA,6,NA,NA,"Maine",NA,2017
"5120","round herring","Etrumeus sadina","dataportal",NA,7,NA,NA,"Massachusetts-Gulf of Maine",NA,2017
"5121","round herring","Etrumeus sadina","dataportal",NA,8,NA,NA,"Massachusetts-Virginian",NA,2017
"5122","round herring","Etrumeus sadina","dataportal",NA,9,NA,NA,"New Hampshire",NA,2017
"5123","round herring","Etrumeus sadina","dataportal",NA,10,NA,NA,"New York",NA,2017
"5124","round herring","Etrumeus sadina","dataportal",NA,11,NA,NA,"Rhode Island",NA,2017
"5125","round herring","Etrumeus sadina","dataportal",NA,12,NA,NA,NA,NA,2017
"5126","round herring","Etrumeus sadina","dataportal",NA,13,NA,NA,NA,NA,2017
"5127","round ray","Rajella fyllae","IUCN",161587,1,NA,NA,"Offshore",0,2017
"5128","round ray","Rajella fyllae","IUCN",161587,2,NA,NA,"Georges Bank",0,2017
"5129","round ray","Rajella fyllae","IUCN",161587,3,NA,NA,"Gulf of Maine",0,2017
"5130","round ray","Rajella fyllae","IUCN",161587,4,NA,NA,"Mid-Atlantic Bight",0,2017
"5131","round ray","Rajella fyllae","IUCN",161587,5,NA,NA,"Connecticut",0,2017
"5132","round ray","Rajella fyllae","IUCN",161587,6,NA,NA,"Maine",0,2017
"5133","round ray","Rajella fyllae","IUCN",161587,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"5134","round ray","Rajella fyllae","IUCN",161587,8,NA,NA,"Massachusetts-Virginian",0,2017
"5135","round ray","Rajella fyllae","IUCN",161587,9,NA,NA,"New Hampshire",0,2017
"5136","round ray","Rajella fyllae","IUCN",161587,10,NA,NA,"New York",0,2017
"5137","round ray","Rajella fyllae","IUCN",161587,11,NA,NA,"Rhode Island",0,2017
"5138","round ray","Rajella fyllae","IUCN",161587,12,NA,NA,NA,0,2017
"5139","round ray","Rajella fyllae","IUCN",161587,13,"LC","IUCN",NA,0,2017
"5140","round sardinella","Sardinella aurita","IUCN",198581,1,NA,NA,"Offshore",0,2017
"5141","round sardinella","Sardinella aurita","IUCN",198581,2,NA,NA,"Georges Bank",0,2017
"5142","round sardinella","Sardinella aurita","IUCN",198581,3,NA,NA,"Gulf of Maine",0,2017
"5143","round sardinella","Sardinella aurita","IUCN",198581,4,NA,NA,"Mid-Atlantic Bight",0,2017
"5144","round sardinella","Sardinella aurita","IUCN",198581,5,NA,NA,"Connecticut",0,2017
"5145","round sardinella","Sardinella aurita","IUCN",198581,6,NA,NA,"Maine",0,2017
"5146","round sardinella","Sardinella aurita","IUCN",198581,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"5147","round sardinella","Sardinella aurita","IUCN",198581,8,NA,NA,"Massachusetts-Virginian",0,2017
"5148","round sardinella","Sardinella aurita","IUCN",198581,9,NA,NA,"New Hampshire",0,2017
"5149","round sardinella","Sardinella aurita","IUCN",198581,10,NA,NA,"New York",0,2017
"5150","round sardinella","Sardinella aurita","IUCN",198581,11,NA,NA,"Rhode Island",0,2017
"5151","round sardinella","Sardinella aurita","IUCN",198581,12,NA,NA,NA,0,2017
"5152","round sardinella","Sardinella aurita","IUCN",198581,13,"LC","IUCN",NA,0,2017
"5153","round scad","Decapterus punctatus","IUCN",16439848,1,NA,NA,"Offshore",0,2017
"5154","round scad","Decapterus punctatus","IUCN",16439848,2,NA,NA,"Georges Bank",0,2017
"5155","round scad","Decapterus punctatus","IUCN",16439848,3,NA,NA,"Gulf of Maine",0,2017
"5156","round scad","Decapterus punctatus","IUCN",16439848,4,NA,NA,"Mid-Atlantic Bight",0,2017
"5157","round scad","Decapterus punctatus","IUCN",16439848,5,NA,NA,"Connecticut",0,2017
"5158","round scad","Decapterus punctatus","IUCN",16439848,6,NA,NA,"Maine",0,2017
"5159","round scad","Decapterus punctatus","IUCN",16439848,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"5160","round scad","Decapterus punctatus","IUCN",16439848,8,NA,NA,"Massachusetts-Virginian",0,2017
"5161","round scad","Decapterus punctatus","IUCN",16439848,9,NA,NA,"New Hampshire",0,2017
"5162","round scad","Decapterus punctatus","IUCN",16439848,10,NA,NA,"New York",0,2017
"5163","round scad","Decapterus punctatus","IUCN",16439848,11,NA,NA,"Rhode Island",0,2017
"5164","round scad","Decapterus punctatus","IUCN",16439848,12,NA,NA,NA,0,2017
"5165","round scad","Decapterus punctatus","IUCN",16439848,13,"LC","IUCN",NA,0,2017
"5166","roundnose grenadier","Coryphaenoides rupestris","IUCN",15522149,1,NA,NA,"Offshore",0.8,2017
"5167","roundnose grenadier","Coryphaenoides rupestris","IUCN",15522149,2,NA,NA,"Georges Bank",0.8,2017
"5168","roundnose grenadier","Coryphaenoides rupestris","IUCN",15522149,3,NA,NA,"Gulf of Maine",0.8,2017
"5169","roundnose grenadier","Coryphaenoides rupestris","IUCN",15522149,4,NA,NA,"Mid-Atlantic Bight",0.8,2017
"5170","roundnose grenadier","Coryphaenoides rupestris","IUCN",15522149,5,NA,NA,"Connecticut",0.8,2017
"5171","roundnose grenadier","Coryphaenoides rupestris","IUCN",15522149,6,NA,NA,"Maine",0.8,2017
"5172","roundnose grenadier","Coryphaenoides rupestris","IUCN",15522149,7,NA,NA,"Massachusetts-Gulf of Maine",0.8,2017
"5173","roundnose grenadier","Coryphaenoides rupestris","IUCN",15522149,8,NA,NA,"Massachusetts-Virginian",0.8,2017
"5174","roundnose grenadier","Coryphaenoides rupestris","IUCN",15522149,9,NA,NA,"New Hampshire",0.8,2017
"5175","roundnose grenadier","Coryphaenoides rupestris","IUCN",15522149,10,NA,NA,"New York",0.8,2017
"5176","roundnose grenadier","Coryphaenoides rupestris","IUCN",15522149,11,NA,NA,"Rhode Island",0.8,2017
"5177","roundnose grenadier","Coryphaenoides rupestris","IUCN",15522149,12,NA,NA,NA,0.8,2017
"5178","roundnose grenadier","Coryphaenoides rupestris","IUCN",15522149,13,"CR","IUCN",NA,0.8,2017
"5179","roundnose lanternfish","Centrobranchus nigroocellatus","IUCN",15598550,1,NA,NA,"Offshore",0,2017
"5180","roundnose lanternfish","Centrobranchus nigroocellatus","IUCN",15598550,2,NA,NA,"Georges Bank",0,2017
"5181","roundnose lanternfish","Centrobranchus nigroocellatus","IUCN",15598550,3,NA,NA,"Gulf of Maine",0,2017
"5182","roundnose lanternfish","Centrobranchus nigroocellatus","IUCN",15598550,4,NA,NA,"Mid-Atlantic Bight",0,2017
"5183","roundnose lanternfish","Centrobranchus nigroocellatus","IUCN",15598550,5,NA,NA,"Connecticut",0,2017
"5184","roundnose lanternfish","Centrobranchus nigroocellatus","IUCN",15598550,6,NA,NA,"Maine",0,2017
"5185","roundnose lanternfish","Centrobranchus nigroocellatus","IUCN",15598550,7,NA,NA,"Massachusetts-Gulf of Maine",0,2017
"5186","roundnose lanternfish","Centrobranchus nigroocellatus","IUCN",15598550,8,NA,NA,"Massachusetts-Virginian",0,2017
"5187","roundnose lanternfish","Centrobranchus nigroocellatus","IUCN",15598550,9,NA,NA,"New Hampshire",0,2017
"5188","roundnose lanternfish","Centrobranchus nigroocellatus","IUCN",15598550,10,NA,NA,"New York",0,2017
"5189","roundnose lanternfish","Centrobranchus nigroocellatus","IUCN",15598550,11,NA,NA,"Rhode Island",0,2017
"5190","roundnose lanternfish","Centrobranchus nigroocellatus","IUCN",15598550,12,NA,NA,NA,0,2017
"5191","roundnose lanternfish","Centrobranchus nigroocellatus","IUCN",15598550,13,"LC","IUCN",NA,0,2017
"5192","roundscale spearfish","Tetrapturus georgii","IUCN",170333,1,NA,NA,"Offshore",NA,2017
"5193","roundscale spearfish","Tetrapturus georgii","IUCN",170333,2,NA,NA,"Georges Bank",NA,2017
"5194","roundscale spearfish","Tetrapturus georgii","IUCN",170333,3,NA,NA,"Gulf of Maine",NA,2017
