"","rgn_id","year","prop_area"
"1",5,2005,0.00146332630285993
"2",5,2006,0.00146332630285993
"3",5,2007,0.00146332630285993
"4",5,2008,0.00146332630285993
"5",5,2009,0.00146332630285993
"6",5,2010,0.00146332630285993
"7",5,2011,0.00146332630285993
"8",5,2012,0.00146332630285993
"9",5,2013,0.00146332630285993
"10",5,2014,0.00146332630285993
"11",5,2015,0.00146332630285993
"12",5,2016,0.00146332630285993
"13",5,2017,0.00146332630285993
"14",6,2005,0.00131697317438475
"15",6,2006,0.00131697317438475
"16",6,2007,0.00131697317438475
"17",6,2008,0.00131697317438475
"18",6,2009,0.00131697317438475
"19",6,2010,0.00131697317438475
"20",6,2011,0.00131697317438475
"21",6,2012,0.00131697317438475
"22",6,2013,0.00131697317438475
"23",6,2014,0.00131697317438475
"24",6,2015,0.00131697317438475
"25",6,2016,0.00131697317438475
"26",6,2017,0.00131697317438475
"27",7,2005,0.739844140144317
"28",7,2006,0.739844140144317
"29",7,2007,0.739844140144317
"30",7,2008,0.739844140144317
"31",7,2009,0.739844140144317
"32",7,2010,0.739844140144317
"33",7,2011,0.739844140144317
"34",7,2012,0.739844140144317
"35",7,2013,0.739844140144317
"36",7,2014,0.739844140144317
"37",7,2015,0.739844140144317
"38",7,2016,0.739844140144317
"39",7,2017,0.739844140144317
"40",8,2005,0.95724016710642
"41",8,2006,0.95724016710642
"42",8,2007,0.95724016710642
"43",8,2008,0.95724016710642
"44",8,2009,0.95724016710642
"45",8,2010,0.95724016710642
"46",8,2011,0.95724016710642
"47",8,2012,0.95724016710642
"48",8,2013,0.95724016710642
"49",8,2014,0.95724016710642
"50",8,2015,0.95724016710642
"51",8,2016,0.95724016710642
"52",8,2017,0.95724016710642
"53",9,2005,0.129246403582641
"54",9,2006,0.129246403582641
"55",9,2007,0.129246403582641
"56",9,2008,0.129246403582641
"57",9,2009,0.129246403582641
"58",9,2010,0.129246403582641
"59",9,2011,0.129246403582641
"60",9,2012,0.129246403582641
"61",9,2013,0.129246403582641
"62",9,2014,0.129246403582641
"63",9,2015,0.129246403582641
"64",9,2016,0.129246403582641
"65",9,2017,0.129246403582641
"66",10,2005,0.0281047027069767
"67",10,2006,0.0281047027069767
"68",10,2007,0.0281047027069767
"69",10,2008,0.0281047027069767
"70",10,2009,0.0281047027069767
"71",10,2010,0.0281047027069767
"72",10,2011,0.0281047027069767
"73",10,2012,0.0281047027069767
"74",10,2013,0.0281047027069767
"75",10,2014,0.0281047027069767
"76",10,2015,0.0281047027069767
"77",10,2016,0.0281047027069767
"78",10,2017,0.0281047027069767
"79",11,2005,0.00679460401955753
"80",11,2006,0.00679460401955753
"81",11,2007,0.00679460401955753
"82",11,2008,0.00679460401955753
"83",11,2009,0.00679460401955753
"84",11,2010,0.00679460401955753
"85",11,2011,0.00679460401955753
"86",11,2012,0.00679460401955753
"87",11,2013,0.00679460401955753
"88",11,2014,0.00679460401955753
"89",11,2015,0.00679460401955753
"90",11,2016,0.00679460401955753
"91",11,2017,0.00679460401955753
