rgn_id,year,pressure_score,rgn_name
8,2013,0.1589157796016833,Massachusetts-South
9,2013,0.3085688152307764,New Hampshire
10,2013,0.2846473098445223,New York
11,2013,0.251224151543682,Rhode Island
1,2014,0.0048062761899290455,Offshore
2,2014,0.1557171262229485,Georges Bank
3,2014,0.17350049658148364,Gulf of Maine
4,2014,0.13211192528543017,Mid-Atlantic Bight
5,2014,0.18994180601960406,Connecticut
6,2014,0.3352375554999368,Maine
7,2014,0.28784699461485713,Massachusetts-North
8,2014,0.13861607356182448,Massachusetts-South
9,2014,0.2801667689730268,New Hampshire
10,2014,0.2319421161831453,New York
11,2014,0.25756765286745054,Rhode Island
1,2015,0.010279097643855721,Offshore
2,2015,0.23034194674298542,Georges Bank
3,2015,0.17805189086009085,Gulf of Maine
4,2015,0.21811492415343298,Mid-Atlantic Bight
5,2015,0.20043716232568573,Connecticut
6,2015,0.33995162499340625,Maine
7,2015,0.4314862249540638,Massachusetts-North
8,2015,0.2901801211108959,Massachusetts-South
9,2015,0.9998794974537071,New Hampshire
10,2015,0.23503605264766636,New York
11,2015,0.35377676654622287,Rhode Island
12,2000,0.1452024546374572,Northeast
12,2001,0.17264303117048838,Northeast
12,2002,0.167994838636569,Northeast
12,2003,0.18241885963456841,Northeast
12,2004,0.17514099334422403,Northeast
12,2005,0.12421945285733553,Northeast
12,2006,0.15742948610859142,Northeast
12,2007,0.1407987746046148,Northeast
12,2008,0.13938598761897633,Northeast
12,2009,0.1266561050939135,Northeast
12,2010,0.20199873996207235,Northeast
12,2011,0.1883150595570921,Northeast
12,2012,0.18526150898715066,Northeast
12,2013,0.1437966050900866,Northeast
12,2014,0.10737777092144658,Northeast
12,2015,0.14143312020942245,Northeast
