"","rgn_id","rgn_name","year","common","score"
"843",4,"4",2012,"atlantic salmon",NA
"844",4,"4",2013,"atlantic salmon",NA
"845",4,"4",2014,"atlantic salmon",NA
"846",4,"4",2015,"atlantic salmon",NA
"847",4,"4",2016,"atlantic salmon",NA
"848",4,"4",2017,"atlantic salmon",NA
"849",5,"5",2005,"atlantic salmon",0.146999999880791
"850",5,"5",2006,"atlantic salmon",0.146999999880791
"851",5,"5",2007,"atlantic salmon",0.146999999880791
"852",5,"5",2008,"atlantic salmon",0.146999999880791
"853",5,"5",2009,"atlantic salmon",0.146999999880791
"854",5,"5",2010,"atlantic salmon",0.146999999880791
"855",5,"5",2011,"atlantic salmon",0.146999999880791
"856",5,"5",2012,"atlantic salmon",0.146999999880791
"857",5,"5",2013,"atlantic salmon",0.146999999880791
"858",5,"5",2014,"atlantic salmon",0.146999999880791
"859",5,"5",2015,"atlantic salmon",0.146999999880791
"860",5,"5",2016,"atlantic salmon",0.146999999880791
"861",5,"5",2017,"atlantic salmon",0.146999999880791
"862",6,"6",2005,"atlantic salmon",0.146999999880791
"863",6,"6",2006,"atlantic salmon",0.146999999880791
"864",6,"6",2007,"atlantic salmon",0.146999999880791
"865",6,"6",2008,"atlantic salmon",0.146999999880791
"866",6,"6",2009,"atlantic salmon",0.146999999880791
"867",6,"6",2010,"atlantic salmon",0.146999999880791
"868",6,"6",2011,"atlantic salmon",0.146999999880791
"869",6,"6",2012,"atlantic salmon",0.146999999880791
"870",6,"6",2013,"atlantic salmon",0.146999999880791
"871",6,"6",2014,"atlantic salmon",0.146999999880791
"872",6,"6",2015,"atlantic salmon",0.146999999880791
"873",6,"6",2016,"atlantic salmon",0.146999999880791
"874",6,"6",2017,"atlantic salmon",0.146999999880791
"875",7,"7",2005,"atlantic salmon",0.146999999880791
"876",7,"7",2006,"atlantic salmon",0.146999999880791
"877",7,"7",2007,"atlantic salmon",0.146999999880791
"878",7,"7",2008,"atlantic salmon",0.146999999880791
"879",7,"7",2009,"atlantic salmon",0.146999999880791
"880",7,"7",2010,"atlantic salmon",0.146999999880791
"881",7,"7",2011,"atlantic salmon",0.146999999880791
"882",7,"7",2012,"atlantic salmon",0.146999999880791
"883",7,"7",2013,"atlantic salmon",0.146999999880791
"884",7,"7",2014,"atlantic salmon",0.146999999880791
"885",7,"7",2015,"atlantic salmon",0.146999999880791
"886",7,"7",2016,"atlantic salmon",0.146999999880791
"887",7,"7",2017,"atlantic salmon",0.146999999880791
"888",8,"8",2005,"atlantic salmon",0.146999999880791
"889",8,"8",2006,"atlantic salmon",0.146999999880791
"890",8,"8",2007,"atlantic salmon",0.146999999880791
"891",8,"8",2008,"atlantic salmon",0.146999999880791
"892",8,"8",2009,"atlantic salmon",0.146999999880791
"893",8,"8",2010,"atlantic salmon",0.146999999880791
"894",8,"8",2011,"atlantic salmon",0.146999999880791
"895",8,"8",2012,"atlantic salmon",0.146999999880791
"896",8,"8",2013,"atlantic salmon",0.146999999880791
"897",8,"8",2014,"atlantic salmon",0.146999999880791
"898",8,"8",2015,"atlantic salmon",0.146999999880791
"899",8,"8",2016,"atlantic salmon",0.146999999880791
"900",8,"8",2017,"atlantic salmon",0.146999999880791
"901",9,"9",2005,"atlantic salmon",0.146999999880791
"902",9,"9",2006,"atlantic salmon",0.146999999880791
"903",9,"9",2007,"atlantic salmon",0.146999999880791
"904",9,"9",2008,"atlantic salmon",0.146999999880791
"905",9,"9",2009,"atlantic salmon",0.146999999880791
"906",9,"9",2010,"atlantic salmon",0.146999999880791
"907",9,"9",2011,"atlantic salmon",0.146999999880791
"908",9,"9",2012,"atlantic salmon",0.146999999880791
"909",9,"9",2013,"atlantic salmon",0.146999999880791
"910",9,"9",2014,"atlantic salmon",0.146999999880791
"911",9,"9",2015,"atlantic salmon",0.146999999880791
"912",9,"9",2016,"atlantic salmon",0.146999999880791
"913",9,"9",2017,"atlantic salmon",0.146999999880791
"914",10,"10",2005,"atlantic salmon",0.146999999880791
"915",10,"10",2006,"atlantic salmon",0.146999999880791
"916",10,"10",2007,"atlantic salmon",0.146999999880791
"917",10,"10",2008,"atlantic salmon",0.146999999880791
"918",10,"10",2009,"atlantic salmon",0.146999999880791
"919",10,"10",2010,"atlantic salmon",0.146999999880791
"920",10,"10",2011,"atlantic salmon",0.146999999880791
"921",10,"10",2012,"atlantic salmon",0.146999999880791
"922",10,"10",2013,"atlantic salmon",0.146999999880791
"923",10,"10",2014,"atlantic salmon",0.146999999880791
"924",10,"10",2015,"atlantic salmon",0.146999999880791
"925",10,"10",2016,"atlantic salmon",0.146999999880791
"926",10,"10",2017,"atlantic salmon",0.146999999880791
"927",11,"11",2005,"atlantic salmon",0.146999999880791
"928",11,"11",2006,"atlantic salmon",0.146999999880791
"929",11,"11",2007,"atlantic salmon",0.146999999880791
"930",11,"11",2008,"atlantic salmon",0.146999999880791
"931",11,"11",2009,"atlantic salmon",0.146999999880791
"932",11,"11",2010,"atlantic salmon",0.146999999880791
"933",11,"11",2011,"atlantic salmon",0.146999999880791
"934",11,"11",2012,"atlantic salmon",0.146999999880791
"935",11,"11",2013,"atlantic salmon",0.146999999880791
"936",11,"11",2014,"atlantic salmon",0.146999999880791
"937",11,"11",2015,"atlantic salmon",0.146999999880791
"938",11,"11",2016,"atlantic salmon",0.146999999880791
"939",11,"11",2017,"atlantic salmon",0.146999999880791
"940",12,"Northeast",2005,"atlantic salmon",0.146999999880791
"941",12,"Northeast",2006,"atlantic salmon",0.146999999880791
"942",12,"Northeast",2007,"atlantic salmon",0.146999999880791
"943",12,"Northeast",2008,"atlantic salmon",0.146999999880791
"944",12,"Northeast",2009,"atlantic salmon",0.146999999880791
"945",12,"Northeast",2010,"atlantic salmon",0.146999999880791
"946",12,"Northeast",2011,"atlantic salmon",0.146999999880791
"947",12,"Northeast",2012,"atlantic salmon",0.146999999880791
"948",12,"Northeast",2013,"atlantic salmon",0.146999999880791
"949",12,"Northeast",2014,"atlantic salmon",0.146999999880791
"950",12,"Northeast",2015,"atlantic salmon",0.146999999880791
"951",12,"Northeast",2016,"atlantic salmon",0.146999999880791
"952",12,"Northeast",2017,"atlantic salmon",0.146999999880791
"953",5,"5",2005,"atlantic sturgeon",0.2
"954",5,"5",2006,"atlantic sturgeon",0.2
"955",5,"5",2007,"atlantic sturgeon",0.2
"956",5,"5",2008,"atlantic sturgeon",0.2
"957",5,"5",2009,"atlantic sturgeon",0.2
"958",5,"5",2010,"atlantic sturgeon",0.2
"959",5,"5",2011,"atlantic sturgeon",0.2
"960",5,"5",2012,"atlantic sturgeon",0.2
"961",5,"5",2013,"atlantic sturgeon",0.2
"962",5,"5",2014,"atlantic sturgeon",0.2
"963",5,"5",2015,"atlantic sturgeon",0.2
"964",5,"5",2016,"atlantic sturgeon",0.2
"965",5,"5",2017,"atlantic sturgeon",0.2
"966",6,"6",2005,"atlantic sturgeon",0.6
"967",6,"6",2006,"atlantic sturgeon",0.6
"968",6,"6",2007,"atlantic sturgeon",0.6
"969",6,"6",2008,"atlantic sturgeon",0.6
"970",6,"6",2009,"atlantic sturgeon",0.6
"971",6,"6",2010,"atlantic sturgeon",0.6
"972",6,"6",2011,"atlantic sturgeon",0.6
"973",6,"6",2012,"atlantic sturgeon",0.6
"974",6,"6",2013,"atlantic sturgeon",0.6
"975",6,"6",2014,"atlantic sturgeon",0.6
"976",6,"6",2015,"atlantic sturgeon",0.6
"977",6,"6",2016,"atlantic sturgeon",0.6
"978",6,"6",2017,"atlantic sturgeon",0.6
"979",7,"7",2005,"atlantic sturgeon",0.2
"980",7,"7",2006,"atlantic sturgeon",0.2
"981",7,"7",2007,"atlantic sturgeon",0.2
"982",7,"7",2008,"atlantic sturgeon",0.2
"983",7,"7",2009,"atlantic sturgeon",0.2
"984",7,"7",2010,"atlantic sturgeon",0.2
"985",7,"7",2011,"atlantic sturgeon",0.2
"986",7,"7",2012,"atlantic sturgeon",0.2
"987",7,"7",2013,"atlantic sturgeon",0.2
"988",7,"7",2014,"atlantic sturgeon",0.2
"989",7,"7",2015,"atlantic sturgeon",0.2
"990",7,"7",2016,"atlantic sturgeon",0.2
"991",7,"7",2017,"atlantic sturgeon",0.2
"992",8,"8",2005,"atlantic sturgeon",0.2
"993",8,"8",2006,"atlantic sturgeon",0.2
"994",8,"8",2007,"atlantic sturgeon",0.2
"995",8,"8",2008,"atlantic sturgeon",0.2
"996",8,"8",2009,"atlantic sturgeon",0.2
"997",8,"8",2010,"atlantic sturgeon",0.2
"998",8,"8",2011,"atlantic sturgeon",0.2
"999",8,"8",2012,"atlantic sturgeon",0.2
"1000",8,"8",2013,"atlantic sturgeon",0.2
"1001",8,"8",2014,"atlantic sturgeon",0.2
"1002",8,"8",2015,"atlantic sturgeon",0.2
"1003",8,"8",2016,"atlantic sturgeon",0.2
"1004",8,"8",2017,"atlantic sturgeon",0.2
"1005",9,"9",2005,"atlantic sturgeon",0.2
"1006",9,"9",2006,"atlantic sturgeon",0.2
"1007",9,"9",2007,"atlantic sturgeon",0.2
"1008",9,"9",2008,"atlantic sturgeon",0.2
"1009",9,"9",2009,"atlantic sturgeon",0.2
"1010",9,"9",2010,"atlantic sturgeon",0.2
"1011",9,"9",2011,"atlantic sturgeon",0.2
"1012",9,"9",2012,"atlantic sturgeon",0.2
"1013",9,"9",2013,"atlantic sturgeon",0.2
"1014",9,"9",2014,"atlantic sturgeon",0.2
"1015",9,"9",2015,"atlantic sturgeon",0.2
"1016",9,"9",2016,"atlantic sturgeon",0.2
"1017",9,"9",2017,"atlantic sturgeon",0.2
"1018",10,"10",2005,"atlantic sturgeon",0.2
"1019",10,"10",2006,"atlantic sturgeon",0.2
"1020",10,"10",2007,"atlantic sturgeon",0.2
"1021",10,"10",2008,"atlantic sturgeon",0.2
"1022",10,"10",2009,"atlantic sturgeon",0.2
"1023",10,"10",2010,"atlantic sturgeon",0.2
"1024",10,"10",2011,"atlantic sturgeon",0.2
"1025",10,"10",2012,"atlantic sturgeon",0.2
"1026",10,"10",2013,"atlantic sturgeon",0.2
"1027",10,"10",2014,"atlantic sturgeon",0.2
"1028",10,"10",2015,"atlantic sturgeon",0.2
"1029",10,"10",2016,"atlantic sturgeon",0.2
"1030",10,"10",2017,"atlantic sturgeon",0.2
"1031",11,"11",2005,"atlantic sturgeon",0.1
"1032",11,"11",2006,"atlantic sturgeon",0.1
"1033",11,"11",2007,"atlantic sturgeon",0.1
"1034",11,"11",2008,"atlantic sturgeon",0.1
"1035",11,"11",2009,"atlantic sturgeon",0.1
"1036",11,"11",2010,"atlantic sturgeon",0.1
"1037",11,"11",2011,"atlantic sturgeon",0.1
"1038",11,"11",2012,"atlantic sturgeon",0.1
"1039",11,"11",2013,"atlantic sturgeon",0.1
"1040",11,"11",2014,"atlantic sturgeon",0.1
"1041",11,"11",2015,"atlantic sturgeon",0.1
"1042",11,"11",2016,"atlantic sturgeon",0.1
"1043",11,"11",2017,"atlantic sturgeon",0.1
"1044",12,"Northeast",2005,"atlantic sturgeon",0.6
"1045",12,"Northeast",2005,"atlantic sturgeon",0.6
"1046",12,"Northeast",2005,"atlantic sturgeon",0.6
"1047",12,"Northeast",2005,"atlantic sturgeon",0.6
"1048",12,"Northeast",2006,"atlantic sturgeon",0.6
"1049",12,"Northeast",2007,"atlantic sturgeon",0.6
"1050",12,"Northeast",2008,"atlantic sturgeon",0.6
"1051",12,"Northeast",2009,"atlantic sturgeon",0.6
"1052",12,"Northeast",2010,"atlantic sturgeon",0.6
"1053",12,"Northeast",2011,"atlantic sturgeon",0.6
"1054",12,"Northeast",2012,"atlantic sturgeon",0.6
"1055",12,"Northeast",2013,"atlantic sturgeon",0.6
"1056",12,"Northeast",2014,"atlantic sturgeon",0.6
"1057",12,"Northeast",2015,"atlantic sturgeon",0.6
"1058",12,"Northeast",2016,"atlantic sturgeon",0.6
"1059",12,"Northeast",2017,"atlantic sturgeon",0.6
"1060",1,"1",2005,"atlantic surfclam",NA
"1061",1,"1",2006,"atlantic surfclam",NA
"1062",1,"1",2007,"atlantic surfclam",NA
"1063",1,"1",2008,"atlantic surfclam",NA
"1064",1,"1",2009,"atlantic surfclam",NA
"1065",1,"1",2010,"atlantic surfclam",NA
"1066",1,"1",2011,"atlantic surfclam",NA
"1067",1,"1",2012,"atlantic surfclam",NA
"1068",1,"1",2013,"atlantic surfclam",NA
"1069",1,"1",2014,"atlantic surfclam",NA
"1070",1,"1",2015,"atlantic surfclam",NA
"1071",1,"1",2016,"atlantic surfclam",NA
"1072",1,"1",2017,"atlantic surfclam",NA
"1073",2,"2",2005,"atlantic surfclam",NA
"1074",2,"2",2006,"atlantic surfclam",NA
"1075",2,"2",2007,"atlantic surfclam",NA
"1076",2,"2",2008,"atlantic surfclam",NA
"1077",2,"2",2009,"atlantic surfclam",NA
"1078",2,"2",2010,"atlantic surfclam",NA
"1079",2,"2",2011,"atlantic surfclam",NA
"1080",2,"2",2012,"atlantic surfclam",NA
"1081",2,"2",2013,"atlantic surfclam",NA
"1082",2,"2",2014,"atlantic surfclam",NA
"1083",2,"2",2015,"atlantic surfclam",NA
"1084",2,"2",2016,"atlantic surfclam",NA
"1085",2,"2",2017,"atlantic surfclam",NA
"1086",3,"3",2005,"atlantic surfclam",NA
"1087",3,"3",2006,"atlantic surfclam",NA
"1088",3,"3",2007,"atlantic surfclam",NA
"1089",3,"3",2008,"atlantic surfclam",NA
"1090",3,"3",2009,"atlantic surfclam",NA
"1091",3,"3",2010,"atlantic surfclam",NA
"1092",3,"3",2011,"atlantic surfclam",NA
"1093",3,"3",2012,"atlantic surfclam",NA
"1094",3,"3",2013,"atlantic surfclam",NA
"1095",3,"3",2014,"atlantic surfclam",NA
"1096",3,"3",2015,"atlantic surfclam",NA
"1097",3,"3",2016,"atlantic surfclam",NA
"1098",3,"3",2017,"atlantic surfclam",NA
"1099",4,"4",2005,"atlantic surfclam",NA
"1100",4,"4",2006,"atlantic surfclam",NA
"1101",4,"4",2007,"atlantic surfclam",NA
"1102",4,"4",2008,"atlantic surfclam",NA
"1103",4,"4",2009,"atlantic surfclam",NA
"1104",4,"4",2010,"atlantic surfclam",NA
"1105",4,"4",2011,"atlantic surfclam",NA
"1106",4,"4",2012,"atlantic surfclam",NA
"1107",4,"4",2013,"atlantic surfclam",NA
"1108",4,"4",2014,"atlantic surfclam",NA
"1109",4,"4",2015,"atlantic surfclam",NA
"1110",4,"4",2016,"atlantic surfclam",NA
"1111",4,"4",2017,"atlantic surfclam",NA
"1112",5,"5",2005,"atlantic surfclam",1
"1113",5,"5",2006,"atlantic surfclam",1
"1114",5,"5",2007,"atlantic surfclam",1
"1115",5,"5",2008,"atlantic surfclam",1
"1116",5,"5",2009,"atlantic surfclam",1
"1117",5,"5",2010,"atlantic surfclam",1
"1118",5,"5",2011,"atlantic surfclam",1
"1119",5,"5",2012,"atlantic surfclam",1
"1120",5,"5",2013,"atlantic surfclam",1
"1121",5,"5",2014,"atlantic surfclam",1
"1122",5,"5",2015,"atlantic surfclam",1
"1123",5,"5",2016,"atlantic surfclam",1
"1124",5,"5",2017,"atlantic surfclam",1
"1125",6,"6",2005,"atlantic surfclam",1
"1126",6,"6",2006,"atlantic surfclam",1
"1127",6,"6",2007,"atlantic surfclam",1
"1128",6,"6",2008,"atlantic surfclam",1
"1129",6,"6",2009,"atlantic surfclam",1
"1130",6,"6",2010,"atlantic surfclam",1
"1131",6,"6",2011,"atlantic surfclam",1
"1132",6,"6",2012,"atlantic surfclam",1
"1133",6,"6",2013,"atlantic surfclam",1
"1134",6,"6",2014,"atlantic surfclam",1
"1135",6,"6",2015,"atlantic surfclam",1
"1136",6,"6",2016,"atlantic surfclam",1
"1137",6,"6",2017,"atlantic surfclam",1
"1138",7,"7",2005,"atlantic surfclam",1
"1139",7,"7",2006,"atlantic surfclam",1
"1140",7,"7",2007,"atlantic surfclam",1
"1141",7,"7",2008,"atlantic surfclam",1
"1142",7,"7",2009,"atlantic surfclam",1
"1143",7,"7",2010,"atlantic surfclam",1
"1144",7,"7",2011,"atlantic surfclam",1
"1145",7,"7",2012,"atlantic surfclam",1
"1146",7,"7",2013,"atlantic surfclam",1
"1147",7,"7",2014,"atlantic surfclam",1
"1148",7,"7",2015,"atlantic surfclam",1
"1149",7,"7",2016,"atlantic surfclam",1
"1150",7,"7",2017,"atlantic surfclam",1
"1151",8,"8",2005,"atlantic surfclam",1
"1152",8,"8",2006,"atlantic surfclam",1
"1153",8,"8",2007,"atlantic surfclam",1
"1154",8,"8",2008,"atlantic surfclam",1
"1155",8,"8",2009,"atlantic surfclam",1
"1156",8,"8",2010,"atlantic surfclam",1
"1157",8,"8",2011,"atlantic surfclam",1
"1158",8,"8",2012,"atlantic surfclam",1
"1159",8,"8",2013,"atlantic surfclam",1
"1160",8,"8",2014,"atlantic surfclam",1
"1161",8,"8",2015,"atlantic surfclam",1
"1162",8,"8",2016,"atlantic surfclam",1
"1163",8,"8",2017,"atlantic surfclam",1
"1164",9,"9",2005,"atlantic surfclam",1
"1165",9,"9",2006,"atlantic surfclam",1
"1166",9,"9",2007,"atlantic surfclam",1
"1167",9,"9",2008,"atlantic surfclam",1
"1168",9,"9",2009,"atlantic surfclam",1
"1169",9,"9",2010,"atlantic surfclam",1
"1170",9,"9",2011,"atlantic surfclam",1
"1171",9,"9",2012,"atlantic surfclam",1
"1172",9,"9",2013,"atlantic surfclam",1
"1173",9,"9",2014,"atlantic surfclam",1
"1174",9,"9",2015,"atlantic surfclam",1
"1175",9,"9",2016,"atlantic surfclam",1
"1176",9,"9",2017,"atlantic surfclam",1
"1177",10,"10",2005,"atlantic surfclam",1
"1178",10,"10",2006,"atlantic surfclam",1
"1179",10,"10",2007,"atlantic surfclam",1
"1180",10,"10",2008,"atlantic surfclam",1
"1181",10,"10",2009,"atlantic surfclam",1
"1182",10,"10",2010,"atlantic surfclam",1
"1183",10,"10",2011,"atlantic surfclam",1
"1184",10,"10",2012,"atlantic surfclam",1
"1185",10,"10",2013,"atlantic surfclam",1
"1186",10,"10",2014,"atlantic surfclam",1
"1187",10,"10",2015,"atlantic surfclam",1
"1188",10,"10",2016,"atlantic surfclam",1
"1189",10,"10",2017,"atlantic surfclam",1
"1190",11,"11",2005,"atlantic surfclam",1
"1191",11,"11",2006,"atlantic surfclam",1
"1192",11,"11",2007,"atlantic surfclam",1
"1193",11,"11",2008,"atlantic surfclam",1
"1194",11,"11",2009,"atlantic surfclam",1
"1195",11,"11",2010,"atlantic surfclam",1
"1196",11,"11",2011,"atlantic surfclam",1
"1197",11,"11",2012,"atlantic surfclam",1
"1198",11,"11",2013,"atlantic surfclam",1
"1199",11,"11",2014,"atlantic surfclam",1
"1200",11,"11",2015,"atlantic surfclam",1
"1201",11,"11",2016,"atlantic surfclam",1
"1202",11,"11",2017,"atlantic surfclam",1
"1203",12,"Northeast",2005,"atlantic surfclam",1
"1204",12,"Northeast",2006,"atlantic surfclam",1
"1205",12,"Northeast",2007,"atlantic surfclam",1
"1206",12,"Northeast",2008,"atlantic surfclam",1
"1207",12,"Northeast",2009,"atlantic surfclam",1
"1208",12,"Northeast",2010,"atlantic surfclam",1
"1209",12,"Northeast",2011,"atlantic surfclam",1
"1210",12,"Northeast",2012,"atlantic surfclam",1
"1211",12,"Northeast",2013,"atlantic surfclam",1
"1212",12,"Northeast",2014,"atlantic surfclam",1
"1213",12,"Northeast",2015,"atlantic surfclam",1
"1214",12,"Northeast",2016,"atlantic surfclam",1
"1215",12,"Northeast",2017,"atlantic surfclam",1
"1216",5,"5",2005,"bald eagle",0.2
"1217",5,"5",2006,"bald eagle",0.2
"1218",5,"5",2007,"bald eagle",0.2
"1219",5,"5",2008,"bald eagle",0.2
"1220",5,"5",2009,"bald eagle",0.2
"1221",5,"5",2010,"bald eagle",0.2
"1222",5,"5",2011,"bald eagle",0.2
"1223",5,"5",2012,"bald eagle",0.2
"1224",5,"5",2013,"bald eagle",0.2
"1225",5,"5",2014,"bald eagle",0.2
"1226",5,"5",2015,"bald eagle",0.2
"1227",5,"5",2016,"bald eagle",0.2
"1228",5,"5",2017,"bald eagle",0.2
"1229",6,"6",2005,"bald eagle",0.8
"1230",6,"6",2006,"bald eagle",0.8
"1231",6,"6",2007,"bald eagle",0.8
"1232",6,"6",2008,"bald eagle",0.8
"1233",6,"6",2009,"bald eagle",0.8
"1234",6,"6",2010,"bald eagle",0.8
"1235",6,"6",2011,"bald eagle",0.8
"1236",6,"6",2012,"bald eagle",0.8
"1237",6,"6",2013,"bald eagle",0.8
"1238",6,"6",2014,"bald eagle",0.8
"1239",6,"6",2015,"bald eagle",0.8
"1240",6,"6",2016,"bald eagle",0.8
"1241",6,"6",2017,"bald eagle",0.8
"1242",7,"7",2005,"bald eagle",0.4
"1243",7,"7",2006,"bald eagle",0.4
"1244",7,"7",2007,"bald eagle",0.4
"1245",7,"7",2008,"bald eagle",0.4
"1246",7,"7",2009,"bald eagle",0.4
"1247",7,"7",2010,"bald eagle",0.4
"1248",7,"7",2011,"bald eagle",0.4
"1249",7,"7",2012,"bald eagle",0.4
"1250",7,"7",2013,"bald eagle",0.4
"1251",7,"7",2014,"bald eagle",0.4
"1252",7,"7",2015,"bald eagle",0.4
"1253",7,"7",2016,"bald eagle",0.4
"1254",7,"7",2017,"bald eagle",0.4
"1255",8,"8",2005,"bald eagle",0.4
"1256",8,"8",2006,"bald eagle",0.4
"1257",8,"8",2007,"bald eagle",0.4
"1258",8,"8",2008,"bald eagle",0.4
"1259",8,"8",2009,"bald eagle",0.4
"1260",8,"8",2010,"bald eagle",0.4
"1261",8,"8",2011,"bald eagle",0.4
"1262",8,"8",2012,"bald eagle",0.4
"1263",8,"8",2013,"bald eagle",0.4
"1264",8,"8",2014,"bald eagle",0.4
"1265",8,"8",2015,"bald eagle",0.4
"1266",8,"8",2016,"bald eagle",0.4
"1267",8,"8",2017,"bald eagle",0.4
"1268",9,"9",2005,"bald eagle",0.4
"1269",9,"9",2006,"bald eagle",0.4
"1270",9,"9",2007,"bald eagle",0.4
"1271",9,"9",2008,"bald eagle",0.4
"1272",9,"9",2009,"bald eagle",0.4
"1273",9,"9",2010,"bald eagle",0.4
"1274",9,"9",2011,"bald eagle",0.4
"1275",9,"9",2012,"bald eagle",0.4
"1276",9,"9",2013,"bald eagle",0.4
"1277",9,"9",2014,"bald eagle",0.4
"1278",9,"9",2015,"bald eagle",0.4
"1279",9,"9",2016,"bald eagle",0.4
"1280",9,"9",2017,"bald eagle",0.4
"1281",10,"10",2005,"bald eagle",0.5
"1282",10,"10",2006,"bald eagle",0.5
"1283",10,"10",2007,"bald eagle",0.5
"1284",10,"10",2008,"bald eagle",0.5
"1285",10,"10",2009,"bald eagle",0.5
"1286",10,"10",2010,"bald eagle",0.5
"1287",10,"10",2011,"bald eagle",0.5
"1288",10,"10",2012,"bald eagle",0.5
"1289",10,"10",2013,"bald eagle",0.5
"1290",10,"10",2014,"bald eagle",0.5
"1291",10,"10",2015,"bald eagle",0.5
"1292",10,"10",2016,"bald eagle",0.5
"1293",10,"10",2017,"bald eagle",0.5
"1294",11,"11",2005,"bald eagle",0.2
"1295",11,"11",2006,"bald eagle",0.2
"1296",11,"11",2007,"bald eagle",0.2
"1297",11,"11",2008,"bald eagle",0.2
"1298",11,"11",2009,"bald eagle",0.2
"1299",11,"11",2010,"bald eagle",0.2
"1300",11,"11",2011,"bald eagle",0.2
"1301",11,"11",2012,"bald eagle",0.2
"1302",11,"11",2013,"bald eagle",0.2
"1303",11,"11",2014,"bald eagle",0.2
"1304",11,"11",2015,"bald eagle",0.2
"1305",11,"11",2016,"bald eagle",0.2
"1306",11,"11",2017,"bald eagle",0.2
"1307",12,"Northeast",2005,"bald eagle",1
"1308",12,"Northeast",2005,"bald eagle",1
"1309",12,"Northeast",2005,"bald eagle",1
"1310",12,"Northeast",2005,"bald eagle",1
"1311",12,"Northeast",2005,"bald eagle",1
"1312",12,"Northeast",2006,"bald eagle",1
"1313",12,"Northeast",2007,"bald eagle",1
"1314",12,"Northeast",2008,"bald eagle",1
"1315",12,"Northeast",2009,"bald eagle",1
"1316",12,"Northeast",2010,"bald eagle",1
"1317",12,"Northeast",2011,"bald eagle",1
"1318",12,"Northeast",2012,"bald eagle",1
"1319",12,"Northeast",2013,"bald eagle",1
"1320",12,"Northeast",2014,"bald eagle",1
"1321",12,"Northeast",2015,"bald eagle",1
"1322",12,"Northeast",2016,"bald eagle",1
"1323",12,"Northeast",2017,"bald eagle",1
"1324",6,"6",2005,"bottlenose dolphin",0.9
"1325",6,"6",2006,"bottlenose dolphin",0.9
"1326",6,"6",2007,"bottlenose dolphin",0.9
"1327",6,"6",2008,"bottlenose dolphin",0.9
"1328",6,"6",2009,"bottlenose dolphin",0.9
"1329",6,"6",2010,"bottlenose dolphin",0.9
"1330",6,"6",2011,"bottlenose dolphin",0.9
"1331",6,"6",2012,"bottlenose dolphin",0.9
"1332",6,"6",2013,"bottlenose dolphin",0.9
"1333",6,"6",2014,"bottlenose dolphin",0.9
"1334",6,"6",2015,"bottlenose dolphin",0.9
"1335",6,"6",2016,"bottlenose dolphin",0.9
"1336",6,"6",2017,"bottlenose dolphin",0.9
"1337",7,"7",2005,"bottlenose dolphin",0.4
"1338",7,"7",2006,"bottlenose dolphin",0.4
"1339",7,"7",2007,"bottlenose dolphin",0.4
"1340",7,"7",2008,"bottlenose dolphin",0.4
"1341",7,"7",2009,"bottlenose dolphin",0.4
"1342",7,"7",2010,"bottlenose dolphin",0.4
"1343",7,"7",2011,"bottlenose dolphin",0.4
"1344",7,"7",2012,"bottlenose dolphin",0.4
"1345",7,"7",2013,"bottlenose dolphin",0.4
"1346",7,"7",2014,"bottlenose dolphin",0.4
"1347",7,"7",2015,"bottlenose dolphin",0.4
"1348",7,"7",2016,"bottlenose dolphin",0.4
"1349",7,"7",2017,"bottlenose dolphin",0.4
"1350",8,"8",2005,"bottlenose dolphin",0.4
"1351",8,"8",2006,"bottlenose dolphin",0.4
"1352",8,"8",2007,"bottlenose dolphin",0.4
"1353",8,"8",2008,"bottlenose dolphin",0.4
"1354",8,"8",2009,"bottlenose dolphin",0.4
"1355",8,"8",2010,"bottlenose dolphin",0.4
"1356",8,"8",2011,"bottlenose dolphin",0.4
"1357",8,"8",2012,"bottlenose dolphin",0.4
"1358",8,"8",2013,"bottlenose dolphin",0.4
"1359",8,"8",2014,"bottlenose dolphin",0.4
"1360",8,"8",2015,"bottlenose dolphin",0.4
"1361",8,"8",2016,"bottlenose dolphin",0.4
"1362",8,"8",2017,"bottlenose dolphin",0.4
"1363",9,"9",2005,"bottlenose dolphin",0.9
"1364",9,"9",2006,"bottlenose dolphin",0.9
"1365",9,"9",2007,"bottlenose dolphin",0.9
"1366",9,"9",2008,"bottlenose dolphin",0.9
"1367",9,"9",2009,"bottlenose dolphin",0.9
"1368",9,"9",2010,"bottlenose dolphin",0.9
"1369",9,"9",2011,"bottlenose dolphin",0.9
"1370",9,"9",2012,"bottlenose dolphin",0.9
"1371",9,"9",2013,"bottlenose dolphin",0.9
"1372",9,"9",2014,"bottlenose dolphin",0.9
"1373",9,"9",2015,"bottlenose dolphin",0.9
"1374",9,"9",2016,"bottlenose dolphin",0.9
"1375",9,"9",2017,"bottlenose dolphin",0.9
"1376",10,"10",2005,"bottlenose dolphin",0.6
"1377",10,"10",2006,"bottlenose dolphin",0.6
"1378",10,"10",2007,"bottlenose dolphin",0.6
"1379",10,"10",2008,"bottlenose dolphin",0.6
"1380",10,"10",2009,"bottlenose dolphin",0.6
"1381",10,"10",2010,"bottlenose dolphin",0.6
"1382",10,"10",2011,"bottlenose dolphin",0.6
"1383",10,"10",2012,"bottlenose dolphin",0.6
"1384",10,"10",2013,"bottlenose dolphin",0.6
