"","X1","rgn_id","area_km2","common","sciname","year"
"2713",NA,6,6675,"mackerel scad","decapterus macarellus",2017
"2714",NA,7,3398,"mackerel scad","decapterus macarellus",2017
"2715",NA,8,2675,"mackerel scad","decapterus macarellus",2017
"2716",NA,9,180,"mackerel scad","decapterus macarellus",2017
"2717",NA,10,4395,"mackerel scad","decapterus macarellus",2017
"2718",NA,11,1119,"mackerel scad","decapterus macarellus",2017
"2719",NA,1,105251,"pacific hatchet fish","argyropelecus affinis",2017
"2720",NA,2,34756,"pacific hatchet fish","argyropelecus affinis",2017
"2721",NA,4,10685,"pacific hatchet fish","argyropelecus affinis",2017
"2722",NA,1,642,"margined flyingfish","cheilopogon cyanopterus",2017
"2723",NA,4,11557,"margined flyingfish","cheilopogon cyanopterus",2017
"2724",NA,1,104100,"small-toothed portholefish","cyclothone microdon",2017
"2725",NA,2,6094,"small-toothed portholefish","cyclothone microdon",2017
"2726",NA,4,1969,"small-toothed portholefish","cyclothone microdon",2017
"2727",NA,1,105282,"parin's spinyfish","diretmichthys parini",2017
"2728",NA,2,49938,"parin's spinyfish","diretmichthys parini",2017
"2729",NA,3,55226,"parin's spinyfish","diretmichthys parini",2017
"2730",NA,4,42218,"parin's spinyfish","diretmichthys parini",2017
"2731",NA,5,1453,"parin's spinyfish","diretmichthys parini",2017
"2732",NA,6,1897,"parin's spinyfish","diretmichthys parini",2017
"2733",NA,7,3398,"parin's spinyfish","diretmichthys parini",2017
"2734",NA,8,2675,"parin's spinyfish","diretmichthys parini",2017
"2735",NA,9,180,"parin's spinyfish","diretmichthys parini",2017
"2736",NA,10,4395,"parin's spinyfish","diretmichthys parini",2017
"2737",NA,11,1119,"parin's spinyfish","diretmichthys parini",2017
"2738",NA,1,213,"lesser amberjack","seriola fasciata",2017
"2739",NA,2,21086,"lesser amberjack","seriola fasciata",2017
"2740",NA,3,9074,"lesser amberjack","seriola fasciata",2017
"2741",NA,4,38207,"lesser amberjack","seriola fasciata",2017
"2742",NA,5,1453,"lesser amberjack","seriola fasciata",2017
"2743",NA,7,3139,"lesser amberjack","seriola fasciata",2017
"2744",NA,8,2675,"lesser amberjack","seriola fasciata",2017
"2745",NA,10,4393,"lesser amberjack","seriola fasciata",2017
"2746",NA,11,1119,"lesser amberjack","seriola fasciata",2017
"2747",NA,1,101647,NA,"stemonosudis intermedia",2017
"2748",NA,2,35525,NA,"stemonosudis intermedia",2017
"2749",NA,3,2813,NA,"stemonosudis intermedia",2017
"2750",NA,4,42218,NA,"stemonosudis intermedia",2017
"2751",NA,5,1437,NA,"stemonosudis intermedia",2017
"2752",NA,7,706,NA,"stemonosudis intermedia",2017
"2753",NA,8,2675,NA,"stemonosudis intermedia",2017
"2754",NA,10,4381,NA,"stemonosudis intermedia",2017
"2755",NA,11,1118,NA,"stemonosudis intermedia",2017
"2756",NA,1,59558,"abyssal assfish","bassozetus compressus",2017
"2757",NA,1,103312,"whalehead dreamer","lophodolos acanthognathus",2017
"2758",NA,2,1237,"whalehead dreamer","lophodolos acanthognathus",2017
"2759",NA,4,2182,"whalehead dreamer","lophodolos acanthognathus",2017
"2760",NA,1,105282,"oceanic two-wing flyingfish","exocoetus obtusirostris",2017
"2761",NA,2,34198,"oceanic two-wing flyingfish","exocoetus obtusirostris",2017
"2762",NA,4,42218,"oceanic two-wing flyingfish","exocoetus obtusirostris",2017
"2763",NA,5,1453,"oceanic two-wing flyingfish","exocoetus obtusirostris",2017
"2764",NA,8,1872,"oceanic two-wing flyingfish","exocoetus obtusirostris",2017
"2765",NA,10,4395,"oceanic two-wing flyingfish","exocoetus obtusirostris",2017
"2766",NA,11,1119,"oceanic two-wing flyingfish","exocoetus obtusirostris",2017
"2767",NA,1,204,"white mullet","mugil curema",2017
"2768",NA,2,14966,"white mullet","mugil curema",2017
"2769",NA,3,26,"white mullet","mugil curema",2017
"2770",NA,4,38208,"white mullet","mugil curema",2017
"2771",NA,5,1453,"white mullet","mugil curema",2017
"2772",NA,7,40,"white mullet","mugil curema",2017
"2773",NA,8,2674,"white mullet","mugil curema",2017
"2774",NA,10,4395,"white mullet","mugil curema",2017
"2775",NA,11,1119,"white mullet","mugil curema",2017
"2776",NA,1,105027,"longray fangjaw","bonapartia pedaliota",2017
"2777",NA,2,2283,"longray fangjaw","bonapartia pedaliota",2017
"2778",NA,3,2800,"longray fangjaw","bonapartia pedaliota",2017
"2779",NA,4,3619,"longray fangjaw","bonapartia pedaliota",2017
"2780",NA,1,256,"sargassumfish","histrio histrio",2017
"2781",NA,2,47646,"sargassumfish","histrio histrio",2017
"2782",NA,3,53079,"sargassumfish","histrio histrio",2017
"2783",NA,4,38214,"sargassumfish","histrio histrio",2017
"2784",NA,5,1453,"sargassumfish","histrio histrio",2017
"2785",NA,6,6675,"sargassumfish","histrio histrio",2017
"2786",NA,7,3398,"sargassumfish","histrio histrio",2017
"2787",NA,8,2675,"sargassumfish","histrio histrio",2017
"2788",NA,9,180,"sargassumfish","histrio histrio",2017
"2789",NA,10,4395,"sargassumfish","histrio histrio",2017
"2790",NA,11,1119,"sargassumfish","histrio histrio",2017
"2791",NA,1,205,"cobia","rachycentron canadum",2017
"2792",NA,2,7876,"cobia","rachycentron canadum",2017
"2793",NA,3,57,"cobia","rachycentron canadum",2017
"2794",NA,4,37574,"cobia","rachycentron canadum",2017
"2795",NA,5,1453,"cobia","rachycentron canadum",2017
"2796",NA,8,2616,"cobia","rachycentron canadum",2017
"2797",NA,10,4395,"cobia","rachycentron canadum",2017
"2798",NA,11,1119,"cobia","rachycentron canadum",2017
"2799",NA,1,255,"blunthead puffer","sphoeroides pachygaster",2017
"2800",NA,2,47647,"blunthead puffer","sphoeroides pachygaster",2017
"2801",NA,3,53078,"blunthead puffer","sphoeroides pachygaster",2017
"2802",NA,4,38214,"blunthead puffer","sphoeroides pachygaster",2017
"2803",NA,5,1453,"blunthead puffer","sphoeroides pachygaster",2017
"2804",NA,6,6675,"blunthead puffer","sphoeroides pachygaster",2017
"2805",NA,7,3398,"blunthead puffer","sphoeroides pachygaster",2017
"2806",NA,8,2675,"blunthead puffer","sphoeroides pachygaster",2017
"2807",NA,9,180,"blunthead puffer","sphoeroides pachygaster",2017
"2808",NA,10,4395,"blunthead puffer","sphoeroides pachygaster",2017
"2809",NA,11,1119,"blunthead puffer","sphoeroides pachygaster",2017
"2810",NA,1,54287,NA,"halosaurus guentheri",2017
"2811",NA,2,1204,NA,"halosaurus guentheri",2017
"2812",NA,4,27939,NA,"halosaurus guentheri",2017
"2813",NA,1,105282,"soft lanternfish","diaphus mollis",2017
"2814",NA,2,49938,"soft lanternfish","diaphus mollis",2017
"2815",NA,3,58501,"soft lanternfish","diaphus mollis",2017
"2816",NA,4,42218,"soft lanternfish","diaphus mollis",2017
"2817",NA,5,1453,"soft lanternfish","diaphus mollis",2017
"2818",NA,6,6225,"soft lanternfish","diaphus mollis",2017
"2819",NA,7,3398,"soft lanternfish","diaphus mollis",2017
"2820",NA,8,2675,"soft lanternfish","diaphus mollis",2017
"2821",NA,9,180,"soft lanternfish","diaphus mollis",2017
"2822",NA,10,4395,"soft lanternfish","diaphus mollis",2017
"2823",NA,11,1119,"soft lanternfish","diaphus mollis",2017
"2824",NA,1,82990,"antillean smooth-head","talismania antillarum",2017
"2825",NA,2,3497,"antillean smooth-head","talismania antillarum",2017
"2826",NA,1,105282,"dana viperfish","chauliodus danae",2017
"2827",NA,2,49938,"dana viperfish","chauliodus danae",2017
"2828",NA,3,20681,"dana viperfish","chauliodus danae",2017
"2829",NA,4,42218,"dana viperfish","chauliodus danae",2017
"2830",NA,5,1453,"dana viperfish","chauliodus danae",2017
"2831",NA,7,3098,"dana viperfish","chauliodus danae",2017
"2832",NA,8,2675,"dana viperfish","chauliodus danae",2017
"2833",NA,10,4395,"dana viperfish","chauliodus danae",2017
"2834",NA,11,1119,"dana viperfish","chauliodus danae",2017
"2835",NA,1,105282,"atlantic saury","scomberesox saurus",2017
"2836",NA,2,49938,"atlantic saury","scomberesox saurus",2017
"2837",NA,3,59638,"atlantic saury","scomberesox saurus",2017
"2838",NA,4,42218,"atlantic saury","scomberesox saurus",2017
"2839",NA,5,1453,"atlantic saury","scomberesox saurus",2017
"2840",NA,6,6675,"atlantic saury","scomberesox saurus",2017
"2841",NA,7,3398,"atlantic saury","scomberesox saurus",2017
"2842",NA,8,2675,"atlantic saury","scomberesox saurus",2017
"2843",NA,9,180,"atlantic saury","scomberesox saurus",2017
"2844",NA,10,4395,"atlantic saury","scomberesox saurus",2017
"2845",NA,11,1119,"atlantic saury","scomberesox saurus",2017
"2846",NA,1,199,"striped cusk-eel","ophidion marginatum",2017
"2847",NA,4,18865,"striped cusk-eel","ophidion marginatum",2017
"2848",NA,10,1702,"striped cusk-eel","ophidion marginatum",2017
"2849",NA,1,204,"dog snapper","lutjanus jocu",2017
"2850",NA,2,19406,"dog snapper","lutjanus jocu",2017
"2851",NA,3,9551,"dog snapper","lutjanus jocu",2017
"2852",NA,4,38205,"dog snapper","lutjanus jocu",2017
"2853",NA,5,1453,"dog snapper","lutjanus jocu",2017
"2854",NA,7,3131,"dog snapper","lutjanus jocu",2017
"2855",NA,8,2675,"dog snapper","lutjanus jocu",2017
"2856",NA,10,4393,"dog snapper","lutjanus jocu",2017
"2857",NA,11,1119,"dog snapper","lutjanus jocu",2017
"2858",NA,1,104836,NA,"astronesthes leucopogon",2017
"2859",NA,2,4362,NA,"astronesthes leucopogon",2017
"2860",NA,4,17440,NA,"astronesthes leucopogon",2017
"2861",NA,10,753,NA,"astronesthes leucopogon",2017
"2862",NA,1,103776,"deepwater lanternfish","taaningichthys bathyphilus",2017
"2863",NA,2,715,"deepwater lanternfish","taaningichthys bathyphilus",2017
"2864",NA,4,1153,"deepwater lanternfish","taaningichthys bathyphilus",2017
"2865",NA,1,89554,"abyssal spiderfish","bathypterois longipes",2017
"2866",NA,2,1282,"abyssal spiderfish","bathypterois longipes",2017
"2867",NA,4,2228,"abyssal spiderfish","bathypterois longipes",2017
"2868",NA,1,14051,"brown driftfish","ariomma melanum",2017
"2869",NA,4,1585,"brown driftfish","ariomma melanum",2017
"2870",NA,1,256,"longfinned bullseye","cookeolus japonicus",2017
"2871",NA,2,47646,"longfinned bullseye","cookeolus japonicus",2017
"2872",NA,3,53078,"longfinned bullseye","cookeolus japonicus",2017
"2873",NA,4,38211,"longfinned bullseye","cookeolus japonicus",2017
"2874",NA,5,1453,"longfinned bullseye","cookeolus japonicus",2017
"2875",NA,6,6675,"longfinned bullseye","cookeolus japonicus",2017
"2876",NA,7,3398,"longfinned bullseye","cookeolus japonicus",2017
"2877",NA,8,2675,"longfinned bullseye","cookeolus japonicus",2017
"2878",NA,9,180,"longfinned bullseye","cookeolus japonicus",2017
"2879",NA,10,4395,"longfinned bullseye","cookeolus japonicus",2017
"2880",NA,11,1119,"longfinned bullseye","cookeolus japonicus",2017
"2881",NA,1,105282,"pink flabby whalefish","cetostoma regani",2017
"2882",NA,2,49938,"pink flabby whalefish","cetostoma regani",2017
"2883",NA,3,59638,"pink flabby whalefish","cetostoma regani",2017
"2884",NA,4,42218,"pink flabby whalefish","cetostoma regani",2017
"2885",NA,5,1453,"pink flabby whalefish","cetostoma regani",2017
"2886",NA,6,6675,"pink flabby whalefish","cetostoma regani",2017
"2887",NA,7,3398,"pink flabby whalefish","cetostoma regani",2017
"2888",NA,8,2675,"pink flabby whalefish","cetostoma regani",2017
"2889",NA,9,180,"pink flabby whalefish","cetostoma regani",2017
"2890",NA,10,4395,"pink flabby whalefish","cetostoma regani",2017
"2891",NA,11,1119,"pink flabby whalefish","cetostoma regani",2017
"2892",NA,1,105282,"topside lampfish","notolychnus valdiviae",2017
"2893",NA,2,49938,"topside lampfish","notolychnus valdiviae",2017
"2894",NA,3,59638,"topside lampfish","notolychnus valdiviae",2017
"2895",NA,4,42218,"topside lampfish","notolychnus valdiviae",2017
"2896",NA,5,1453,"topside lampfish","notolychnus valdiviae",2017
"2897",NA,6,6675,"topside lampfish","notolychnus valdiviae",2017
"2898",NA,7,3398,"topside lampfish","notolychnus valdiviae",2017
"2899",NA,8,2675,"topside lampfish","notolychnus valdiviae",2017
"2900",NA,9,180,"topside lampfish","notolychnus valdiviae",2017
"2901",NA,10,4395,"topside lampfish","notolychnus valdiviae",2017
"2902",NA,11,1119,"topside lampfish","notolychnus valdiviae",2017
"2903",NA,1,103163,"madeiran smooth-head","rouleina maderensis",2017
"2904",NA,2,1192,"madeiran smooth-head","rouleina maderensis",2017
"2905",NA,4,7022,"madeiran smooth-head","rouleina maderensis",2017
"2906",NA,1,95726,"smallscale smooth-head","bathytroctes microlepis",2017
"2907",NA,2,1012,"smallscale smooth-head","bathytroctes microlepis",2017
"2908",NA,4,1,"smallscale smooth-head","bathytroctes microlepis",2017
"2909",NA,1,1988,"atlantic flyingfish","cheilopogon melanurus",2017
"2910",NA,2,46263,"atlantic flyingfish","cheilopogon melanurus",2017
"2911",NA,3,56208,"atlantic flyingfish","cheilopogon melanurus",2017
"2912",NA,4,41369,"atlantic flyingfish","cheilopogon melanurus",2017
"2913",NA,5,1453,"atlantic flyingfish","cheilopogon melanurus",2017
"2914",NA,6,6122,"atlantic flyingfish","cheilopogon melanurus",2017
"2915",NA,7,3398,"atlantic flyingfish","cheilopogon melanurus",2017
"2916",NA,8,2675,"atlantic flyingfish","cheilopogon melanurus",2017
"2917",NA,9,180,"atlantic flyingfish","cheilopogon melanurus",2017
"2918",NA,10,4395,"atlantic flyingfish","cheilopogon melanurus",2017
"2919",NA,11,1119,"atlantic flyingfish","cheilopogon melanurus",2017
"2920",NA,1,99523,NA,"dolopichthys longicornis",2017
"2921",NA,2,4201,NA,"dolopichthys longicornis",2017
"2922",NA,4,1712,NA,"dolopichthys longicornis",2017
"2923",NA,1,95726,"koefoed's smooth-head","bathytroctes macrolepis",2017
"2924",NA,2,1012,"koefoed's smooth-head","bathytroctes macrolepis",2017
"2925",NA,4,1,"koefoed's smooth-head","bathytroctes macrolepis",2017
"2926",NA,1,52299,"escolar","lepidocybium flavobrunneum",2017
"2927",NA,2,2283,"escolar","lepidocybium flavobrunneum",2017
"2928",NA,3,2800,"escolar","lepidocybium flavobrunneum",2017
"2929",NA,4,3620,"escolar","lepidocybium flavobrunneum",2017
"2930",NA,1,98510,"mirrorwing flyingfish","hirundichthys speculiger",2017
"2931",NA,2,35702,"mirrorwing flyingfish","hirundichthys speculiger",2017
"2932",NA,4,6709,"mirrorwing flyingfish","hirundichthys speculiger",2017
"2933",NA,1,99219,"bigeye squaretail","tetragonurus atlanticus",2017
"2934",NA,2,40055,"bigeye squaretail","tetragonurus atlanticus",2017
"2935",NA,3,2741,"bigeye squaretail","tetragonurus atlanticus",2017
"2936",NA,4,6214,"bigeye squaretail","tetragonurus atlanticus",2017
"2937",NA,1,99295,"starry smooth-head","photostylus pycnopterus",2017
"2938",NA,2,418,"starry smooth-head","photostylus pycnopterus",2017
"2939",NA,4,18,"starry smooth-head","photostylus pycnopterus",2017
"2940",NA,1,105282,"pale bristlemouth","cyclothone alba",2017
"2941",NA,2,49938,"pale bristlemouth","cyclothone alba",2017
"2942",NA,3,59638,"pale bristlemouth","cyclothone alba",2017
"2943",NA,4,42218,"pale bristlemouth","cyclothone alba",2017
"2944",NA,5,1453,"pale bristlemouth","cyclothone alba",2017
"2945",NA,6,6675,"pale bristlemouth","cyclothone alba",2017
"2946",NA,7,3398,"pale bristlemouth","cyclothone alba",2017
"2947",NA,8,2675,"pale bristlemouth","cyclothone alba",2017
"2948",NA,9,180,"pale bristlemouth","cyclothone alba",2017
"2949",NA,10,4395,"pale bristlemouth","cyclothone alba",2017
"2950",NA,11,1119,"pale bristlemouth","cyclothone alba",2017
"2951",NA,1,105282,"black swallower","chiasmodon niger",2017
"2952",NA,2,13932,"black swallower","chiasmodon niger",2017
"2953",NA,4,11940,"black swallower","chiasmodon niger",2017
"2954",NA,1,105282,"lanternfish","nannobrachium lineatum",2017
"2955",NA,2,49938,"lanternfish","nannobrachium lineatum",2017
"2956",NA,3,43556,"lanternfish","nannobrachium lineatum",2017
"2957",NA,4,42218,"lanternfish","nannobrachium lineatum",2017
"2958",NA,5,1336,"lanternfish","nannobrachium lineatum",2017
"2959",NA,7,3178,"lanternfish","nannobrachium lineatum",2017
"2960",NA,8,2675,"lanternfish","nannobrachium lineatum",2017
"2961",NA,10,4225,"lanternfish","nannobrachium lineatum",2017
"2962",NA,11,1119,"lanternfish","nannobrachium lineatum",2017
"2963",NA,1,105282,"lantern fish","diaphus dumerilii",2017
"2964",NA,2,49938,"lantern fish","diaphus dumerilii",2017
"2965",NA,3,23980,"lantern fish","diaphus dumerilii",2017
"2966",NA,4,42167,"lantern fish","diaphus dumerilii",2017
"2967",NA,5,1351,"lantern fish","diaphus dumerilii",2017
"2968",NA,7,3005,"lantern fish","diaphus dumerilii",2017
"2969",NA,8,2675,"lantern fish","diaphus dumerilii",2017
"2970",NA,10,4035,"lantern fish","diaphus dumerilii",2017
"2971",NA,11,1119,"lantern fish","diaphus dumerilii",2017
"2972",NA,1,105282,"blackbelly pearleye","scopelarchus analis",2017
"2973",NA,2,49938,"blackbelly pearleye","scopelarchus analis",2017
"2974",NA,3,59638,"blackbelly pearleye","scopelarchus analis",2017
"2975",NA,4,42218,"blackbelly pearleye","scopelarchus analis",2017
"2976",NA,5,1453,"blackbelly pearleye","scopelarchus analis",2017
"2977",NA,6,6675,"blackbelly pearleye","scopelarchus analis",2017
"2978",NA,7,3398,"blackbelly pearleye","scopelarchus analis",2017
"2979",NA,8,2675,"blackbelly pearleye","scopelarchus analis",2017
"2980",NA,9,180,"blackbelly pearleye","scopelarchus analis",2017
"2981",NA,10,4395,"blackbelly pearleye","scopelarchus analis",2017
"2982",NA,11,1119,"blackbelly pearleye","scopelarchus analis",2017
"2983",NA,1,105282,"spurcheek lanternfish","bolinichthys photothorax",2017
"2984",NA,2,45317,"spurcheek lanternfish","bolinichthys photothorax",2017
"2985",NA,3,881,"spurcheek lanternfish","bolinichthys photothorax",2017
"2986",NA,4,20126,"spurcheek lanternfish","bolinichthys photothorax",2017
"2987",NA,1,57985,"garman's lanternfish","diaphus garmani",2017
"2988",NA,4,1365,"garman's lanternfish","diaphus garmani",2017
"2989",NA,1,105282,"sloane's viperfish","chauliodus sloani",2017
"2990",NA,2,5263,"sloane's viperfish","chauliodus sloani",2017
"2991",NA,4,10534,"sloane's viperfish","chauliodus sloani",2017
"2992",NA,1,52555,"atlantic fanfish","pterycombus brama",2017
"2993",NA,2,49938,"atlantic fanfish","pterycombus brama",2017
"2994",NA,3,59638,"atlantic fanfish","pterycombus brama",2017
"2995",NA,4,42218,"atlantic fanfish","pterycombus brama",2017
"2996",NA,5,1453,"atlantic fanfish","pterycombus brama",2017
"2997",NA,6,6675,"atlantic fanfish","pterycombus brama",2017
"2998",NA,7,3398,"atlantic fanfish","pterycombus brama",2017
"2999",NA,8,2675,"atlantic fanfish","pterycombus brama",2017
"3000",NA,9,180,"atlantic fanfish","pterycombus brama",2017
"3001",NA,10,4395,"atlantic fanfish","pterycombus brama",2017
"3002",NA,11,1119,"atlantic fanfish","pterycombus brama",2017
"3003",NA,1,81996,"myers whalefish","gyrinomimus myersi",2017
"3004",NA,4,45,"myers whalefish","gyrinomimus myersi",2017
"3005",NA,1,105282,"scalloped ribbonfish","zu cristatus",2017
"3006",NA,2,49938,"scalloped ribbonfish","zu cristatus",2017
"3007",NA,3,59638,"scalloped ribbonfish","zu cristatus",2017
"3008",NA,4,42218,"scalloped ribbonfish","zu cristatus",2017
"3009",NA,5,1453,"scalloped ribbonfish","zu cristatus",2017
"3010",NA,6,6675,"scalloped ribbonfish","zu cristatus",2017
"3011",NA,7,3398,"scalloped ribbonfish","zu cristatus",2017
"3012",NA,8,2675,"scalloped ribbonfish","zu cristatus",2017
"3013",NA,9,180,"scalloped ribbonfish","zu cristatus",2017
"3014",NA,10,4395,"scalloped ribbonfish","zu cristatus",2017
"3015",NA,11,1119,"scalloped ribbonfish","zu cristatus",2017
"3016",NA,1,105167,NA,"cetomimus gillii",2017
"3017",NA,2,26116,NA,"cetomimus gillii",2017
"3018",NA,4,40042,NA,"cetomimus gillii",2017
"3019",NA,5,91,NA,"cetomimus gillii",2017
"3020",NA,10,2839,NA,"cetomimus gillii",2017
"3021",NA,1,105282,"loosejaw","aristostomias tittmanni",2017
"3022",NA,2,49938,"loosejaw","aristostomias tittmanni",2017
"3023",NA,3,59638,"loosejaw","aristostomias tittmanni",2017
"3024",NA,4,42218,"loosejaw","aristostomias tittmanni",2017
"3025",NA,5,1453,"loosejaw","aristostomias tittmanni",2017
"3026",NA,6,6675,"loosejaw","aristostomias tittmanni",2017
"3027",NA,7,3398,"loosejaw","aristostomias tittmanni",2017
"3028",NA,8,2675,"loosejaw","aristostomias tittmanni",2017
"3029",NA,9,180,"loosejaw","aristostomias tittmanni",2017
"3030",NA,10,4395,"loosejaw","aristostomias tittmanni",2017
"3031",NA,11,1119,"loosejaw","aristostomias tittmanni",2017
"3032",NA,1,24854,"allied halosaur","aldrovandia affinis",2017
"3033",NA,2,6458,"allied halosaur","aldrovandia affinis",2017
"3034",NA,4,8898,"allied halosaur","aldrovandia affinis",2017
"3035",NA,1,105282,"snaggletooth","astronesthes niger",2017
"3036",NA,2,49938,"snaggletooth","astronesthes niger",2017
"3037",NA,3,59638,"snaggletooth","astronesthes niger",2017
"3038",NA,4,42218,"snaggletooth","astronesthes niger",2017
"3039",NA,5,1453,"snaggletooth","astronesthes niger",2017
"3040",NA,6,6675,"snaggletooth","astronesthes niger",2017
"3041",NA,7,3398,"snaggletooth","astronesthes niger",2017
"3042",NA,8,2675,"snaggletooth","astronesthes niger",2017
"3043",NA,9,180,"snaggletooth","astronesthes niger",2017
"3044",NA,10,4395,"snaggletooth","astronesthes niger",2017
"3045",NA,11,1119,"snaggletooth","astronesthes niger",2017
"3046",NA,1,199,"guachanche barracuda","sphyraena guachancho",2017
"3047",NA,2,13365,"guachanche barracuda","sphyraena guachancho",2017
"3048",NA,3,7349,"guachanche barracuda","sphyraena guachancho",2017
"3049",NA,4,36415,"guachanche barracuda","sphyraena guachancho",2017
"3050",NA,5,1453,"guachanche barracuda","sphyraena guachancho",2017
"3051",NA,7,2226,"guachanche barracuda","sphyraena guachancho",2017
"3052",NA,8,2675,"guachanche barracuda","sphyraena guachancho",2017
"3053",NA,10,4395,"guachanche barracuda","sphyraena guachancho",2017
"3054",NA,11,1119,"guachanche barracuda","sphyraena guachancho",2017
"3055",NA,1,105282,"noble lanternfish","lampanyctus nobilis",2017
"3056",NA,2,49938,"noble lanternfish","lampanyctus nobilis",2017
"3057",NA,3,59638,"noble lanternfish","lampanyctus nobilis",2017
"3058",NA,4,42218,"noble lanternfish","lampanyctus nobilis",2017
"3059",NA,5,1453,"noble lanternfish","lampanyctus nobilis",2017
"3060",NA,6,6672,"noble lanternfish","lampanyctus nobilis",2017
"3061",NA,7,3398,"noble lanternfish","lampanyctus nobilis",2017
"3062",NA,8,2675,"noble lanternfish","lampanyctus nobilis",2017
"3063",NA,9,180,"noble lanternfish","lampanyctus nobilis",2017
"3064",NA,10,4395,"noble lanternfish","lampanyctus nobilis",2017
"3065",NA,11,1119,"noble lanternfish","lampanyctus nobilis",2017
"3066",NA,1,105282,"oarfish","regalecus glesne",2017
"3067",NA,2,49938,"oarfish","regalecus glesne",2017
"3068",NA,3,59638,"oarfish","regalecus glesne",2017
"3069",NA,4,42218,"oarfish","regalecus glesne",2017
"3070",NA,5,1453,"oarfish","regalecus glesne",2017
"3071",NA,6,6673,"oarfish","regalecus glesne",2017
"3072",NA,7,3398,"oarfish","regalecus glesne",2017
"3073",NA,8,2675,"oarfish","regalecus glesne",2017
"3074",NA,9,180,"oarfish","regalecus glesne",2017
"3075",NA,10,4393,"oarfish","regalecus glesne",2017
"3076",NA,11,1119,"oarfish","regalecus glesne",2017
"3077",NA,1,200,"smooth puffer","lagocephalus laevigatus",2017
"3078",NA,2,1487,"smooth puffer","lagocephalus laevigatus",2017
"3079",NA,4,33824,"smooth puffer","lagocephalus laevigatus",2017
"3080",NA,5,1453,"smooth puffer","lagocephalus laevigatus",2017
"3081",NA,8,1498,"smooth puffer","lagocephalus laevigatus",2017
"3082",NA,10,4395,"smooth puffer","lagocephalus laevigatus",2017
"3083",NA,11,1120,"smooth puffer","lagocephalus laevigatus",2017
"3084",NA,1,105027,"flat-nose codling","antimora rostrata",2017
"3085",NA,2,2291,"flat-nose codling","antimora rostrata",2017
"3086",NA,4,4010,"flat-nose codling","antimora rostrata",2017
"3087",NA,1,250,"bigeye scad","selar crumenophthalmus",2017
"3088",NA,2,47648,"bigeye scad","selar crumenophthalmus",2017
"3089",NA,3,51015,"bigeye scad","selar crumenophthalmus",2017
"3090",NA,4,38209,"bigeye scad","selar crumenophthalmus",2017
"3091",NA,5,1453,"bigeye scad","selar crumenophthalmus",2017
"3092",NA,6,6674,"bigeye scad","selar crumenophthalmus",2017
"3093",NA,7,3397,"bigeye scad","selar crumenophthalmus",2017
"3094",NA,8,2675,"bigeye scad","selar crumenophthalmus",2017
"3095",NA,9,180,"bigeye scad","selar crumenophthalmus",2017
"3096",NA,10,4392,"bigeye scad","selar crumenophthalmus",2017
"3097",NA,11,1119,"bigeye scad","selar crumenophthalmus",2017
"3098",NA,1,105282,"blackfin waryfish","scopelosaurus lepidus",2017
"3099",NA,2,49938,"blackfin waryfish","scopelosaurus lepidus",2017
"3100",NA,3,59638,"blackfin waryfish","scopelosaurus lepidus",2017
"3101",NA,4,42218,"blackfin waryfish","scopelosaurus lepidus",2017
"3102",NA,5,1453,"blackfin waryfish","scopelosaurus lepidus",2017
"3103",NA,6,6675,"blackfin waryfish","scopelosaurus lepidus",2017
"3104",NA,7,3398,"blackfin waryfish","scopelosaurus lepidus",2017
"3105",NA,8,2675,"blackfin waryfish","scopelosaurus lepidus",2017
"3106",NA,9,180,"blackfin waryfish","scopelosaurus lepidus",2017
"3107",NA,10,4395,"blackfin waryfish","scopelosaurus lepidus",2017
"3108",NA,11,1119,"blackfin waryfish","scopelosaurus lepidus",2017
"3109",NA,1,105282,"lanternfish","bolinichthys indicus",2017
"3110",NA,2,49938,"lanternfish","bolinichthys indicus",2017
"3111",NA,3,59638,"lanternfish","bolinichthys indicus",2017
"3112",NA,4,42218,"lanternfish","bolinichthys indicus",2017
"3113",NA,5,1453,"lanternfish","bolinichthys indicus",2017
"3114",NA,6,6675,"lanternfish","bolinichthys indicus",2017
"3115",NA,7,3398,"lanternfish","bolinichthys indicus",2017
"3116",NA,8,2675,"lanternfish","bolinichthys indicus",2017
"3117",NA,9,180,"lanternfish","bolinichthys indicus",2017
"3118",NA,10,4395,"lanternfish","bolinichthys indicus",2017
"3119",NA,11,1119,"lanternfish","bolinichthys indicus",2017
"3120",NA,1,2249,"spotfin flyingfish","cheilopogon furcatus",2017
"3121",NA,2,2057,"spotfin flyingfish","cheilopogon furcatus",2017
"3122",NA,3,1460,"spotfin flyingfish","cheilopogon furcatus",2017
"3123",NA,4,2787,"spotfin flyingfish","cheilopogon furcatus",2017
"3124",NA,1,105122,"live sharksucker","echeneis naucrates",2017
"3125",NA,2,43151,"live sharksucker","echeneis naucrates",2017
"3126",NA,3,18553,"live sharksucker","echeneis naucrates",2017
"3127",NA,4,42218,"live sharksucker","echeneis naucrates",2017
"3128",NA,5,1453,"live sharksucker","echeneis naucrates",2017
"3129",NA,6,499,"live sharksucker","echeneis naucrates",2017
"3130",NA,7,3398,"live sharksucker","echeneis naucrates",2017
"3131",NA,8,2675,"live sharksucker","echeneis naucrates",2017
"3132",NA,9,180,"live sharksucker","echeneis naucrates",2017
