rgn_id,sasi,year,score,rgn_name,state_abv,state_name
2,0.2764772223373052,2012,0.7235227776626948,Georges Bank,NA,NA
3,0.3160911173622734,2012,0.6839088826377266,Gulf of Maine,NA,NA
4,0.3400992040407329,2012,0.6599007959592671,Mid-Atlantic Bight,NA,NA
5,0.0837304047521699,2012,0.9162695952478301,Connecticut,CT,Connecticut
6,0.16619536158295062,2012,0.8338046384170494,Maine,ME,Maine
7,0.3507410656844375,2012,0.6492589343155625,Massachusetts-North,MA,Massachusetts
8,0.3706169917735524,2012,0.6293830082264475,Massachusetts-South,MA,Massachusetts
9,0.4446857246107229,2012,0.555314275389277,New Hampshire,NH,New Hampshire
10,0.32342139201851183,2012,0.6765786079814882,New York,NY,New York
11,0.5798997824174579,2012,0.4201002175825421,Rhode Island,RI,Rhode Island
1,0.024196263440513337,2013,0.9758037365594867,Offshore,NA,NA
2,0.27665536056599854,2013,0.7233446394340015,Georges Bank,NA,NA
3,0.31560506238547015,2013,0.6843949376145299,Gulf of Maine,NA,NA
4,0.3460488339345943,2013,0.6539511660654057,Mid-Atlantic Bight,NA,NA
5,0.07990821732086881,2013,0.9200917826791312,Connecticut,CT,Connecticut
6,0.14030105428431539,2013,0.8596989457156846,Maine,ME,Maine
7,0.3335023900968173,2013,0.6664976099031827,Massachusetts-North,MA,Massachusetts
8,0.3643846804369756,2013,0.6356153195630244,Massachusetts-South,MA,Massachusetts
9,0.4015648782919239,2013,0.5984351217080761,New Hampshire,NH,New Hampshire
10,0.3164801985604606,2013,0.6835198014395394,New York,NY,New York
11,0.5871994990398892,2013,0.4128005009601108,Rhode Island,RI,Rhode Island
1,0.023995578528862364,2014,0.9760044214711376,Offshore,NA,NA
2,0.2679747959762095,2014,0.7320252040237905,Georges Bank,NA,NA
3,0.3111729173474453,2014,0.6888270826525547,Gulf of Maine,NA,NA
4,0.3559068173474553,2014,0.6440931826525447,Mid-Atlantic Bight,NA,NA
5,0.07564935199735774,2014,0.9243506480026422,Connecticut,CT,Connecticut
6,0.11512880857227939,2014,0.8848711914277206,Maine,ME,Maine
7,0.2941742533517473,2014,0.7058257466482527,Massachusetts-North,MA,Massachusetts
8,0.3881503488015191,2014,0.6118496511984809,Massachusetts-South,MA,Massachusetts
9,0.3364903311656174,2014,0.6635096688343827,New Hampshire,NH,New Hampshire
10,0.3050547128651588,2014,0.6949452871348412,New York,NY,New York
11,0.5798533992944401,2014,0.42014660070555987,Rhode Island,RI,Rhode Island
1,0.023521421576237666,2015,0.9764785784237623,Offshore,NA,NA
2,0.2635820336994502,2015,0.7364179663005498,Georges Bank,NA,NA
3,0.32874163422330255,2015,0.6712583657766975,Gulf of Maine,NA,NA
4,0.3521192419544246,2015,0.6478807580455754,Mid-Atlantic Bight,NA,NA
5,0.0711993586389384,2015,0.9288006413610616,Connecticut,CT,Connecticut
6,0.09595578828520879,2015,0.9040442117147912,Maine,ME,Maine
7,0.2705162817459627,2015,0.7294837182540372,Massachusetts-North,MA,Massachusetts
8,0.4067904692302753,2015,0.5932095307697247,Massachusetts-South,MA,Massachusetts
9,0.2857094029974005,2015,0.7142905970025994,New Hampshire,NH,New Hampshire
10,0.2859191584207056,2015,0.7140808415792944,New York,NY,New York
11,0.5606577040108176,2015,0.4393422959891824,Rhode Island,RI,Rhode Island
1,0.02351155833187926,2016,0.9764884416681208,Offshore,NA,NA
2,0.2493931646718797,2016,0.7506068353281203,Georges Bank,NA,NA
3,0.33609276874261146,2016,0.6639072312573886,Gulf of Maine,NA,NA
4,0.34030635939776777,2016,0.6596936406022322,Mid-Atlantic Bight,NA,NA
5,0.06888584446109099,2016,0.931114155538909,Connecticut,CT,Connecticut
6,0.0840780320189134,2016,0.9159219679810866,Maine,ME,Maine
7,0.2586290753897627,2016,0.7413709246102373,Massachusetts-North,MA,Massachusetts
8,0.3986365958867898,2016,0.6013634041132102,Massachusetts-South,MA,Massachusetts
9,0.2548313294459322,2016,0.7451686705540679,New Hampshire,NH,New Hampshire
10,0.27590689232793647,2016,0.7240931076720636,New York,NY,New York
11,0.5527862131390489,2016,0.44721378686095115,Rhode Island,RI,Rhode Island
1,0.02294659191155719,2017,0.9770534080884428,Offshore,NA,NA
2,0.228260102517725,2017,0.771739897482275,Georges Bank,NA,NA
3,0.3453049325547606,2017,0.6546950674452394,Gulf of Maine,NA,NA
4,0.3324640450595561,2017,0.6675359549404438,Mid-Atlantic Bight,NA,NA
5,0.06575464125634932,2017,0.9342453587436507,Connecticut,CT,Connecticut
6,0.07998425346975677,2017,0.9200157465302432,Maine,ME,Maine
7,0.24218491594244154,2017,0.7578150840575585,Massachusetts-North,MA,Massachusetts
8,0.3815815679805289,2017,0.6184184320194711,Massachusetts-South,MA,Massachusetts
9,0.24273544662325075,2017,0.7572645533767492,New Hampshire,NH,New Hampshire
10,0.26813152457026845,2017,0.7318684754297315,New York,NY,New York
11,0.551271712347918,2017,0.44872828765208195,Rhode Island,RI,Rhode Island
