intercept,rmse,rsquared,mae,goal,model,lag
TRUE,0.14983650042176,0.21049088873814434,0.0918167158419678,HAB,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),1
TRUE,0.08371265653889606,0.6936685287675994,0.05994565189202356,HAB,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),1
TRUE,0.08357275216002823,0.6958272858810418,0.061000037441191354,HAB,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),1
TRUE,0.1530549118839238,0.1794459207659101,0.0952210647241276,HAB,intercept only,1
TRUE,0.2232037582695486,0.15756567593875298,0.15938761666360715,HAB,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),2
TRUE,0.13353468478335362,0.692411622261419,0.09953532820948052,HAB,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),2
TRUE,0.1324014392447413,0.6992758332152882,0.09517924815358084,HAB,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),2
TRUE,0.22238614942910295,0.1613332603266457,0.15701839785068736,HAB,intercept only,2
TRUE,0.2920927254802581,0.09749615717809312,0.20981417186871532,HAB,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),3
TRUE,0.16518843047537188,0.6773746561809709,0.11977136460418804,HAB,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),3
TRUE,0.1555005420084177,0.7146269298741217,0.11096175069816726,HAB,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),3
TRUE,0.2912587796558058,0.09923035374741673,0.20648006821804804,HAB,intercept only,3
TRUE,0.32395477020663843,0.07181622408818655,0.24110056364613708,HAB,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),4
TRUE,0.1674823917148497,0.7076156507190378,0.13093867872673795,HAB,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),4
TRUE,0.15434243656499355,0.7516194793477896,0.11265485399730342,HAB,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),4
TRUE,0.3213304370639963,0.07889832192517829,0.23747908599111278,HAB,intercept only,4
TRUE,0.33275190740021315,0.0981403909668688,0.2612121908752197,HAB,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),5
TRUE,0.17679018391937212,0.7044354100275387,0.13605739932274763,HAB,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),5
TRUE,0.1651842449751736,0.7418792125575953,0.12420348051612348,HAB,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),5
TRUE,0.3311966432605832,0.10102982163503915,0.25500193814401034,HAB,intercept only,5
TRUE,0.3257638091871274,0.16566160125214757,0.25358711712769394,HAB,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),6
TRUE,0.1857425301956422,0.6828641035998098,0.14868762095206306,HAB,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),6
TRUE,0.1764339839535349,0.7138398512284434,0.13829483881932256,HAB,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),6
TRUE,0.3233385352605631,0.17076722704769223,0.24569677503250414,HAB,intercept only,6
TRUE,0.189426791745312,0.42021927707263873,0.13109169036381604,HS,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),1
TRUE,0.14554282897241883,0.7052380212252796,0.1030854451058112,HS,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),1
TRUE,0.14563939681946672,0.705876989462867,0.10595824040377629,HS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),1
TRUE,0.20092206930370626,0.3506469472455602,0.13991278038409727,HS,intercept only,1
TRUE,0.3149639792021988,0.35532542219741015,0.23476949656670804,HS,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),2
TRUE,0.2121409568730538,0.7530606933340205,0.15382086927637267,HS,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),2
TRUE,0.2112484575125746,0.7562281168210687,0.15093277309497888,HS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),2
TRUE,0.31530175409303685,0.35308100605073833,0.23191292892320917,HS,intercept only,2
TRUE,0.41001898625108335,0.31696820032086526,0.30436288523049954,HS,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),3
TRUE,0.2624945109651542,0.7568000694514884,0.1901484185725421,HS,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),3
TRUE,0.24774615799733127,0.7837457046266841,0.17698709229079557,HS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),3
TRUE,0.4130903236595427,0.3062500005201388,0.30570463844273754,HS,intercept only,3
TRUE,0.48900549077933136,0.25052428495637213,0.3749153267365731,HS,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),4
TRUE,0.25328272202188895,0.7925993822210234,0.2007685741588821,HS,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),4
TRUE,0.23559517814984784,0.8206126487760327,0.17787825413127406,HS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),4
TRUE,0.48757261845264227,0.2519606024787085,0.3706610403972526,HS,intercept only,4
TRUE,0.4989061876557497,0.4147108263973729,0.4107496478797484,HS,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),5
TRUE,0.2695483474976162,0.7801375126557268,0.2166899388640289,HS,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),5
TRUE,0.25654292807050033,0.8010153171866713,0.20240114186353939,HS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),5
TRUE,0.49495629238156286,0.421239753038038,0.4102413796666063,HS,intercept only,5
TRUE,0.45384274534541585,0.5623908856476204,0.3558314794814571,HS,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),6
TRUE,0.29818230946982205,0.7322413378119542,0.23993852485646347,HS,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),6
TRUE,0.28838778539791526,0.7499804507420235,0.23067700896061086,HS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),6
TRUE,0.452866702796734,0.5628808145442367,0.3544936496442404,HS,intercept only,6
TRUE,0.15428329815398678,0.3957730461615149,0.1093284543160361,ICO,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),1
TRUE,0.1442247000881636,0.34114668706774454,0.09422980849764619,ICO,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),1
TRUE,0.14767191650067737,0.3194231918310867,0.09609262201790561,ICO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),1
TRUE,0.1540631569604122,0.39551921226922027,0.1090603018968215,ICO,intercept only,1
TRUE,0.20207996840212325,0.3664403163187554,0.1620386114002714,ICO,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),2
TRUE,0.16626561906723444,0.44155673664343564,0.1115659700792556,ICO,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),2
TRUE,0.16588687522387238,0.44640233878536256,0.11501767931554921,ICO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),2
TRUE,0.20195447430761784,0.36568333865320346,0.16309846835472172,ICO,intercept only,2
TRUE,0.28688444788584555,0.34894618376555603,0.2255253625116404,ICO,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),3
TRUE,0.19386188219058367,0.45358855990409747,0.1326625458932372,ICO,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),3
TRUE,0.1952748097698968,0.44965167208659734,0.13765054622275544,ICO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),3
TRUE,0.284826609331324,0.35501181438284246,0.22414709578440087,ICO,intercept only,3
TRUE,0.3356060292550529,0.2733297671583471,0.2691212954264604,ICO,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),4
TRUE,0.22144228262022042,0.31708081770227303,0.1609527041709878,ICO,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),4
TRUE,0.21706275149125268,0.3465454019033411,0.15407490312940575,ICO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),4
TRUE,0.3359026013669068,0.26776935291444853,0.2705272137836819,ICO,intercept only,4
TRUE,0.37645439193780034,0.4092692668818048,0.3050734985527134,ICO,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),5
TRUE,0.25285677794763306,0.270270825147905,0.18999361620508584,ICO,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),5
TRUE,0.25457776859819314,0.27139629187095676,0.18665702606445828,ICO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),5
TRUE,0.37503282930777015,0.40946237970253613,0.30405150496949657,ICO,intercept only,5
TRUE,0.3788232952263782,0.5455016064757521,0.3047873833267459,ICO,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),6
TRUE,0.2926646521105435,0.30188771702215544,0.21734499144235317,ICO,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),6
TRUE,0.2987859412241908,0.28643594233313674,0.21897368449750804,ICO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),6
TRUE,0.3750935151770176,0.5508092028706194,0.30809401527971475,ICO,intercept only,6
TRUE,9.095300579096756,0.24686476075935146,3.875665003382178,LIV,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),1
TRUE,9.08591773152651,0.24503921297502512,3.7209251131115106,LIV,intercept only,1
TRUE,12.056516198599526,0.3419544896264908,5.5387036809754395,LIV,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),2
TRUE,12.051483920119301,0.33959372179085856,5.307526649915933,LIV,intercept only,2
TRUE,16.907590591878847,0.34713148088480034,7.737381093453278,LIV,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),3
TRUE,16.897751568587125,0.34481504520210843,7.410197703158287,LIV,intercept only,3
TRUE,22.622192330939793,0.2866924174604394,11.171268499879602,LIV,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),4
TRUE,22.62665489860468,0.28279577073797807,10.652492733900848,LIV,intercept only,4
TRUE,22.479500276708034,0.29718609207822005,12.23781066581616,LIV,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),5
TRUE,22.515276170830074,0.2907328671129768,11.66850634042559,LIV,intercept only,5
TRUE,16.018264968700294,0.34531946304178684,8.797257794943718,LIV,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),6
TRUE,16.00675442373991,0.34168488997099017,8.482540009233961,LIV,intercept only,6
TRUE,0.09286938149365315,0.2912562785361861,0.07530722123451102,LSP,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),1
TRUE,0.0896049891842113,0.43985617204741895,0.06887907115050959,LSP,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),1
TRUE,0.09003262790237018,0.441366139023771,0.06870909743097639,LSP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),1
TRUE,0.10448364753921817,0.12268263020455586,0.08018916255936155,LSP,intercept only,1
TRUE,0.13328264307440787,0.21679616611232674,0.10531461577235278,LSP,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),2
TRUE,0.10336792143125409,0.6007825462972595,0.07492354896343092,LSP,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),2
TRUE,0.10299031950238116,0.6061002713203995,0.07505237545992818,LSP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),2
TRUE,0.1348555871817708,0.19853217827519995,0.10315875442422986,LSP,intercept only,2
TRUE,0.14741437654560066,0.20196097669382804,0.11835611155553209,LSP,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),3
TRUE,0.11147207019168287,0.6022921368838553,0.08415052776126862,LSP,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),3
TRUE,0.10919077465161504,0.6200103737950108,0.0816487599322534,LSP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),3
TRUE,0.14871445968841404,0.18761061326286815,0.1174526354493256,LSP,intercept only,3
TRUE,0.16654480710096262,0.16305218989655873,0.13548235464332037,LSP,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),4
TRUE,0.10984444356577044,0.6553048956655969,0.08335424505001574,LSP,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),4
TRUE,0.10499707826405309,0.6861480916285816,0.08147883401619634,LSP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),4
TRUE,0.16774799633373697,0.1498656901193714,0.13287871282589853,LSP,intercept only,4
TRUE,0.17329682950638617,0.19473586199019036,0.14100558087792933,LSP,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),5
TRUE,0.1249539373156435,0.5624714258569651,0.08952835291898163,LSP,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),5
TRUE,0.11965063336008555,0.5991281328899692,0.0855386529974665,LSP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),5
TRUE,0.17437950149893214,0.1828815998848569,0.14181793888044947,LSP,intercept only,5
TRUE,0.15350581793639428,0.3165543081488001,0.12486167296111295,LSP,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),6
TRUE,0.14371284987719998,0.4547064563873681,0.10851054989819132,LSP,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),6
TRUE,0.13504260716429597,0.5160619886012987,0.10076036394238777,LSP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),6
TRUE,0.15953804234746014,0.26440332544337053,0.12541145026186762,LSP,intercept only,6
TRUE,0.13227956735669286,0.4833641396941176,0.08863188536033523,MAR,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),1
TRUE,0.1323000679097243,0.48424021740264717,0.08738085299627418,MAR,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),1
TRUE,0.1331937546533509,0.47851224061008685,0.08848540370112062,MAR,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),1
TRUE,0.22678929364360173,0.29643894039696206,0.14841339443691706,MAR,intercept only,1
TRUE,0.15688949747887998,0.6419449780877584,0.1080300364602875,MAR,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),2
TRUE,0.15406940638610397,0.654159671008999,0.10767263487136243,MAR,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),2
TRUE,0.1553242670966926,0.6493972768424527,0.10907039605644042,MAR,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),2
TRUE,0.30658517753927167,0.2987454403728891,0.23792460857773465,MAR,intercept only,2
TRUE,0.1818925400017756,0.6347630653333489,0.13445510611786726,MAR,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),3
TRUE,0.17818865979122314,0.6489072613825331,0.13160417520440884,MAR,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),3
TRUE,0.17962070167849176,0.6442662213463957,0.1332466869588412,MAR,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),3
TRUE,0.4712683016509167,0.21604638557008718,0.35709900750430296,MAR,intercept only,3
TRUE,0.21177716406836594,0.5667446557121727,0.15653794975342275,MAR,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),4
TRUE,0.20696783526484705,0.5849089187364941,0.14668984311781827,MAR,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),4
TRUE,0.20910302725347601,0.578116671564357,0.1482657027822578,MAR,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),4
TRUE,0.5521810776918791,0.1989036018812714,0.43438663147791085,MAR,intercept only,4
TRUE,0.20898543729830715,0.6094458006171198,0.166602607046624,MAR,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),5
TRUE,0.20124092115300463,0.6361785599324661,0.15273722523588826,MAR,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),5
TRUE,0.20218819389119613,0.6339682596336975,0.1553750065158798,MAR,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),5
TRUE,0.610484047958208,0.296983790456136,0.5038295096170602,MAR,intercept only,5
TRUE,0.24764264961850577,0.5144819071552772,0.2011710224802509,MAR,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),6
TRUE,0.23571687748501707,0.5568302680719521,0.1804726178981375,MAR,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),6
TRUE,0.23796574764482198,0.5500145113164308,0.1858980288382695,MAR,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),6
TRUE,0.6406003488034858,0.4173901857239404,0.5575382385616386,MAR,intercept only,6
TRUE,0.24451259054128915,0.17474900141333516,0.15533829212549052,RAO,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),1
TRUE,0.157606078261436,0.45666912374661767,0.09844328771162676,RAO,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),1
TRUE,0.15955774958072177,0.44742988997584765,0.098522237656717,RAO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),1
TRUE,0.24606405687377186,0.16507632193831806,0.1589530444745321,RAO,intercept only,1
TRUE,0.32000964704616286,0.2154773982279517,0.2404134266207628,RAO,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),2
TRUE,0.17738757460271323,0.6738980335446624,0.12098438965144204,RAO,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),2
TRUE,0.18051049062257396,0.6637264045880189,0.12266497661246432,RAO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),2
TRUE,0.3182014554438313,0.22156166683106313,0.23849609585742473,RAO,intercept only,2
TRUE,0.4595686805970486,0.11824465952181448,0.3531169641274413,RAO,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),3
TRUE,0.20658093233919597,0.6930124433161733,0.14656328223663398,RAO,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),3
TRUE,0.2106894471986543,0.6819224753059298,0.14704450852065976,RAO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),3
TRUE,0.4560704106384674,0.12543722235070093,0.35232064302288296,RAO,intercept only,3
TRUE,0.520193975470848,0.10402694479940858,0.4083194114180988,RAO,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),4
TRUE,0.2078349099463766,0.7228041104910625,0.1442933950647668,RAO,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),4
TRUE,0.21286155406620968,0.7101533400236127,0.14620947661180886,RAO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),4
TRUE,0.5167479233703607,0.10864003349325094,0.4127709246197796,RAO,intercept only,4
TRUE,0.565009061111726,0.15584620820946357,0.48439489035896843,RAO,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),5
TRUE,0.22683070603663968,0.649906128854951,0.15909366840802455,RAO,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),5
TRUE,0.23242078785784578,0.6341691734239968,0.1622342803558471,RAO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),5
TRUE,0.5588937739858966,0.1653035576271666,0.48095523897431247,RAO,intercept only,5
TRUE,0.5714441768088437,0.2866190176805097,0.499843467038816,RAO,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),6
TRUE,0.23785241155887527,0.5993248624073323,0.17512336721524926,RAO,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),6
TRUE,0.24361612277562067,0.5823109549517359,0.17941797664232217,RAO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),6
TRUE,0.5637059828567387,0.2978746705438792,0.4993865119089854,RAO,intercept only,6
TRUE,0.20606834747820815,0.38625300058941275,0.1342595912017912,SPFIS,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),1
TRUE,0.20889685643747122,0.22333519988797473,0.14558451872726957,SPFIS,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),1
TRUE,0.20982896900384482,0.21902758724302526,0.14689944690529885,SPFIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),1
TRUE,0.2082766235302618,0.3726816571254049,0.1338561915754899,SPFIS,intercept only,1
TRUE,0.23651877954461553,0.4826071362203987,0.1754100894071139,SPFIS,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),2
TRUE,0.24843181929350364,0.3409828079749626,0.17646814585355497,SPFIS,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),2
TRUE,0.25097562365706594,0.33209158861589055,0.17928575089660828,SPFIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),2
TRUE,0.23463356371305055,0.48891361070981054,0.17394048055367198,SPFIS,intercept only,2
TRUE,0.2932956814947435,0.5075610477051173,0.21496475708158388,SPFIS,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),3
TRUE,0.2817507974621883,0.3583653585217813,0.20965200136044748,SPFIS,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),3
TRUE,0.28584593694342,0.345137832187612,0.2142920725915028,SPFIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),3
TRUE,0.2912511872941843,0.5126990432599603,0.21418710494452226,SPFIS,intercept only,3
TRUE,0.31566310309533885,0.5539361271961806,0.25462672478099585,SPFIS,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),4
TRUE,0.3201741140947882,0.42117063976432323,0.2556602514508101,SPFIS,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),4
TRUE,0.32352054691673154,0.412860046270857,0.25925889622121795,SPFIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),4
TRUE,0.31293598199134204,0.5599495782877397,0.2529978915319726,SPFIS,intercept only,4
TRUE,0.3649943544220399,0.5445689482673901,0.28691307187643655,SPFIS,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),5
TRUE,0.3906949486593739,0.36058132516882074,0.3039254609765864,SPFIS,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),5
TRUE,0.39658658371713634,0.3484900016186209,0.31038481872299545,SPFIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),5
TRUE,0.3608145805473125,0.5527569096970886,0.28310137005260494,SPFIS,intercept only,5
TRUE,0.37764347092602474,0.5974902035878359,0.2890972459276202,SPFIS,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),6
TRUE,0.441561889017451,0.34244679685207746,0.32791240433979996,SPFIS,d_prs ~ 1 + res_soc + factor(year) + factor(region_id),6
TRUE,0.4468385952909735,0.33298534787553796,0.3312887019173639,SPFIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(region_id),6
TRUE,0.3741219506986411,0.6034408149261202,0.28519175038454775,SPFIS,intercept only,6
TRUE,0.15428329815398678,0.3957730461615149,0.1093284543160361,SPP,d_prs ~ 1 + res_reg + factor(year) + factor(region_id),1
