term,estimate,std.error,statistic,p.value,adj_r_squared,aicc,yrs,rgns,params,intercept,rmse,rsquared,mae,model,goal,lag,model_error
prs_omit_soc,-0.016382348863490517,0.023307468874619052,-0.7028797915216899,0.4844954295048619,0.03534647883081787,142.5319893222181,10,7,35,TRUE,0.5154859852499024,0.001626755371292163,0.3056253704516131,prs_ecol_only,ECO,2,NA
factor(region_id)5,0.013389561877220854,0.19451815359934635,0.06883451045294031,0.9453204413495245,0.03534647883081787,142.5319893222181,10,7,35,TRUE,0.5154859852499024,0.001626755371292163,0.3056253704516131,prs_ecol_only,ECO,2,NA
factor(region_id)6,0.058207658027466434,0.19488574018844848,0.2986758188217436,0.766085073046413,0.03534647883081787,142.5319893222181,10,7,35,TRUE,0.5154859852499024,0.001626755371292163,0.3056253704516131,prs_ecol_only,ECO,2,NA
factor(region_id)7,0.04865586375466144,0.19765874890921123,0.2461609416389157,0.8062884593900984,0.03534647883081787,142.5319893222181,10,7,35,TRUE,0.5154859852499024,0.001626755371292163,0.3056253704516131,prs_ecol_only,ECO,2,NA
factor(region_id)8,0.303754897753697,0.19434293427757698,1.5629840049643824,0.12263150323814305,0.03534647883081787,142.5319893222181,10,7,35,TRUE,0.5154859852499024,0.001626755371292163,0.3056253704516131,prs_ecol_only,ECO,2,NA
factor(region_id)9,0.4983523466823208,0.1943082931265374,2.5647507816755093,0.01250385750374167,0.03534647883081787,142.5319893222181,10,7,35,TRUE,0.5154859852499024,0.001626755371292163,0.3056253704516131,prs_ecol_only,ECO,2,NA
factor(region_id)10,-0.01352128816058595,0.19430298805394314,-0.06958867846557315,0.9447223335625641,0.03534647883081787,142.5319893222181,10,7,35,TRUE,0.5154859852499024,0.001626755371292163,0.3056253704516131,prs_ecol_only,ECO,2,NA
factor(region_id)11,0.04042174558606234,0.19471035937523304,0.2075993579168749,0.8361533068503759,0.03534647883081787,142.5319893222181,10,7,35,TRUE,0.5154859852499024,0.001626755371292163,0.3056253704516131,prs_ecol_only,ECO,2,NA
factor(year)2006,-0.06933829156472363,0.24827407005386345,-0.27928124572042734,0.7808644174686583,0.03534647883081787,142.5319893222181,10,7,35,TRUE,0.5154859852499024,0.001626755371292163,0.3056253704516131,prs_ecol_only,ECO,2,NA
factor(year)2007,-0.18128719442320967,0.4230989187305183,-0.4284747287162787,0.6696401619973205,0.03534647883081787,142.5319893222181,10,7,35,TRUE,0.5154859852499024,0.001626755371292163,0.3056253704516131,prs_ecol_only,ECO,2,NA
factor(year)2008,0.33309951726272696,0.25076793133145425,1.3283178414964487,0.1884500025752902,0.03534647883081787,142.5319893222181,10,7,35,TRUE,0.5154859852499024,0.001626755371292163,0.3056253704516131,prs_ecol_only,ECO,2,NA
factor(year)2009,0.3200777073670089,0.23468426181533145,1.3638652412869166,0.17704278887483782,0.03534647883081787,142.5319893222181,10,7,35,TRUE,0.5154859852499024,0.001626755371292163,0.3056253704516131,prs_ecol_only,ECO,2,NA
factor(year)2010,0.13956635589524677,0.3159222379523947,0.44177439612933345,0.6600339355540055,0.03534647883081787,142.5319893222181,10,7,35,TRUE,0.5154859852499024,0.001626755371292163,0.3056253704516131,prs_ecol_only,ECO,2,NA
factor(year)2011,0.45956001549853526,0.3596812649357439,1.2776868308129266,0.2056419514924621,0.03534647883081787,142.5319893222181,10,7,35,TRUE,0.5154859852499024,0.001626755371292163,0.3056253704516131,prs_ecol_only,ECO,2,NA
factor(year)2012,0.34031591432730596,0.3490829147107848,0.9748856216846296,0.3330224796647804,0.03534647883081787,142.5319893222181,10,7,35,TRUE,0.5154859852499024,0.001626755371292163,0.3056253704516131,prs_ecol_only,ECO,2,NA
factor(year)2013,0.17544621536091531,0.2636949110955788,0.6653378885166393,0.5080523703646658,0.03534647883081787,142.5319893222181,10,7,35,TRUE,0.5154859852499024,0.001626755371292163,0.3056253704516131,prs_ecol_only,ECO,2,NA
factor(year)2014,0.19062209216037765,0.3295770179106425,0.5783840553228764,0.5648879467946718,0.03534647883081787,142.5319893222181,10,7,35,TRUE,0.5154859852499024,0.001626755371292163,0.3056253704516131,prs_ecol_only,ECO,2,NA
factor(year)2015,0.030177416325272675,0.23844237291363568,0.12656062744436367,0.8996562411695248,0.03534647883081787,142.5319893222181,10,7,35,TRUE,0.5154859852499024,0.001626755371292163,0.3056253704516131,prs_ecol_only,ECO,2,NA
(Intercept),-0.5724882728294572,0.5954466270364963,-0.9614434725723421,0.33968646345235975,0.037691052289255955,142.3178465254709,10,7,35,TRUE,0.5128098705810578,0.0030750230876583234,0.29930272904463195,prs_ecol_soc,ECO,2,NA
pressures,0.017568815377080535,0.02157095092027017,0.8144664295059502,0.41817994277845716,0.037691052289255955,142.3178465254709,10,7,35,TRUE,0.5128098705810578,0.0030750230876583234,0.29930272904463195,prs_ecol_soc,ECO,2,NA
factor(region_id)5,0.015282389545401648,0.19433531974532417,0.07863927959893843,0.937547158294893,0.037691052289255955,142.3178465254709,10,7,35,TRUE,0.5128098705810578,0.0030750230876583234,0.29930272904463195,prs_ecol_soc,ECO,2,NA
factor(region_id)6,0.009298979266353508,0.20737477006751306,0.0448414205032084,0.9643632314377282,0.037691052289255955,142.3178465254709,10,7,35,TRUE,0.5128098705810578,0.0030750230876583234,0.29930272904463195,prs_ecol_soc,ECO,2,NA
factor(region_id)7,0.04874663416038929,0.1965908560650579,0.24795982446028692,0.8049019307600531,0.037691052289255955,142.3178465254709,10,7,35,TRUE,0.5128098705810578,0.0030750230876583234,0.29930272904463195,prs_ecol_soc,ECO,2,NA
factor(region_id)8,0.3327055673072044,0.19666984197614173,1.691695910080435,0.09521595257648127,0.037691052289255955,142.3178465254709,10,7,35,TRUE,0.5128098705810578,0.0030750230876583234,0.29930272904463195,prs_ecol_soc,ECO,2,NA
factor(region_id)9,0.4603794784335431,0.19918062203874218,2.311366807279052,0.023805237580952255,0.037691052289255955,142.3178465254709,10,7,35,TRUE,0.5128098705810578,0.0030750230876583234,0.29930272904463195,prs_ecol_soc,ECO,2,NA
factor(region_id)10,-0.04175265291760165,0.19735513460281015,-0.21156101664966323,0.8330731681305371,0.037691052289255955,142.3178465254709,10,7,35,TRUE,0.5128098705810578,0.0030750230876583234,0.29930272904463195,prs_ecol_soc,ECO,2,NA
factor(region_id)11,0.05894271965639841,0.1944201204426373,0.3031719120541805,0.7626710547144482,0.037691052289255955,142.3178465254709,10,7,35,TRUE,0.5128098705810578,0.0030750230876583234,0.29930272904463195,prs_ecol_soc,ECO,2,NA
factor(year)2006,0.0247061466240191,0.2295700634463128,0.10761920022641311,0.9146100852858186,0.037691052289255955,142.3178465254709,10,7,35,TRUE,0.5128098705810578,0.0030750230876583234,0.29930272904463195,prs_ecol_soc,ECO,2,NA
factor(year)2007,0.20458118778347684,0.28172724682097394,0.7261675613274273,0.4701922058998004,0.037691052289255955,142.3178465254709,10,7,35,TRUE,0.5128098705810578,0.0030750230876583234,0.29930272904463195,prs_ecol_soc,ECO,2,NA
factor(year)2008,0.42518543155005095,0.2286815540693594,1.8592904586484125,0.06725009481139876,0.037691052289255955,142.3178465254709,10,7,35,TRUE,0.5128098705810578,0.0030750230876583234,0.29930272904463195,prs_ecol_soc,ECO,2,NA
factor(year)2009,0.2747605478256854,0.2276667748251198,1.2068539559043705,0.23160963712096683,0.037691052289255955,142.3178465254709,10,7,35,TRUE,0.5128098705810578,0.0030750230876583234,0.29930272904463195,prs_ecol_soc,ECO,2,NA
factor(year)2010,-0.1383216975143393,0.27383021948130354,-0.5051367149190178,0.6150725023210903,0.037691052289255955,142.3178465254709,10,7,35,TRUE,0.5128098705810578,0.0030750230876583234,0.29930272904463195,prs_ecol_soc,ECO,2,NA
factor(year)2011,0.16673482105868073,0.25695251687211795,0.6488935118766032,0.5185612004788122,0.037691052289255955,142.3178465254709,10,7,35,TRUE,0.5128098705810578,0.0030750230876583234,0.29930272904463195,prs_ecol_soc,ECO,2,NA
factor(year)2012,0.07535754140198477,0.24739583331939627,0.30460311473676144,0.7615852852083348,0.037691052289255955,142.3178465254709,10,7,35,TRUE,0.5128098705810578,0.0030750230876583234,0.29930272904463195,prs_ecol_soc,ECO,2,NA
factor(year)2013,0.07202619180543585,0.22789492131637115,0.3160500084398403,0.7529186212581964,0.037691052289255955,142.3178465254709,10,7,35,TRUE,0.5128098705810578,0.0030750230876583234,0.29930272904463195,prs_ecol_soc,ECO,2,NA
factor(year)2014,-0.07001104496619187,0.2547345967457977,-0.27483916931808294,0.7842610719093408,0.037691052289255955,142.3178465254709,10,7,35,TRUE,0.5128098705810578,0.0030750230876583234,0.29930272904463195,prs_ecol_soc,ECO,2,NA
factor(year)2015,-0.02252851323429156,0.22759260624429062,-0.0989861384605358,0.9214362915213833,0.037691052289255955,142.3178465254709,10,7,35,TRUE,0.5128098705810578,0.0030750230876583234,0.29930272904463195,prs_ecol_soc,ECO,2,NA
(Intercept),-0.11741402898092212,0.20533763696601873,-0.5718095850121863,0.5692826799469497,0.0423189944635064,139.79898150255394,10,7,34,TRUE,0.5090564674440089,0.0034963628491623874,0.29727454079010535,intercept only,ECO,2,NA
factor(region_id)5,0.0068813014650886736,0.19359418070865786,0.03554498094880457,0.9717463475201089,0.0423189944635064,139.79898150255394,10,7,34,TRUE,0.5090564674440089,0.0034963628491623874,0.29727454079010535,intercept only,ECO,2,NA
factor(region_id)6,0.06884129174431396,0.19359418070865791,0.35559587324535336,0.7232125872278913,0.0423189944635064,139.79898150255394,10,7,34,TRUE,0.5090564674440089,0.0034963628491623874,0.29727454079010535,intercept only,ECO,2,NA
factor(region_id)7,0.02314407866088028,0.19359418070865786,0.11954945430777215,0.9051825076958621,0.0423189944635064,139.79898150255394,10,7,34,TRUE,0.5090564674440089,0.0034963628491623874,0.29727454079010535,intercept only,ECO,2,NA
factor(region_id)8,0.3067037205491255,0.1935941807086579,1.5842610528189762,0.11764208686023551,0.0423189944635064,139.79898150255394,10,7,34,TRUE,0.5090564674440089,0.0034963628491623874,0.29727454079010535,intercept only,ECO,2,NA
factor(region_id)9,0.4969226144178709,0.1935941807086579,2.566826195905627,0.012403710703837839,0.0423189944635064,139.79898150255394,10,7,34,TRUE,0.5090564674440089,0.0034963628491623874,0.29727454079010535,intercept only,ECO,2,NA
factor(region_id)10,-0.012508561139933838,0.19359418070865786,-0.06461227860334355,0.9486668734718032,0.0423189944635064,139.79898150255394,10,7,34,TRUE,0.5090564674440089,0.0034963628491623874,0.29727454079010535,intercept only,ECO,2,NA
factor(region_id)11,0.049327786150032624,0.19359418070865783,0.2547999426918033,0.7996247110867106,0.0423189944635064,139.79898150255394,10,7,34,TRUE,0.5090564674440089,0.0034963628491623874,0.29727454079010535,intercept only,ECO,2,NA
factor(year)2006,-1.4022908443694696e-16,0.22700929905149841,-6.177239655946215e-16,0.9999999999999996,0.0423189944635064,139.79898150255394,10,7,34,TRUE,0.5090564674440089,0.0034963628491623874,0.29727454079010535,intercept only,ECO,2,NA
factor(year)2007,0.06930130937995697,0.22700929905149855,0.3052796060316257,0.7610591347134374,0.0423189944635064,139.79898150255394,10,7,34,TRUE,0.5090564674440089,0.0034963628491623874,0.29727454079010535,intercept only,ECO,2,NA
factor(year)2008,0.40673817540411666,0.22700929905149847,1.791724731557563,0.07749908364432856,0.0423189944635064,139.79898150255394,10,7,34,TRUE,0.5090564674440089,0.0034963628491623874,0.29727454079010535,intercept only,ECO,2,NA
factor(year)2009,0.2805143348616793,0.22700929905149844,1.2356953483127708,0.22070274581552904,0.0423189944635064,139.79898150255394,10,7,34,TRUE,0.5090564674440089,0.0034963628491623874,0.29727454079010535,intercept only,ECO,2,NA
factor(year)2010,-0.01426389993292914,0.22700929905149844,-0.06283398958777141,0.950077776039089,0.0423189944635064,139.79898150255394,10,7,34,TRUE,0.5090564674440089,0.0034963628491623874,0.29727454079010535,intercept only,ECO,2,NA
factor(year)2011,0.26393429213237907,0.22700929905149847,1.1626585044540574,0.24891652935534864,0.0423189944635064,139.79898150255394,10,7,34,TRUE,0.5090564674440089,0.0034963628491623874,0.29727454079010535,intercept only,ECO,2,NA
factor(year)2012,0.15441721059884736,0.2270092990514985,0.6802241636974389,0.4986061778071964,0.0423189944635064,139.79898150255394,10,7,34,TRUE,0.5090564674440089,0.0034963628491623874,0.29727454079010535,intercept only,ECO,2,NA
factor(year)2013,0.08212826064725741,0.22700929905149847,0.36178368459093874,0.7186035033680755,0.0423189944635064,139.79898150255394,10,7,34,TRUE,0.5090564674440089,0.0034963628491623874,0.29727454079010535,intercept only,ECO,2,NA
factor(year)2014,0.0232354426476633,0.22700929905149847,0.10235458522953368,0.9187678777163211,0.0423189944635064,139.79898150255394,10,7,34,TRUE,0.5090564674440089,0.0034963628491623874,0.29727454079010535,intercept only,ECO,2,NA
factor(year)2015,-0.0192563213703101,0.22700929905149847,-0.08482613465953957,0.9326417574733313,0.0423189944635064,139.79898150255394,10,7,34,TRUE,0.5090564674440089,0.0034963628491623874,0.29727454079010535,intercept only,ECO,2,NA
(Intercept),-0.10839922577677619,0.12280088112578473,-0.8827235178039402,0.3793283066935047,0.5668983974040902,-152.9933391807764,10,11,43,TRUE,0.13121993984342495,0.483567989698572,0.10191953796885536,prs_ecol_only,FIS,2,NA
prs_omit_soc,-0.004387127818156465,0.004366254371364687,-1.0047806300358202,0.31722785521020536,0.5668983974040902,-152.9933391807764,10,11,43,TRUE,0.13121993984342495,0.483567989698572,0.10191953796885536,prs_ecol_only,FIS,2,NA
factor(region_id)1,-0.09358480964529207,0.09940264278018875,-0.9414720477023757,0.34854489784902387,0.5668983974040902,-152.9933391807764,10,11,43,TRUE,0.13121993984342495,0.483567989698572,0.10191953796885536,prs_ecol_only,FIS,2,NA
factor(region_id)2,-0.07794049536142691,0.07281825409726524,-1.0703428189492126,0.28682942930146377,0.5668983974040902,-152.9933391807764,10,11,43,TRUE,0.13121993984342495,0.483567989698572,0.10191953796885536,prs_ecol_only,FIS,2,NA
factor(region_id)3,-0.04964733266142038,0.06894237053157364,-0.720128018207371,0.47298758539848795,0.5668983974040902,-152.9933391807764,10,11,43,TRUE,0.13121993984342495,0.483567989698572,0.10191953796885536,prs_ecol_only,FIS,2,NA
factor(region_id)4,0.0096338104386528,0.06737165823519504,0.14299500251309064,0.8865581341251766,0.5668983974040902,-152.9933391807764,10,11,43,TRUE,0.13121993984342495,0.483567989698572,0.10191953796885536,prs_ecol_only,FIS,2,NA
factor(region_id)5,0.03945074526924653,0.051785828451824036,0.7618058153872591,0.44782111271212954,0.5668983974040902,-152.9933391807764,10,11,43,TRUE,0.13121993984342495,0.483567989698572,0.10191953796885536,prs_ecol_only,FIS,2,NA
factor(region_id)6,-0.07449357152394262,0.07617169782256107,-0.9779691624764938,0.33025515055948607,0.5668983974040902,-152.9933391807764,10,11,43,TRUE,0.13121993984342495,0.483567989698572,0.10191953796885536,prs_ecol_only,FIS,2,NA
factor(region_id)7,-0.030619648443380044,0.06742640652552252,-0.45411953596829707,0.6506457632182816,0.5668983974040902,-152.9933391807764,10,11,43,TRUE,0.13121993984342495,0.483567989698572,0.10191953796885536,prs_ecol_only,FIS,2,NA
factor(region_id)8,-0.04831133872927567,0.07597971371938222,-0.6358452324222377,0.5262100937319721,0.5668983974040902,-152.9933391807764,10,11,43,TRUE,0.13121993984342495,0.483567989698572,0.10191953796885536,prs_ecol_only,FIS,2,NA
factor(region_id)9,-0.04572920217647906,0.06421403109783802,-0.7121372291174956,0.47790132234576843,0.5668983974040902,-152.9933391807764,10,11,43,TRUE,0.13121993984342495,0.483567989698572,0.10191953796885536,prs_ecol_only,FIS,2,NA
factor(region_id)10,0.01853039561789298,0.05862523952922855,0.3160822158970345,0.7525445702081548,0.5668983974040902,-152.9933391807764,10,11,43,TRUE,0.13121993984342495,0.483567989698572,0.10191953796885536,prs_ecol_only,FIS,2,NA
factor(region_id)11,-0.012797164415715033,0.06732477783595633,-0.19008104931139358,0.8495991645413793,0.5668983974040902,-152.9933391807764,10,11,43,TRUE,0.13121993984342495,0.483567989698572,0.10191953796885536,prs_ecol_only,FIS,2,NA
factor(year)2006,0.09999646395820508,0.048708010396221406,2.052977798616107,0.042469152758410796,0.5668983974040902,-152.9933391807764,10,11,43,TRUE,0.13121993984342495,0.483567989698572,0.10191953796885536,prs_ecol_only,FIS,2,NA
factor(year)2007,0.4874132113156658,0.04868891951979816,10.010762533300232,4.029920451194927e-17,0.5668983974040902,-152.9933391807764,10,11,43,TRUE,0.13121993984342495,0.483567989698572,0.10191953796885536,prs_ecol_only,FIS,2,NA
factor(year)2008,0.34158269421495496,0.04866274017693878,7.019388817254287,1.993484312362912e-10,0.5668983974040902,-152.9933391807764,10,11,43,TRUE,0.13121993984342495,0.483567989698572,0.10191953796885536,prs_ecol_only,FIS,2,NA
factor(year)2009,0.10101131743569103,0.04868158555038824,2.0749389382796193,0.04034645176578828,0.5668983974040902,-152.9933391807764,10,11,43,TRUE,0.13121993984342495,0.483567989698572,0.10191953796885536,prs_ecol_only,FIS,2,NA
factor(year)2010,0.01356408899693619,0.04923773176584638,0.2754815973538587,0.7834678190146069,0.5668983974040902,-152.9933391807764,10,11,43,TRUE,0.13121993984342495,0.483567989698572,0.10191953796885536,prs_ecol_only,FIS,2,NA
factor(year)2011,0.17762951268302882,0.05003556479012122,3.550065107251455,5.698468038362648e-4,0.5668983974040902,-152.9933391807764,10,11,43,TRUE,0.13121993984342495,0.483567989698572,0.10191953796885536,prs_ecol_only,FIS,2,NA
factor(year)2012,0.31412716271408087,0.05124934763155125,6.129388513829413,1.4371959165325396e-8,0.5668983974040902,-152.9933391807764,10,11,43,TRUE,0.13121993984342495,0.483567989698572,0.10191953796885536,prs_ecol_only,FIS,2,NA
factor(year)2013,0.29395214222315796,0.052059530523957905,5.6464616423669165,1.3165033554103744e-7,0.5668983974040902,-152.9933391807764,10,11,43,TRUE,0.13121993984342495,0.483567989698572,0.10191953796885536,prs_ecol_only,FIS,2,NA
factor(year)2014,0.32978733298038043,0.08387190200896831,3.932035939105288,1.4837356297643284e-4,0.5668983974040902,-152.9933391807764,10,11,43,TRUE,0.13121993984342495,0.483567989698572,0.10191953796885536,prs_ecol_only,FIS,2,NA
factor(year)2015,0.2567552384115017,0.08374155528621294,3.0660433465077217,0.0027352466887272096,0.5668983974040902,-152.9933391807764,10,11,43,TRUE,0.13121993984342495,0.483567989698572,0.10191953796885536,prs_ecol_only,FIS,2,NA
(Intercept),-0.10413856310609093,0.1156852754913793,-0.9001885733837508,0.3700044427339684,0.5678577517956563,-153.28605396046098,10,11,43,TRUE,0.13050211279594784,0.48889118479962385,0.10227046383884433,prs_ecol_soc,FIS,2,NA
pressures,-0.003927261854687293,0.0035073156617286276,-1.1197343591114606,0.2652882788214378,0.5678577517956563,-153.28605396046098,10,11,43,TRUE,0.13050211279594784,0.48889118479962385,0.10227046383884433,prs_ecol_soc,FIS,2,NA
factor(region_id)1,-0.09590140741958343,0.09367562246073886,-1.0237605569130586,0.3082151018614431,0.5678577517956563,-153.28605396046098,10,11,43,TRUE,0.13050211279594784,0.48889118479962385,0.10227046383884433,prs_ecol_soc,FIS,2,NA
factor(region_id)2,-0.08376210789728694,0.07266826459290689,-1.1526642113518,0.2515698545324206,0.5678577517956563,-153.28605396046098,10,11,43,TRUE,0.13050211279594784,0.48889118479962385,0.10227046383884433,prs_ecol_soc,FIS,2,NA
factor(region_id)3,-0.056055065270720225,0.06953995849830871,-0.8060842497063547,0.4219494241697299,0.5678577517956563,-153.28605396046098,10,11,43,TRUE,0.13050211279594784,0.48889118479962385,0.10227046383884433,prs_ecol_soc,FIS,2,NA
factor(region_id)4,0.002977750209079606,0.06825962343383894,0.04362388860767462,0.9652840246907675,0.5678577517956563,-153.28605396046098,10,11,43,TRUE,0.13050211279594784,0.48889118479962385,0.10227046383884433,prs_ecol_soc,FIS,2,NA
factor(region_id)5,0.03129200891737024,0.05079299364587188,0.6160693960182331,0.539133136380219,0.5678577517956563,-153.28605396046098,10,11,43,TRUE,0.13050211279594784,0.48889118479962385,0.10227046383884433,prs_ecol_soc,FIS,2,NA
factor(region_id)6,-0.028406197870088017,0.05169520702985984,-0.5494938409605405,0.5837906555168881,0.5678577517956563,-153.28605396046098,10,11,43,TRUE,0.13050211279594784,0.48889118479962385,0.10227046383884433,prs_ecol_soc,FIS,2,NA
factor(region_id)7,-0.014799421366789594,0.05687062281048199,-0.26022963413127714,0.7951775916173854,0.5678577517956563,-153.28605396046098,10,11,43,TRUE,0.13050211279594784,0.48889118479962385,0.10227046383884433,prs_ecol_soc,FIS,2,NA
factor(region_id)8,-0.022419413716106524,0.05776420154407497,-0.38811951203030426,0.6986845628958822,0.5678577517956563,-153.28605396046098,10,11,43,TRUE,0.13050211279594784,0.48889118479962385,0.10227046383884433,prs_ecol_soc,FIS,2,NA
factor(region_id)9,-0.015936124361551122,0.05149204441009105,-0.3094871167793072,0.7575418639265978,0.5678577517956563,-153.28605396046098,10,11,43,TRUE,0.13050211279594784,0.48889118479962385,0.10227046383884433,prs_ecol_soc,FIS,2,NA
factor(region_id)10,0.04141583379322494,0.05109517056992025,0.8105625899917528,0.41938313493223145,0.5678577517956563,-153.28605396046098,10,11,43,TRUE,0.13050211279594784,0.48889118479962385,0.10227046383884433,prs_ecol_soc,FIS,2,NA
factor(region_id)11,0.010632786796363376,0.05410034875658033,0.19653823017305574,0.8445548904992334,0.5678577517956563,-153.28605396046098,10,11,43,TRUE,0.13050211279594784,0.48889118479962385,0.10227046383884433,prs_ecol_soc,FIS,2,NA
factor(year)2006,0.10361943928275948,0.04862239769731666,2.1311050912752076,0.03532807674612438,0.5678577517956563,-153.28605396046098,10,11,43,TRUE,0.13050211279594784,0.48889118479962385,0.10227046383884433,prs_ecol_soc,FIS,2,NA
factor(year)2007,0.48798451878361515,0.04861598409393663,10.037532467525972,3.5000573428781e-17,0.5678577517956563,-153.28605396046098,10,11,43,TRUE,0.13050211279594784,0.48889118479962385,0.10227046383884433,prs_ecol_soc,FIS,2,NA
factor(year)2008,0.34520685014497093,0.048681736707467206,7.091095624203979,1.3992953808948094e-10,0.5678577517956563,-153.28605396046098,10,11,43,TRUE,0.13050211279594784,0.48889118479962385,0.10227046383884433,prs_ecol_soc,FIS,2,NA
factor(year)2009,0.09822195773380367,0.04861959357950431,2.0202134675023147,0.045813732565412914,0.5678577517956563,-153.28605396046098,10,11,43,TRUE,0.13050211279594784,0.48889118479962385,0.10227046383884433,prs_ecol_soc,FIS,2,NA
factor(year)2010,0.016731575690034032,0.0495407235518897,0.33773377719259845,0.7362133780076737,0.5678577517956563,-153.28605396046098,10,11,43,TRUE,0.13050211279594784,0.48889118479962385,0.10227046383884433,prs_ecol_soc,FIS,2,NA
factor(year)2011,0.1711460683333459,0.04882907137118333,3.5050035466033544,6.638129362630144e-4,0.5678577517956563,-153.28605396046098,10,11,43,TRUE,0.13050211279594784,0.48889118479962385,0.10227046383884433,prs_ecol_soc,FIS,2,NA
factor(year)2012,0.30560604966960175,0.04908224833288372,6.226406899637772,9.11977911221531e-9,0.5678577517956563,-153.28605396046098,10,11,43,TRUE,0.13050211279594784,0.48889118479962385,0.10227046383884433,prs_ecol_soc,FIS,2,NA
factor(year)2013,0.28146819705612247,0.048910815587032426,5.754723033707646,8.073056739681262e-8,0.5678577517956563,-153.28605396046098,10,11,43,TRUE,0.13050211279594784,0.48889118479962385,0.10227046383884433,prs_ecol_soc,FIS,2,NA
factor(year)2014,0.3056331209844445,0.06277654068099366,4.868588132907084,3.8241386512786815e-6,0.5678577517956563,-153.28605396046098,10,11,43,TRUE,0.13050211279594784,0.48889118479962385,0.10227046383884433,prs_ecol_soc,FIS,2,NA
factor(year)2015,0.2274404479557968,0.05988206036401607,3.7981399867207775,2.4027845632694457e-4,0.5678577517956563,-153.28605396046098,10,11,43,TRUE,0.13050211279594784,0.48889118479962385,0.10227046383884433,prs_ecol_soc,FIS,2,NA
(Intercept),-0.22168716329379368,0.04866150686079148,-4.555698694822291,1.3578431749059833e-5,0.5668606619918419,-154.76908196283557,10,11,42,TRUE,0.13057252467396246,0.4879720624847064,0.10184070548644938,intercept only,FIS,2,NA
factor(region_id)1,-0.007748659734052585,0.0508252862975921,-0.1524567847721044,0.8791059646302001,0.5668606619918419,-154.76908196283557,10,11,42,TRUE,0.13057252467396246,0.4879720624847064,0.10184070548644938,intercept only,FIS,2,NA
factor(region_id)2,-0.025542236020572685,0.0508252862975921,-0.5025497716041941,0.6162854776832658,0.5668606619918419,-154.76908196283557,10,11,42,TRUE,0.13057252467396246,0.4879720624847064,0.10184070548644938,intercept only,FIS,2,NA
factor(region_id)3,-0.0028406671397073757,0.05082528629759208,-0.055890824167220805,0.9555301726577227,0.5668606619918419,-154.76908196283557,10,11,42,TRUE,0.13057252467396246,0.4879720624847064,0.10184070548644938,intercept only,FIS,2,NA
factor(region_id)4,0.054071426938561255,0.0508252862975921,1.0638686149638659,0.28971807003506067,0.5668606619918419,-154.76908196283557,10,11,42,TRUE,0.13057252467396246,0.4879720624847064,0.10184070548644938,intercept only,FIS,2,NA
factor(region_id)5,0.02946404703591583,0.050825286297592094,0.5797123672535363,0.5632940644988923,0.5668606619918419,-154.76908196283557,10,11,42,TRUE,0.13057252467396246,0.4879720624847064,0.10184070548644938,intercept only,FIS,2,NA
factor(region_id)6,-0.017484839676007596,0.05082528629759208,-0.3440185181374171,0.731489109396197,0.5668606619918419,-154.76908196283557,10,11,42,TRUE,0.13057252467396246,0.4879720624847064,0.10184070548644938,intercept only,FIS,2,NA
factor(region_id)7,0.013901722314875048,0.050825286297592094,0.27351980338050075,0.7849665753311292,0.5668606619918419,-154.76908196283557,10,11,42,TRUE,0.13057252467396246,0.4879720624847064,0.10184070548644938,intercept only,FIS,2,NA
factor(region_id)8,0.00843815374758651,0.050825286297592094,0.16602274895569605,0.868443815542096,0.5668606619918419,-154.76908196283557,10,11,42,TRUE,0.13057252467396246,0.4879720624847064,0.10184070548644938,intercept only,FIS,2,NA
factor(region_id)9,-0.00629291138926897,0.05082528629759211,-0.1238145782873259,0.9016880495572916,0.5668606619918419,-154.76908196283557,10,11,42,TRUE,0.13057252467396246,0.4879720624847064,0.10184070548644938,intercept only,FIS,2,NA
factor(region_id)10,0.047892245615409224,0.05082528629759209,0.9422917036805394,0.3481082088876395,0.5668606619918419,-154.76908196283557,10,11,42,TRUE,0.13057252467396246,0.4879720624847064,0.10184070548644938,intercept only,FIS,2,NA
factor(region_id)11,0.031568662719896445,0.05082528629759209,0.6211211981188988,0.5358048593589161,0.5668606619918419,-154.76908196283557,10,11,42,TRUE,0.13057252467396246,0.4879720624847064,0.10184070548644938,intercept only,FIS,2,NA
factor(year)2006,0.10218271598758645,0.04866150686079144,2.099867484167845,0.03802695881704968,0.5668606619918419,-154.76908196283557,10,11,42,TRUE,0.13057252467396246,0.4879720624847064,0.10184070548644938,intercept only,FIS,2,NA
factor(year)2007,0.4891168792850498,0.04866150686079145,10.051412519638825,2.9760651656613955e-17,0.5668606619918419,-154.76908196283557,10,11,42,TRUE,0.13057252467396246,0.4879720624847064,0.10184070548644938,intercept only,FIS,2,NA
factor(year)2008,0.34215667677116374,0.04866150686079144,7.031362134962025,1.8197510122641914e-10,0.5668606619918419,-154.76908196283557,10,11,42,TRUE,0.13057252467396246,0.4879720624847064,0.10184070548644938,intercept only,FIS,2,NA
factor(year)2009,0.09953431773691171,0.048661506860791445,2.0454425717159728,0.04319722456945742,0.5668606619918419,-154.76908196283557,10,11,42,TRUE,0.13057252467396246,0.4879720624847064,0.10184070548644938,intercept only,FIS,2,NA
factor(year)2010,0.006003605390313268,0.04866150686079145,0.12337483521601786,0.9020354297531532,0.5668606619918419,-154.76908196283557,10,11,42,TRUE,0.13057252467396246,0.4879720624847064,0.10184070548644938,intercept only,FIS,2,NA
