term,estimate,std.error,statistic,p.value,adj_r_squared,aicc,yrs,rgns,params,intercept,rmse,rsquared,mae,model,goal,lag,model_error
factor(year)2015,0.03151989614279134,0.011368109055075626,2.7726595505097094,0.006989859678309451,0.33272855260882417,-445.59993668966456,11,7,37,TRUE,0.022892667981041368,0.19928857963583474,0.016077175786496024,prs_ecol_soc,CW,1,NA
factor(year)2016,-0.01763207387568878,0.011130842165333327,-1.58407365891894,0.1173295928391216,0.33272855260882417,-445.59993668966456,11,7,37,TRUE,0.022892667981041368,0.19928857963583474,0.016077175786496024,prs_ecol_soc,CW,1,NA
(Intercept),-0.01878891747041411,0.009424684921778571,-1.9935857406751774,0.049738971069625694,0.25918125962326677,-437.5938345680481,11,7,36,TRUE,0.023654616427821032,0.1449037179261536,0.016631874107953738,intercept only,CW,1,NA
factor(region_id)5,0.0068993576235142455,0.008648684031314599,0.7977349615887799,0.42747762203192075,0.25918125962326677,-437.5938345680481,11,7,36,TRUE,0.023654616427821032,0.1449037179261536,0.016631874107953738,intercept only,CW,1,NA
factor(region_id)6,1.6628763655532645e-4,0.008648684031314597,0.01922692931702013,0.984709810106467,0.25918125962326677,-437.5938345680481,11,7,36,TRUE,0.023654616427821032,0.1449037179261536,0.016631874107953738,intercept only,CW,1,NA
factor(region_id)7,-3.3997339012371364e-4,0.008648684031314592,-0.039309262414115274,0.9687455642811227,0.25918125962326677,-437.5938345680481,11,7,36,TRUE,0.023654616427821032,0.1449037179261536,0.016631874107953738,intercept only,CW,1,NA
factor(region_id)8,-0.015633901183198698,0.00864868403131459,-1.8076624289420784,0.0745643709009759,0.25918125962326677,-437.5938345680481,11,7,36,TRUE,0.023654616427821032,0.1449037179261536,0.016631874107953738,intercept only,CW,1,NA
factor(region_id)9,0.004360906934416952,0.008648684031314594,0.504227801435139,0.6155411122007035,0.25918125962326677,-437.5938345680481,11,7,36,TRUE,0.023654616427821032,0.1449037179261536,0.016631874107953738,intercept only,CW,1,NA
factor(region_id)10,0.004174939388380128,0.008648684031314594,0.48272539189358504,0.630660323366599,0.25918125962326677,-437.5938345680481,11,7,36,TRUE,0.023654616427821032,0.1449037179261536,0.016631874107953738,intercept only,CW,1,NA
factor(region_id)11,6.370950892189868e-4,0.008648684031314592,0.0736638183233697,0.9414689168636243,0.25918125962326677,-437.5938345680481,11,7,36,TRUE,0.023654616427821032,0.1449037179261536,0.016631874107953738,intercept only,CW,1,NA
factor(year)2006,0.03002492482957428,0.01059243141163888,2.834564007332927,0.005857747884021418,0.25918125962326677,-437.5938345680481,11,7,36,TRUE,0.023654616427821032,0.1449037179261536,0.016631874107953738,intercept only,CW,1,NA
factor(year)2007,0.00959991420635086,0.010592431411638877,0.9062993974926807,0.36760477695670324,0.25918125962326677,-437.5938345680481,11,7,36,TRUE,0.023654616427821032,0.1449037179261536,0.016631874107953738,intercept only,CW,1,NA
factor(year)2008,0.00158940279045589,0.010592431411638879,0.1500507984134282,0.881116893595338,0.25918125962326677,-437.5938345680481,11,7,36,TRUE,0.023654616427821032,0.1449037179261536,0.016631874107953738,intercept only,CW,1,NA
factor(year)2009,0.006424278777068157,0.010592431411638877,0.6064970852687526,0.5459687383691545,0.25918125962326677,-437.5938345680481,11,7,36,TRUE,0.023654616427821032,0.1449037179261536,0.016631874107953738,intercept only,CW,1,NA
factor(year)2010,0.015649669720729526,0.010592431411638879,1.4774388535132543,0.14363670327712597,0.25918125962326677,-437.5938345680481,11,7,36,TRUE,0.023654616427821032,0.1449037179261536,0.016631874107953738,intercept only,CW,1,NA
factor(year)2011,0.027428610669246265,0.010592431411638879,2.5894536960709442,0.011490018471049914,0.25918125962326677,-437.5938345680481,11,7,36,TRUE,0.023654616427821032,0.1449037179261536,0.016631874107953738,intercept only,CW,1,NA
factor(year)2012,0.007459803503742077,0.010592431411638879,0.7042579001781691,0.4833967138137798,0.25918125962326677,-437.5938345680481,11,7,36,TRUE,0.023654616427821032,0.1449037179261536,0.016631874107953738,intercept only,CW,1,NA
factor(year)2013,0.01628197977689008,0.010592431411638877,1.5371333685483743,0.12835995613423937,0.25918125962326677,-437.5938345680481,11,7,36,TRUE,0.023654616427821032,0.1449037179261536,0.016631874107953738,intercept only,CW,1,NA
factor(year)2014,0.008246602812621616,0.010592431411638879,0.7785372868745051,0.43863828130665217,0.25918125962326677,-437.5938345680481,11,7,36,TRUE,0.023654616427821032,0.1449037179261536,0.016631874107953738,intercept only,CW,1,NA
factor(year)2015,0.04786860967256804,0.010592431411638879,4.519133314374866,2.2096291456209407e-5,0.25918125962326677,-437.5938345680481,11,7,36,TRUE,0.023654616427821032,0.1449037179261536,0.016631874107953738,intercept only,CW,1,NA
factor(year)2016,-0.0029135030406911393,0.010592431411638879,-0.2750551717039966,0.7840105604846843,0.25918125962326677,-437.5938345680481,11,7,36,TRUE,0.023654616427821032,0.1449037179261536,0.016631874107953738,intercept only,CW,1,NA
(Intercept),0.01897098642547083,0.20216647885024797,0.09383843717990126,0.9254844495079708,0.026580452056702897,12.206508806157252,11,7,37,TRUE,0.24757777978159282,1.3787345196429327e-4,0.15168929253585772,prs_ecol_only,ECO,1,NA
prs_omit_soc,-0.004118883783571986,0.011069895970631823,-0.37207971913189514,0.7108689752788344,0.026580452056702897,12.206508806157252,11,7,37,TRUE,0.24757777978159282,1.3787345196429327e-4,0.15168929253585772,prs_ecol_only,ECO,1,NA
factor(region_id)5,0.007621059324677922,0.08926060069864496,0.08537987942079373,0.932183912962552,0.026580452056702897,12.206508806157252,11,7,37,TRUE,0.24757777978159282,1.3787345196429327e-4,0.15168929253585772,prs_ecol_only,ECO,1,NA
factor(region_id)6,0.031116758476022844,0.08941652045664895,0.3479978679231755,0.728803825635316,0.026580452056702897,12.206508806157252,11,7,37,TRUE,0.24757777978159282,1.3787345196429327e-4,0.15168929253585772,prs_ecol_only,ECO,1,NA
factor(region_id)7,0.017558459976751033,0.09058088104403483,0.1938428923893464,0.8468160676452976,0.026580452056702897,12.206508806157252,11,7,37,TRUE,0.24757777978159282,1.3787345196429327e-4,0.15168929253585772,prs_ecol_only,ECO,1,NA
factor(region_id)8,0.12483588354681338,0.08910973281760821,1.400923104576357,0.1653071081724595,0.026580452056702897,12.206508806157252,11,7,37,TRUE,0.24757777978159282,1.3787345196429327e-4,0.15168929253585772,prs_ecol_only,ECO,1,NA
factor(region_id)9,0.17983686774994823,0.08908013033065472,2.0188213362779717,0.047033351133184076,0.026580452056702897,12.206508806157252,11,7,37,TRUE,0.24757777978159282,1.3787345196429327e-4,0.15168929253585772,prs_ecol_only,ECO,1,NA
factor(region_id)10,-0.005693057319728569,0.08908333437849003,-0.06390709732013812,0.9492119926104194,0.026580452056702897,12.206508806157252,11,7,37,TRUE,0.24757777978159282,1.3787345196429327e-4,0.15168929253585772,prs_ecol_only,ECO,1,NA
factor(region_id)11,0.023180046300970827,0.08931721335397219,0.259524960872953,0.7959319477999549,0.026580452056702897,12.206508806157252,11,7,37,TRUE,0.24757777978159282,1.3787345196429327e-4,0.15168929253585772,prs_ecol_only,ECO,1,NA
factor(year)2006,-0.01743317561396846,0.11873557747920485,-0.14682352150956338,0.8836601006944402,0.026580452056702897,12.206508806157252,11,7,37,TRUE,0.24757777978159282,1.3787345196429327e-4,0.15168929253585772,prs_ecol_only,ECO,1,NA
factor(year)2007,-0.06300347607446305,0.20143197073091557,-0.3127779361232916,0.755306046270737,0.026580452056702897,12.206508806157252,11,7,37,TRUE,0.24757777978159282,1.3787345196429327e-4,0.15168929253585772,prs_ecol_only,ECO,1,NA
factor(year)2008,0.05078692677280087,0.11991196195181825,0.42353511648160286,0.6731011235216227,0.026580452056702897,12.206508806157252,11,7,37,TRUE,0.24757777978159282,1.3787345196429327e-4,0.15168929253585772,prs_ecol_only,ECO,1,NA
factor(year)2009,0.2802727281424272,0.11232808368274817,2.4951260535522932,0.014760715553172,0.026580452056702897,12.206508806157252,11,7,37,TRUE,0.24757777978159282,1.3787345196429327e-4,0.15168929253585772,prs_ecol_only,ECO,1,NA
factor(year)2010,-0.011560479983758684,0.15069087725066885,-0.07671652189354662,0.9390506634727274,0.026580452056702897,12.206508806157252,11,7,37,TRUE,0.24757777978159282,1.3787345196429327e-4,0.15168929253585772,prs_ecol_only,ECO,1,NA
factor(year)2011,0.17144068262967682,0.17139624916678853,1.0002592440797526,0.32035921527120725,0.026580452056702897,12.206508806157252,11,7,37,TRUE,0.24757777978159282,1.3787345196429327e-4,0.15168929253585772,prs_ecol_only,ECO,1,NA
factor(year)2012,0.1110059969012091,0.16637966383270064,0.6671848851241141,0.5066747657892485,0.026580452056702897,12.206508806157252,11,7,37,TRUE,0.24757777978159282,1.3787345196429327e-4,0.15168929253585772,prs_ecol_only,ECO,1,NA
factor(year)2013,0.06964349972663397,0.12601219934794772,0.5526726784153079,0.5821094779852365,0.026580452056702897,12.206508806157252,11,7,37,TRUE,0.24757777978159282,1.3787345196429327e-4,0.15168929253585772,prs_ecol_only,ECO,1,NA
factor(year)2014,0.08598797037727075,0.15714967195026736,0.5471724459245647,0.5858634548073227,0.026580452056702897,12.206508806157252,11,7,37,TRUE,0.24757777978159282,1.3787345196429327e-4,0.15168929253585772,prs_ecol_only,ECO,1,NA
factor(year)2015,-0.006827589553381525,0.11409947528254834,-0.05983892157675692,0.9524409974146403,0.026580452056702897,12.206508806157252,11,7,37,TRUE,0.24757777978159282,1.3787345196429327e-4,0.15168929253585772,prs_ecol_only,ECO,1,NA
factor(year)2016,0.0637706181791532,0.20316820479215164,0.3138808960998244,0.7544714313062794,0.026580452056702897,12.206508806157252,11,7,37,TRUE,0.24757777978159282,1.3787345196429327e-4,0.15168929253585772,prs_ecol_only,ECO,1,NA
(Intercept),-0.2218613309119964,0.2823801576028192,-0.7856831471283994,0.4344958198707892,0.030351608918031237,11.8338697378218,11,7,37,TRUE,0.24764720511167604,3.5633780905358023e-4,0.1489733333191552,prs_ecol_soc,ECO,1,NA
pressures,0.006721302608546352,0.010195959132959813,0.6592123919778018,0.5117519025641475,0.030351608918031237,11.8338697378218,11,7,37,TRUE,0.24764720511167604,3.5633780905358023e-4,0.1489733333191552,prs_ecol_soc,ECO,1,NA
factor(region_id)5,0.008573925157993026,0.0890287970165037,0.09630507706853139,0.9235317801115297,0.030351608918031237,11.8338697378218,11,7,37,TRUE,0.24764720511167604,3.5633780905358023e-4,0.1489733333191552,prs_ecol_soc,ECO,1,NA
factor(region_id)6,0.012346180553989774,0.09478141100964636,0.13025951420720297,0.8967052726929456,0.030351608918031237,11.8338697378218,11,7,37,TRUE,0.24764720511167604,3.5633780905358023e-4,0.1489733333191552,prs_ecol_soc,ECO,1,NA
factor(region_id)7,0.022628549036668097,0.09051045854867242,0.25001032366330894,0.8032539280638747,0.030351608918031237,11.8338697378218,11,7,37,TRUE,0.24764720511167604,3.5633780905358023e-4,0.1489733333191552,prs_ecol_soc,ECO,1,NA
factor(region_id)8,0.13702714899831941,0.09055533736009556,1.513186886526937,0.1343798160496384,0.030351608918031237,11.8338697378218,11,7,37,TRUE,0.24764720511167604,3.5633780905358023e-4,0.1489733333191552,prs_ecol_soc,ECO,1,NA
factor(region_id)9,0.16757916521876776,0.09082679139152199,1.8450411233442519,0.06892725762736064,0.030351608918031237,11.8338697378218,11,7,37,TRUE,0.24764720511167604,3.5633780905358023e-4,0.1489733333191552,prs_ecol_soc,ECO,1,NA
factor(region_id)10,-0.016812614834553635,0.09041477717279123,-0.1859498564313567,0.8529795033087749,0.030351608918031237,11.8338697378218,11,7,37,TRUE,0.24764720511167604,3.5633780905358023e-4,0.1489733333191552,prs_ecol_soc,ECO,1,NA
factor(region_id)11,0.029453437352719308,0.08909937140892174,0.33056840791325787,0.7418801087941953,0.030351608918031237,11.8338697378218,11,7,37,TRUE,0.24764720511167604,3.5633780905358023e-4,0.1489733333191552,prs_ecol_soc,ECO,1,NA
factor(year)2006,0.009451831793268304,0.10982881743861934,0.08605967007293604,0.9316453081938576,0.030351608918031237,11.8338697378218,11,7,37,TRUE,0.24764720511167604,3.5633780905358023e-4,0.1489733333191552,prs_ecol_soc,ECO,1,NA
factor(year)2007,0.051754030085806944,0.1342402101988598,0.38553299349829634,0.7009195710803883,0.030351608918031237,11.8338697378218,11,7,37,TRUE,0.24764720511167604,3.5633780905358023e-4,0.1489733333191552,prs_ecol_soc,ECO,1,NA
factor(year)2008,0.07635867711893068,0.10941390311250046,0.697888247715813,0.4873768259726714,0.030351608918031237,11.8338697378218,11,7,37,TRUE,0.24764720511167604,3.5633780905358023e-4,0.1489733333191552,prs_ecol_soc,ECO,1,NA
factor(year)2009,0.26812439720080183,0.10894007095611369,2.46121004739216,0.016115004342220542,0.030351608918031237,11.8338697378218,11,7,37,TRUE,0.24764720511167604,3.5633780905358023e-4,0.1489733333191552,prs_ecol_soc,ECO,1,NA
factor(year)2010,-0.0976975967560975,0.13053828610542415,-0.7484210163231028,0.45651615752365815,0.030351608918031237,11.8338697378218,11,7,37,TRUE,0.24764720511167604,3.5633780905358023e-4,0.1489733333191552,prs_ecol_soc,ECO,1,NA
factor(year)2011,0.0850704549673152,0.12263270556964244,0.6937011996282195,0.48998445787767075,0.030351608918031237,11.8338697378218,11,7,37,TRUE,0.24764720511167604,3.5633780905358023e-4,0.1489733333191552,prs_ecol_soc,ECO,1,NA
factor(year)2012,0.03402110142866753,0.11816061106785933,0.28792252444538646,0.7741897562253433,0.030351608918031237,11.8338697378218,11,7,37,TRUE,0.24764720511167604,3.5633780905358023e-4,0.1489733333191552,prs_ecol_soc,ECO,1,NA
factor(year)2013,0.04231655897454802,0.10904659524813523,0.38805942430625007,0.6990569006695293,0.030351608918031237,11.8338697378218,11,7,37,TRUE,0.24764720511167604,3.5633780905358023e-4,0.1489733333191552,prs_ecol_soc,ECO,1,NA
factor(year)2014,0.0082299617237643,0.12159452262034355,0.06768365503979842,0.9462152117260509,0.030351608918031237,11.8338697378218,11,7,37,TRUE,0.24764720511167604,3.5633780905358023e-4,0.1489733333191552,prs_ecol_soc,ECO,1,NA
factor(year)2015,-0.020508163981151684,0.10890544132655418,-0.18831165579374243,0.8511342666187562,0.030351608918031237,11.8338697378218,11,7,37,TRUE,0.24764720511167604,3.5633780905358023e-4,0.1489733333191552,prs_ecol_soc,ECO,1,NA
factor(year)2016,-0.050787842835828344,0.13338832828117908,-0.3807517755884076,0.7044496515484495,0.030351608918031237,11.8338697378218,11,7,37,TRUE,0.24764720511167604,3.5633780905358023e-4,0.1489733333191552,prs_ecol_soc,ECO,1,NA
(Intercept),-0.047012244636170125,0.0965282093094048,-0.48703114843330775,0.627619842926041,0.03747208993351414,9.09473900334477,11,7,36,TRUE,0.24227205308498476,0.002795943035043095,0.14777826609409367,intercept only,ECO,1,NA
factor(region_id)5,0.005510131385597458,0.08858035991171319,0.06220488820647522,0.9505608575552046,0.03747208993351414,9.09473900334477,11,7,36,TRUE,0.24227205308498476,0.002795943035043095,0.14777826609409367,intercept only,ECO,1,NA
factor(region_id)6,0.03399997712452338,0.08858035991171319,0.3838320047289341,0.7021608070387588,0.03747208993351414,9.09473900334477,11,7,36,TRUE,0.24227205308498476,0.002795943035043095,0.14777826609409367,intercept only,ECO,1,NA
factor(region_id)7,0.011448782364452653,0.08858035991171315,0.12924741303674428,0.8974988990493027,0.03747208993351414,9.09473900334477,11,7,36,TRUE,0.24227205308498476,0.002795943035043095,0.14777826609409367,intercept only,ECO,1,NA
factor(region_id)8,0.12569055193190454,0.08858035991171312,1.4189437936036686,0.15995069482156882,0.03747208993351414,9.09473900334477,11,7,36,TRUE,0.24227205308498476,0.002795943035043095,0.14777826609409367,intercept only,ECO,1,NA
factor(region_id)9,0.1798231381373364,0.08858035991171316,2.0300565307768412,0.04580479852526328,0.03747208993351414,9.09473900334477,11,7,36,TRUE,0.24227205308498476,0.002795943035043095,0.14777826609409367,intercept only,ECO,1,NA
factor(region_id)10,-0.005974514378272642,0.08858035991171316,-0.06744739335251469,0.9464003717349607,0.03747208993351414,9.09473900334477,11,7,36,TRUE,0.24227205308498476,0.002795943035043095,0.14777826609409367,intercept only,ECO,1,NA
factor(region_id)11,0.0255998905238194,0.08858035991171315,0.28900187975454683,0.7733565945175551,0.03747208993351414,9.09473900334477,11,7,36,TRUE,0.24227205308498476,0.002795943035043095,0.14777826609409367,intercept only,ECO,1,NA
factor(year)2006,1.855299024551e-18,0.10848834150789179,1.7101367748497102e-17,1,0.03747208993351414,9.09473900334477,11,7,36,TRUE,0.24227205308498476,0.002795943035043095,0.14777826609409367,intercept only,ECO,1,NA
factor(year)2007,-2.1870591150716493e-17,0.10848834150789174,-2.0159393024849187e-16,0.9999999999999998,0.03747208993351414,9.09473900334477,11,7,36,TRUE,0.24227205308498476,0.002795943035043095,0.14777826609409367,intercept only,ECO,1,NA
factor(year)2008,0.06930130937995695,0.10848834150789177,0.6387903844480447,0.524854911691349,0.03747208993351414,9.09473900334477,11,7,36,TRUE,0.24227205308498476,0.002795943035043095,0.14777826609409367,intercept only,ECO,1,NA
factor(year)2009,0.2703256238051008,0.10848834150789174,2.491748145909637,0.01486174812523817,0.03747208993351414,9.09473900334477,11,7,36,TRUE,0.24227205308498476,0.002795943035043095,0.14777826609409367,intercept only,ECO,1,NA
factor(year)2010,-0.05023679871149959,0.10848834150789176,-0.4630617263869336,0.6446262408149281,0.03747208993351414,9.09473900334477,11,7,36,TRUE,0.24227205308498476,0.002795943035043095,0.14777826609409367,intercept only,ECO,1,NA
factor(year)2011,0.12225606164909789,0.10848834150789176,1.1269050660176663,0.26328225467785715,0.03747208993351414,9.09473900334477,11,7,36,TRUE,0.24227205308498476,0.002795943035043095,0.14777826609409367,intercept only,ECO,1,NA
factor(year)2012,0.064266963167126,0.10848834150789176,0.5923858939483468,0.555327845575635,0.03747208993351414,9.09473900334477,11,7,36,TRUE,0.24227205308498476,0.002795943035043095,0.14777826609409367,intercept only,ECO,1,NA
factor(year)2013,0.04618130797446212,0.10848834150789176,0.42567991484230366,0.6715285607778259,0.03747208993351414,9.09473900334477,11,7,36,TRUE,0.24227205308498476,0.002795943035043095,0.14777826609409367,intercept only,ECO,1,NA
factor(year)2014,0.043903275318624056,0.10848834150789176,0.40468196589981426,0.6868332941477227,0.03747208993351414,9.09473900334477,11,7,36,TRUE,0.24227205308498476,0.002795943035043095,0.14777826609409367,intercept only,ECO,1,NA
