goal,dimension,region_id,score,year
HS,pressures,3,28.57,2005
HS,pressures,4,30.13,2005
HS,pressures,5,29.33,2005
HS,pressures,6,28.42,2005
HS,pressures,7,29.32,2005
HS,pressures,8,29.52,2005
HS,pressures,9,30.03,2005
HS,pressures,10,29.76,2005
HS,pressures,11,29.74,2005
HS,resilience,1,40.4,2005
HS,resilience,2,40.4,2005
HS,resilience,3,40.4,2005
HS,resilience,4,40.4,2005
HS,resilience,5,40.4,2005
HS,resilience,6,40.4,2005
HS,resilience,7,40.4,2005
HS,resilience,8,40.4,2005
HS,resilience,9,40.4,2005
HS,resilience,10,40.4,2005
HS,resilience,11,40.4,2005
HS,score,0,67.67,2005
HS,score,1,NaN,2005
HS,score,2,NaN,2005
HS,score,3,NaN,2005
HS,score,4,NaN,2005
HS,score,5,68.62,2005
HS,score,6,99.81,2005
HS,score,7,54.13,2005
HS,score,8,54.11,2005
HS,score,9,78.59,2005
HS,score,10,59.5,2005
HS,score,11,58.91,2005
HS,status,0,66.71,2005
HS,status,1,NaN,2005
HS,status,2,NaN,2005
HS,status,3,NaN,2005
HS,status,4,NaN,2005
HS,status,5,67.39,2005
HS,status,6,99.62,2005
HS,status,7,53.15,2005
HS,status,8,53.15,2005
HS,status,9,77.26,2005
HS,status,10,58.48,2005
HS,status,11,57.89,2005
HS,trend,1,,2005
HS,trend,2,,2005
HS,trend,3,,2005
HS,trend,4,,2005
HS,trend,5,,2005
HS,trend,6,,2005
HS,trend,7,,2005
HS,trend,8,,2005
HS,trend,9,,2005
HS,trend,10,,2005
HS,trend,11,,2005
ICO,future,0,52.88,2005
ICO,future,1,,2005
ICO,future,2,,2005
ICO,future,3,,2005
ICO,future,4,,2005
ICO,future,5,45.95,2005
ICO,future,6,58.93,2005
ICO,future,7,54.39,2005
ICO,future,8,52.73,2005
ICO,future,9,48.28,2005
ICO,future,10,57.67,2005
ICO,future,11,52.19,2005
ICO,pressures,1,27.58,2005
ICO,pressures,2,28.03,2005
ICO,pressures,3,26.55,2005
ICO,pressures,4,28.36,2005
ICO,pressures,5,27.43,2005
ICO,pressures,6,26.37,2005
ICO,pressures,7,27.42,2005
ICO,pressures,8,27.66,2005
ICO,pressures,9,28.25,2005
ICO,pressures,10,27.94,2005
ICO,pressures,11,27.91,2005
ICO,resilience,1,,2005
ICO,resilience,2,,2005
ICO,resilience,3,,2005
ICO,resilience,4,,2005
ICO,resilience,5,,2005
ICO,resilience,6,,2005
ICO,resilience,7,,2005
ICO,resilience,8,,2005
ICO,resilience,9,,2005
ICO,resilience,10,,2005
ICO,resilience,11,,2005
ICO,score,0,55.52,2005
ICO,score,1,,2005
ICO,score,2,,2005
ICO,score,3,,2005
ICO,score,4,,2005
ICO,score,5,48.24,2005
ICO,score,6,61.74,2005
ICO,score,7,57.09,2005
ICO,score,8,55.38,2005
ICO,score,9,50.77,2005
ICO,score,10,60.6,2005
ICO,score,11,54.84,2005
ICO,status,0,58.17,2005
ICO,status,1,,2005
ICO,status,2,,2005
ICO,status,3,,2005
ICO,status,4,,2005
ICO,status,5,50.52,2005
ICO,status,6,64.55,2005
ICO,status,7,59.8,2005
ICO,status,8,58.03,2005
ICO,status,9,53.25,2005
ICO,status,10,63.53,2005
ICO,status,11,57.49,2005
ICO,trend,1,,2005
ICO,trend,2,,2005
ICO,trend,3,,2005
ICO,trend,4,,2005
ICO,trend,5,,2005
ICO,trend,6,,2005
ICO,trend,7,,2005
ICO,trend,8,,2005
ICO,trend,9,,2005
ICO,trend,10,,2005
ICO,trend,11,,2005
Index,future,0,74.85,2005
Index,future,1,71.07,2005
Index,future,2,68.85,2005
Index,future,3,72.38,2005
Index,future,4,66.06,2005
